cog,gene_name,gene_product
"Translation, ribosomal structure, and biogenesis",hisS,histidine-tRNA ligase
Nucleotide transport and metabolism,hiuH,hydroxyisourate hydrolase / transthyretin-related protein
Cell wall/membrane/envelope biogenesis,hldD,ADP-L-glycero-D-mannoheptose 6-epimerase
Cell wall/membrane/envelope biogenesis,hldE,fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
No Specific COG Annotation,hlyE,hemolysin E
Energy production and conversion,hmp,nitric oxide dioxygenase
Transcription,hns,DNA-binding transcriptional dual regulator H-NS
No Specific COG Annotation,hofM,DNA utilization protein HofM
"Replication, recombination, and repair",holA,DNA polymerase III subunit &delta;
No Specific COG Annotation,holB,DNA polymerase III subunit &delta;'
"Replication, recombination, and repair",holC,DNA polymerase III subunit χ
"Replication, recombination, and repair",holD,DNA polymerase III subunit ψ
No Specific COG Annotation,holE,DNA polymerase III subunit θ
"Translation, ribosomal structure, and biogenesis",hpf,ribosome hibernation-promoting factor
Nucleotide transport and metabolism,hpt,hypoxanthine phosphoribosyltransferase
"Translation, ribosomal structure, and biogenesis",hrpA,ATP-dependent RNA helicase HrpA
"Translation, ribosomal structure, and biogenesis",hrpB,putative ATP-dependent RNA helicase HrpB
"Post-translational modification, protein turnover, and chaperones",hscA,iron-sulfur cluster biosynthesis chaperone HscA
"Post-translational modification, protein turnover, and chaperones",hscB,[Fe-S] cluster biosynthesis co-chaperone HscB
"Post-translational modification, protein turnover, and chaperones",hscc,chaperone protein HscC
Defense Mechanisms,hsdM,type I restriction enzyme EcoKI methyltransferase component
Defense Mechanisms,hsdR,type I restriction enzyme EcoKI endonuclease component
Defense Mechanisms,hsdS,type I restriction enzyme EcoKI specificity protein
"Post-translational modification, protein turnover, and chaperones",hslJ,lipoprotein implicated in Novobiocin resistance
"Post-translational modification, protein turnover, and chaperones",hslO,molecular chaperone Hsp33
"Translation, ribosomal structure, and biogenesis",hslR,heat shock protein Hsp15
"Post-translational modification, protein turnover, and chaperones",hslU,ATPase component of the HslVU protease
"Post-translational modification, protein turnover, and chaperones",hslV,peptidase component of the HslVU protease
"Post-translational modification, protein turnover, and chaperones",hspQ,"heat shock protein, hemimethylated DNA-binding protein"
No Specific COG Annotation,hsrA,putative transporter HsrA
"Post-translational modification, protein turnover, and chaperones",htpG,chaperone protein HtpG
"Post-translational modification, protein turnover, and chaperones",htpX,protease HtpX
"Replication, recombination, and repair",hupA,DNA-binding protein HU-α
"Replication, recombination, and repair",hupB,DNA-binding protein HU-β
Energy production and conversion,hyaA,hydrogenase 1 small subunit
Energy production and conversion,hyaB,hydrogenase 1 large subunit
Energy production and conversion,hybA,hydrogenase 2 iron-sulfur protein
Energy production and conversion,hybB,hydrogenase 2 membrane subunit
Energy production and conversion,hybC,hydrogenase 2 large subunit
Energy production and conversion,hybD,putative hydrogenase 2 maturation protease
No Specific COG Annotation,hybE,hydrogenase 2-specific chaperone
General function prediction only,hybF,hydrogenase maturation protein HybF
"Post-translational modification, protein turnover, and chaperones",hybG,hydrogenase 2 accessory protein
Energy production and conversion,hybO,hydrogenase 2 small subunit
No Specific COG Annotation,hycA,regulator of the transcriptional regulator FhlA
Energy production and conversion,hycE,formate hydrogenlyase subunit HycE
Energy production and conversion,hycG,formate hydrogenlyase subunit HycG
No Specific COG Annotation,hycH,formate hydrogenlyase assembly protein
Energy production and conversion,hycI,hydrogenase 3 maturation protease
Energy production and conversion,hyfG,hydrogenase 4 catalytic subunit HyfG
Energy production and conversion,hyfH,hydrogenase 4 component H
Carbohydrate transport and metabolism,hyi,hydroxypyruvate isomerase
"Post-translational modification, protein turnover, and chaperones",hypB,hydrogenase isoenzymes nickel incorporation protein HypB
"Post-translational modification, protein turnover, and chaperones",hypC,hydrogenase 3 maturation protein HypC
"Post-translational modification, protein turnover, and chaperones",hypD,Fe-(CN)2CO cofactor assembly scaffold protein HypD
"Post-translational modification, protein turnover, and chaperones",hypE,"HypE-S-carboxamide // ""hydrogenase maturation protein, carbamoyl dehydratase"""
"Post-translational modification, protein turnover, and chaperones",hypF,carbamoyl--[HypE] ligase
Aminio acid transport and metabolism,iaaA,"β cleavage product of IaaA // ""α cleavage product of IaaA"" // ""isoaspartyl dipeptidase proenzyme"""
Nucleotide transport and metabolism,iadA,isoaspartyl dipeptidase
"Post-translational modification, protein turnover, and chaperones",iap,alkaline phosphatase isozyme conversion protein
"Post-translational modification, protein turnover, and chaperones",ibpA,small heat shock protein IbpA
"Post-translational modification, protein turnover, and chaperones",ibpB,small heat shock protein IbpB
Energy production and conversion,icd,isocitrate dehydrogenase
No Specific COG Annotation,icdc,protein IcdC
Transcription,iciA,DNA-binding transcriptional dual regulator ArgP
Transcription,iclR,DNA-binding transcriptional repressor IclR
Lipid transport and metabolism,idi,isopentenyl-diphosphate &Delta;-isomerase
Aminio acid transport and metabolism,idnD,IDONDEHYD-MONOMER
Carbohydrate transport and metabolism,idnK,"D-gluconate kinase, thermosensitive"
"Secondary metabolites, biosynthesis, transport, and catabolism",idnO,5-keto-D-gluconate 5-reductase
Transcription,idnR,DNA-binding transcriptional dual regulator IdnR
"Replication, recombination, and repair",ihfA,integration host factor subunit α
"Replication, recombination, and repair",ihfB,integration host factor subunit β
"Translation, ribosomal structure, and biogenesis",ileS,isoleucine-tRNA ligase
Aminio acid transport and metabolism,ilvA,threonine deaminase
Aminio acid transport and metabolism,ilvB,acetohydroxy acid synthase I subunit IlvB
Aminio acid transport and metabolism,ilvC,ketol-acid reductoisomerase (NADP+)
Aminio acid transport and metabolism,ilvD,dihydroxy-acid dehydratase
Aminio acid transport and metabolism,ilvE,branched-chain-amino-acid aminotransferase
No Specific COG Annotation,ilvG,"acetolactate synthase II subunit IlvG, N-terminal fragment (pseudogene)"
Aminio acid transport and metabolism,ilvH,"acetolactate synthase / acetohydroxybutanoate synthase, regulatory subunit"
Aminio acid transport and metabolism,ilvI,"acetolactate synthase / acetohydroxybutanoate synthase, catalytic subunit"
No Specific COG Annotation,ilvL,ilvXGMEDA operon leader peptide
Energy production and conversion,ilvM,acetolactate synthase II subunit IlvM
No Specific COG Annotation,ilvN,acetohydroxy acid synthase I subunit IlvN
No Specific COG Annotation,ilvX,uncharacterized protein IlvX
Transcription,ilvY,DNA-binding transcriptional dual regulator IlvY
No Specific COG Annotation,inaA,putative lipopolysaccharide kinase InaA
"Translation, ribosomal structure, and biogenesis",infA,translation initiation factor IF-1
"Translation, ribosomal structure, and biogenesis",infB,translation initiation factor IF-2
"Translation, ribosomal structure, and biogenesis",infC,translation initiation factor IF-3
Not Assigned,insG,KpLE2 phage-like element; IS4 putative transposase
Not Assigned,insI-1,IS30 transposase
Not Assigned,insJ,insertion element IS150 protein InsA
Not Assigned,insK,IS150 conserved protein InsB
No Specific COG Annotation,insL-1,IS186/IS421 transposase
Not Assigned,insQ,putative insertion element transposase InsQ
"Replication, recombination, and repair",intA,CP4-57 prophage; integrase IntA
"Replication, recombination, and repair",intD,DLP12 prophage; putative integrase
No Specific COG Annotation,intE,e14 prophage; putative integrase
No Specific COG Annotation,intF,CP4-6 prophage; putative phage integrase
"Replication, recombination, and repair",intR,Rac prophage; putative integrase
"Replication, recombination, and repair",intS,CPS-53 (KpLE1) prophage; prophage CPS-53 integrase
"Replication, recombination, and repair",intZ,CPZ-55 prophage; putative phage integrase IntZ
No Specific COG Annotation,iraD,"anti-adaptor protein IraD, inhibitor of &sigma;S proteolysis"
No Specific COG Annotation,iraP,anti-adaptor protein for &sigma;S stabilization
"Post-translational modification, protein turnover, and chaperones",iscA,iron-sulfur cluster insertion protein IscA
Transcription,iscR,DNA-binding transcriptional dual regulator IscR
Aminio acid transport and metabolism,iscS,cysteine desulfurase
"Post-translational modification, protein turnover, and chaperones",iscU,scaffold protein for iron-sulfur cluster assembly
"Post-translational modification, protein turnover, and chaperones",iscX,accessory iron-sulfur cluster assembly protein IscX
Coenzyme transport and metabolism,ispA,geranyl diphosphate/farnesyl diphosphate synthase
Coenzyme transport and metabolism,ispB,all-trans-octaprenyl-diphosphate synthase
Lipid transport and metabolism,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
Lipid transport and metabolism,ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
Lipid transport and metabolism,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
Lipid transport and metabolism,ispG,(<em>E</em>)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)
Lipid transport and metabolism,ispH,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase
Lipid transport and metabolism,ispU,"ditrans,polycis-undecaprenyl-diphosphate synthase [(2E,6E)-farnesyl-diphosphate specific]"
No Specific COG Annotation,ivbL,ilvBN operon leader peptide
No Specific COG Annotation,ivy,"periplasmic chaperone, inhibitor of vertebrate C-type lysozyme"
Inorganic ion transport and metabolism,katE,catalase HPII
Inorganic ion transport and metabolism,katG,catalase/hydroperoxidase HPI
Carbohydrate transport and metabolism,kbaZ,"tagatose-1,6-bisphosphate aldolase 1 subunit KbaZ"
Coenzyme transport and metabolism,kbl,2-amino-3-ketobutyrate CoA ligase
No Specific COG Annotation,kch,K+ channel Kch
Carbohydrate transport and metabolism,kdgK,2-dehydro-3-deoxygluconokinase
Transcription,kdgR,DNA-binding transcriptional repressor KdgR
Inorganic ion transport and metabolism,kdpB,K+ transporting P-type ATPase subunit KdpB
Signal transduction mechanisms,kdpD,sensory histidine kinase KdpD
Transcription,kdpE,"KdpE-Phosphorylated // ""DNA-binding transcriptional activator KdpE"""
Cell wall/membrane/envelope biogenesis,kdsA,3-deoxy-D-manno-octulosonate 8-phosphate synthase
Cell wall/membrane/envelope biogenesis,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase
General function prediction only,kdsC,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
Carbohydrate transport and metabolism,kdsD,D-arabinose 5-phosphate isomerase KdsD
"Secondary metabolites, biosynthesis, transport, and catabolism",kduD,putative 2-keto-3-deoxy-D-gluconate dehydrogenase
Carbohydrate transport and metabolism,kduI,5-dehydro-4-deoxy-D-glucuronate isomerase
Inorganic ion transport and metabolism,kefB,KEFB-MONOMER
Inorganic ion transport and metabolism,kefC,K+ : H+ antiporter KefC
General function prediction only,kefF,regulator of KefC-mediated potassium transport and quinone oxidoreductase
General function prediction only,kefG,glutathione-regulated potassium-efflux system ancillary protein KefG
Carbohydrate transport and metabolism,kgtP,α-ketoglutarate:H+ symporter
Inorganic ion transport and metabolism,kup,K+:H+ symporter Kup
General function prediction only,lacA,galactoside O-acetyltransferase
Transcription,lacI,DNA-binding transcriptional repressor LacI
Carbohydrate transport and metabolism,lacZ,β-galactosidase
Carbohydrate transport and metabolism,lamB,maltose outer membrane channel / phage lambda receptor protein
"Translation, ribosomal structure, and biogenesis",lasT,putative rRNA methyltransferase
Cell wall/membrane/envelope biogenesis,ldcA,"murein L,D-carboxypeptidase"
Aminio acid transport and metabolism,ldcC,lysine decarboxylase 2
Energy production and conversion,ldhA,D-lactate dehydrogenase
"Translation, ribosomal structure, and biogenesis",lepA,30S ribosomal subunit biogenesis factor LepA
No Specific COG Annotation,lepB,signal peptidase I
Aminio acid transport and metabolism,leuA,2-isopropylmalate synthase
Energy production and conversion,leuB,3-isopropylmalate dehydrogenase
Aminio acid transport and metabolism,leuC,3-isopropylmalate dehydratase subunit LeuC
Aminio acid transport and metabolism,leuD,3-isopropylmalate dehydratase subunit LeuD
Aminio acid transport and metabolism,leuE,leucine exporter
No Specific COG Annotation,leuL,leu operon leader peptide
Transcription,leuO,DNA-binding transcriptional dual regulator LeuO
"Translation, ribosomal structure, and biogenesis",leuS,leucine-tRNA ligase
Transcription,lexA,DNA-binding transcriptional repressor LexA
Cell wall/membrane/envelope biogenesis,lgt,EG12128-MONOMER
Carbohydrate transport and metabolism,lhgO,L-2-hydroxyglutarate dehydrogenase
"Replication, recombination, and repair",lhr,putative ATP-dependent helicase Lhr
"Replication, recombination, and repair",ligA,DNA ligase
"Translation, ribosomal structure, and biogenesis",ligT,"RNA 2',3'-cyclic phosphodiesterase"
Coenzyme transport and metabolism,lipA,lipoyl synthase
