annotation,cog_id,cog_letter,gene_name
Membrane proteins related to metalloendopeptidases,COG0739,M,yebA
Membrane proteins related to metalloendopeptidases,COG0739,M,ygeR
Protease subunit of ATP-dependent Clp proteases,COG0740,O,clpP
Protease subunit of ATP-dependent Clp proteases,COG0740,U,clpP
Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains),COG0741,M,dniR
Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains),COG0741,M,mltC
Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains),COG0741,M,mltE
Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains),COG0741,M,pbl
Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains),COG0741,M,slt
N6-adenine-specific methylase,COG0742,L,yhhF
1-deoxy-D-xylulose 5-phosphate reductoisomerase,COG0743,I,dxr
Membrane carboxypeptidase (penicillin-binding protein),COG0744,M,mrcB
Membrane carboxypeptidase (penicillin-binding protein),COG0744,M,mtgA
Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,COG0745,T,arcA
Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,COG0745,T,baeR
Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,COG0745,T,basR
Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,COG0745,T,cpxR
Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,COG0745,T,creB
Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,COG0745,T,kdpE
Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,COG0745,T,ompR
Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,COG0745,K,arcA
Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,COG0745,K,baeR
Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,COG0745,K,basR
Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,COG0745,K,cpxR
Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,COG0745,K,creB
Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,COG0745,K,kdpE
Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,COG0745,K,ompR
Molybdopterin-guanine dinucleotide biosynthesis protein A,COG0746,H,mobA
"ABC-type dipeptide transport system, periplasmic component",COG0747,E,ddpA
"ABC-type dipeptide transport system, periplasmic component",COG0747,E,dppA
"ABC-type dipeptide transport system, periplasmic component",COG0747,E,nikA
"ABC-type dipeptide transport system, periplasmic component",COG0747,E,yliB
DNA polymerase I - 3'-5' exonuclease and polymerase domains,COG0749,L,polA_2
Predicted membrane-associated Zn-dependent proteases 1,COG0750,M,yaeL
"Glycyl-tRNA synthetase, beta subunit",COG0751,J,glyS
"Glycyl-tRNA synthetase, alpha subunit",COG0752,J,glyQ
Catalase,COG0753,P,katE
Glutathionylspermidine synthase,COG0754,E,gsp_2
Glutathionylspermidine synthase,COG0754,E,ygiC
Glutathionylspermidine synthase,COG0754,E,yjfC
"ABC-type transport system involved in cytochrome c biogenesis, permease component",COG0755,O,ccmC
dUTPase,COG0756,F,dut
Predicted Rossmann fold nucleotide-binding protein involved in DNA uptake,COG0758,L,smf
Predicted Rossmann fold nucleotide-binding protein involved in DNA uptake,COG0758,U,smf
Uncharacterized conserved protein,COG0759,S,yidD
Parvulin-like peptidyl-prolyl isomerase,COG0760,O,ppiC
Parvulin-like peptidyl-prolyl isomerase,COG0760,O,surA
Parvulin-like peptidyl-prolyl isomerase,COG0760,O,ybaU
Penicillin tolerance protein,COG0761,I,lytB
Penicillin tolerance protein,COG0761,M,lytB
Predicted integral membrane protein,COG0762,S,yggT
Lipid A disaccharide synthetase,COG0763,M,lpxB
3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratases,COG0764,I,fabA
3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratases,COG0764,I,fabZ
"ABC-type amino acid transport system, permease component",COG0765,E,glnP
"ABC-type amino acid transport system, permease component",COG0765,E,gltJ
"ABC-type amino acid transport system, permease component",COG0765,E,gltK
"ABC-type amino acid transport system, permease component",COG0765,E,yecS
"ABC-type amino acid transport system, permease component",COG0765,E,yhdY
UDP-N-acetylglucosamine enolpyruvyl transferase,COG0766,M,murA
"ABC-type transport system involved in resistance to organic solvents, permease component",COG0767,Q,yrbE
Cell division protein FtsI/penicillin-binding protein 2,COG0768,M,ftsI
Cell division protein FtsI/penicillin-binding protein 2,COG0768,M,mrdA
UDP-N-acetylmuramyl tripeptide synthase,COG0769,M,murE
UDP-N-acetylmuramyl pentapeptide synthase,COG0770,M,murF
UDP-N-acetylmuramoylalanine-D-glutamate ligase,COG0771,M,murD
Bacterial cell division membrane protein,COG0772,D,ftsW
Bacterial cell division membrane protein,COG0772,D,mrdB
UDP-N-acetylmuramate-alanine ligase,COG0773,M,mpl
UDP-N-acetylmuramate-alanine ligase,COG0773,M,murC
UDP-3-O-acyl-N-acetylglucosamine deacetylase,COG0774,M,lpxC
Nucleoside phosphorylase,COG0775,F,amn
Nucleoside phosphorylase,COG0775,F,pfs
Bacterial nucleoid DNA-binding protein,COG0776,L,himA
Bacterial nucleoid DNA-binding protein,COG0776,L,himD
Bacterial nucleoid DNA-binding protein,COG0776,L,hupA
Bacterial nucleoid DNA-binding protein,COG0776,L,hupB
Acetyl-CoA carboxylase beta subunit,COG0777,I,accD
Nitroreductase,COG0778,C,mdaA
Nitroreductase,COG0778,C,nfnB
Nitroreductase,COG0778,C,ycdI
Nitroreductase,COG0778,C,ydjA
Uncharacterized protein conserved in bacteria,COG0779,S,yhbC
Enzyme related to GTP cyclohydrolase I,COG0780,R,yqcD_2
Transcription termination factor,COG0781,K,nusB
Transcription elongation factor,COG0782,K,greA
Transcription elongation factor,COG0782,K,greBm
Transcription elongation factor,COG0782,K,rnk
DNA-binding ferritin-like protein (oxidative damage protectant),COG0783,P,dps
FOG: CheY-like receiver,COG0784,T,arcB_2
FOG: CheY-like receiver,COG0784,T,barA_3
FOG: CheY-like receiver,COG0784,T,cheY
FOG: CheY-like receiver,COG0784,T,evgS_3
FOG: CheY-like receiver,COG0784,T,hnr_1
FOG: CheY-like receiver,COG0784,T,rcsC_3
FOG: CheY-like receiver,COG0784,T,torS_2
Na+/glutamate symporter,COG0786,E,gltS
Alanine racemase,COG0787,M,alr
Alanine racemase,COG0787,M,dadX
Formyltetrahydrofolate hydrolase,COG0788,F,purU
Predicted transcriptional regulators,COG0789,K,soxR
Predicted transcriptional regulators,COG0789,K,ybbI
Predicted transcriptional regulators,COG0789,K,ycgE
Predicted transcriptional regulators,COG0789,K,yehV
Predicted transcriptional regulators,COG0789,K,yhdM
"FOG: TPR repeat, SEL1 subfamily",COG0790,R,ybeQ
"FOG: TPR repeat, SEL1 subfamily",COG0790,R,ybeT
"FOG: TPR repeat, SEL1 subfamily",COG0790,R,yjcO
Cell wall-associated hydrolases (invasion-associated proteins),COG0791,M,nlpC
Cell wall-associated hydrolases (invasion-associated proteins),COG0791,M,spr
Cell wall-associated hydrolases (invasion-associated proteins),COG0791,M,yafL
Cell wall-associated hydrolases (invasion-associated proteins),COG0791,M,ydhO
Predicted endonuclease distantly related to archaeal Holliday junction resolvase,COG0792,L,yraN
Periplasmic protease,COG0793,M,prc
Predicted sugar phosphate isomerase involved in capsule formation,COG0794,M,gutQ_1
Predicted sugar phosphate isomerase involved in capsule formation,COG0794,M,yrbH_1
Predicted permeases,COG0795,R,yjgP
Predicted permeases,COG0795,R,yjgQ
Glutamate racemase,COG0796,M,murI
Lipoproteins,COG0797,M,rlpA
Uncharacterized homolog of plant Iojap protein,COG0799,S,ybeB
2-keto-3-deoxy-6-phosphogluconate aldolase,COG0800,G,dgoA_1
2-keto-3-deoxy-6-phosphogluconate aldolase,COG0800,G,eda
"7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase",COG0801,H,folK
Predicted ATPase or kinase,COG0802,R,yjeE
Sec-independent protein secretion pathway component TatC,COG0805,U,tatC
"RimM protein, required for 16S rRNA processing",COG0806,J,rimM
GTP cyclohydrolase II,COG0807,H,ribA
S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase),COG0809,J,queA
"Periplasmic protein TonB, links inner and outer membranes",COG0810,M,tonB
Biopolymer transport proteins,COG0811,U,exbB
Biopolymer transport proteins,COG0811,U,tolQ
UDP-N-acetylmuramate dehydrogenase,COG0812,M,murB
Purine-nucleoside phosphorylase,COG0813,F,deoD
Amino acid permeases,COG0814,E,mtr
Amino acid permeases,COG0814,E,sdaC
Amino acid permeases,COG0814,E,tdcC
Amino acid permeases,COG0814,E,tnaB
Amino acid permeases,COG0814,E,tyrP
Amino acid permeases,COG0814,E,yhaO
Amino acid permeases,COG0814,E,yhjV
Apolipoprotein N-acyltransferase,COG0815,M,lnt
Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasmas and B. subtilis),COG0816,L,yqgF
"Holliday junction resolvasome, endonuclease subunit",COG0817,L,ruvC
Diacylglycerol kinase,COG0818,M,dgkA
Predicted Fe-S-cluster redox enzyme,COG0820,R,yfgB
Enzyme involved in the deoxyxylulose pathway of isoprenoid biosynthesis,COG0821,I,gcpE
NifU homolog involved in Fe-S cluster formation,COG0822,C,iscU
Periplasmic component of the Tol biopolymer transport system,COG0823,U,tolB
Predicted thioesterase,COG0824,R,ybaW
Predicted thioesterase,COG0824,R,ybgC
Acetyl-CoA carboxylase alpha subunit,COG0825,I,accA
Collagenase and related proteases,COG0826,O,ydcP
Collagenase and related proteases,COG0826,O,yegQ
Collagenase and related proteases,COG0826,O,yhbU
Collagenase and related proteases,COG0826,O,yhbV
Ribosomal protein S21,COG0828,J,rpsU
Amino acid transporters,COG0833,E,lysP
Amino acid transporters,COG0833,E,ykfD
"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",COG0834,E,argT
"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",COG0834,E,artI
"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",COG0834,E,artJ
"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",COG0834,E,evgS_1
"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",COG0834,E,fliY
"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",COG0834,E,glnH
"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",COG0834,E,hisJ
"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",COG0834,T,argT
"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",COG0834,T,artI
"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",COG0834,T,artJ
"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",COG0834,T,evgS_1
"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",COG0834,T,fliY
"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",COG0834,T,glnH
"ABC-type amino acid transport/signal transduction systems, periplasmic component/domain",COG0834,T,hisJ
Chemotaxis signal transduction protein,COG0835,N,cheW
Chemotaxis signal transduction protein,COG0835,T,cheW
Mannose-1-phosphate guanylyltransferase,COG0836,M,cpsB_1
Glucokinase,COG0837,G,glk
NADH:ubiquinone oxidoreductase subunit 3 (chain A),COG0838,C,nuoA
NADH:ubiquinone oxidoreductase subunit 6 (chain J),COG0839,C,nuoJ
Methyl-accepting chemotaxis protein,COG0840,N,aer_2
Methyl-accepting chemotaxis protein,COG0840,N,tap
Methyl-accepting chemotaxis protein,COG0840,N,tar
Methyl-accepting chemotaxis protein,COG0840,N,trg
Methyl-accepting chemotaxis protein,COG0840,N,tsr
Methyl-accepting chemotaxis protein,COG0840,T,aer_2
Methyl-accepting chemotaxis protein,COG0840,T,tap
Methyl-accepting chemotaxis protein,COG0840,T,tar
Methyl-accepting chemotaxis protein,COG0840,T,trg
Methyl-accepting chemotaxis protein,COG0840,T,tsr
Cation/multidrug efflux pump,COG0841,V,acrB
Cation/multidrug efflux pump,COG0841,V,acrD
Cation/multidrug efflux pump,COG0841,V,acrF
Cation/multidrug efflux pump,COG0841,V,yegN
Cation/multidrug efflux pump,COG0841,V,yegO
Cation/multidrug efflux pump,COG0841,V,yhiV
"ABC-type multidrug transport system, permease component",COG0842,V,yadH
"ABC-type multidrug transport system, permease component",COG0842,V,ybhR
"ABC-type multidrug transport system, permease component",COG0842,V,ybhS
"ABC-type multidrug transport system, permease component",COG0842,V,yhhJ
"ABC-type multidrug transport system, permease component",COG0842,V,yhiH_2
"Heme/copper-type cytochrome/quinol oxidases, subunit 1",COG0843,C,cyoB
Membrane-fusion protein,COG0845,M,acrA
Membrane-fusion protein,COG0845,M,acrE
Membrane-fusion protein,COG0845,M,ybhG
Membrane-fusion protein,COG0845,M,ybjY
Membrane-fusion protein,COG0845,M,yegM
Membrane-fusion protein,COG0845,M,yhiI
Membrane-fusion protein,COG0845,M,yhiU
"NAD-dependent protein deacetylases, SIR2 family",COG0846,K,ycfY
"DNA polymerase III, epsilon subunit and related 3'-5' exonucleases",COG0847,L,dnaQ
"DNA polymerase III, epsilon subunit and related 3'-5' exonucleases",COG0847,L,exoX
"DNA polymerase III, epsilon subunit and related 3'-5' exonucleases",COG0847,L,rnt
Biopolymer transport protein,COG0848,U,exbD
Biopolymer transport protein,COG0848,U,tolR
Actin-like ATPase involved in cell division,COG0849,D,ftsA
Septum formation inhibitor,COG0850,D,minC
Septum formation topological specificity factor,COG0851,D,minE
NADH:ubiquinone oxidoreductase 27 kD subunit,COG0852,C,nuoC_1
Aspartate 1-decarboxylase,COG0853,H,panD
Pyridoxal phosphate biosynthesis protein,COG0854,H,pdxJ
Polyphosphate kinase,COG0855,P,ppk
BioD-like N-terminal domain of phosphotransacetylase,COG0857,R,pta_1
Ribosome-binding factor A,COG0858,J,rbfA
ADP-heptose:LPS heptosyltransferase,COG0859,M,b1979
ADP-heptose:LPS heptosyltransferase,COG0859,M,b1980
ADP-heptose:LPS heptosyltransferase,COG0859,M,rfaC
ADP-heptose:LPS heptosyltransferase,COG0859,M,rfaF
ADP-heptose:LPS heptosyltransferase,COG0859,M,rfaK
ADP-heptose:LPS heptosyltransferase,COG0859,M,rfaQ
N-acetylmuramoyl-L-alanine amidase,COG0860,M,amiA
N-acetylmuramoyl-L-alanine amidase,COG0860,M,amiB
N-acetylmuramoyl-L-alanine amidase,COG0860,M,amiC
"Membrane protein TerC, possibly involved in tellurium resistance",COG0861,P,yegH_1
"Membrane protein TerC, possibly involved in tellurium resistance",COG0861,P,ygdQ
"Membrane protein TerC, possibly involved in tellurium resistance",COG0861,P,ygjT
"Membrane protein TerC, possibly involved in tellurium resistance",COG0861,P,yoaE_1
DNA modification methylase,COG0863,L,yhdJ
Predicted transcriptional regulators containing the CopG/Arc/MetJ DNA-binding domain and a metal-binding domain,COG0864,K,nikR
Adenine deaminase,COG1001,F,yicP
"Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain",COG1003,E,gcvP_2
Predicted UDP-glucose 6-dehydrogenase,COG1004,M,ugd
NADH:ubiquinone oxidoreductase subunit 1 (chain H),COG1005,C,nuoH
NADH:ubiquinone oxidoreductase subunit 2 (chain N),COG1007,C,nuoN
NADH:ubiquinone oxidoreductase subunit 4 (chain M),COG1008,C,nuoM
"NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit",COG1009,C,hyfD
"NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit",COG1009,C,nuoL
"NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit",COG1009,P,hyfD
"NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit",COG1009,P,nuoL
Predicted hydrolase (HAD superfamily),COG1011,R,yigB
Predicted hydrolase (HAD superfamily),COG1011,R,yihX
Predicted hydrolase (HAD superfamily),COG1011,R,yjjG
Predicted hydrolase (HAD superfamily),COG1011,R,yrfG
NAD-dependent aldehyde dehydrogenases,COG1012,C,adhE_1
NAD-dependent aldehyde dehydrogenases,COG1012,C,aldA
NAD-dependent aldehyde dehydrogenases,COG1012,C,aldB
NAD-dependent aldehyde dehydrogenases,COG1012,C,aldH
NAD-dependent aldehyde dehydrogenases,COG1012,C,astD
NAD-dependent aldehyde dehydrogenases,COG1012,C,betB
NAD-dependent aldehyde dehydrogenases,COG1012,C,eutE
"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, beta subunit",COG1013,C,ydbK_3
"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,C,ydbK_2
Phosphopentomutase,COG1015,G,deoB
Phosphopentomutase,COG1015,G,yhfW
Hemoglobin-like flavoprotein,COG1017,C,hmp_1
Flavodoxin reductases (ferredoxin-NADPH reductases) family 1,COG1018,C,fpr
Flavodoxin reductases (ferredoxin-NADPH reductases) family 1,COG1018,C,hmp_2
Flavodoxin reductases (ferredoxin-NADPH reductases) family 1,COG1018,C,paaE
Flavodoxin reductases (ferredoxin-NADPH reductases) family 1,COG1018,C,ybjV
Flavodoxin reductases (ferredoxin-NADPH reductases) family 1,COG1018,C,yeaX
Non-ribosomal peptide synthetase modules and related proteins,COG1020,Q,entF_1
Peptide arylation enzymes,COG1021,Q,entE
Enoyl-CoA hydratase/carnithine racemase,COG1024,I,caiD
Enoyl-CoA hydratase/carnithine racemase,COG1024,I,fadB_1
Enoyl-CoA hydratase/carnithine racemase,COG1024,I,paaG
Enoyl-CoA hydratase/carnithine racemase,COG1024,I,ydbS
Enoyl-CoA hydratase/carnithine racemase,COG1024,I,yfcX_1
Enoyl-CoA hydratase/carnithine racemase,COG1024,I,ygfG
"Secreted/periplasmic Zn-dependent peptidases, insulinase-like",COG1025,O,ptr
Aspartate ammonia-lyase,COG1027,E,aspA
Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),COG1028,I,entA
Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),COG1028,I,fabG
Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),COG1028,I,hcaB
Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),COG1028,I,hdhA
Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),COG1028,I,idnO
