,Gene,condition,copy_number,dataset,growth_rate,type
17974,ilvN,Glucose,1075.0,Schmidt,0.58,non-ribosomal
17975,ilvN,LB,2811.0,Schmidt,1.9,non-ribosomal
17976,ilvN,Glycerol + AA,2680.0,Schmidt,1.27,non-ribosomal
17977,ilvN,Acetate,1846.0,Schmidt,0.3,non-ribosomal
17978,ilvN,Fumarate,1539.0,Schmidt,0.42,non-ribosomal
17979,ilvN,Glucosamine,2082.0,Schmidt,0.46,non-ribosomal
17980,ilvN,Glycerol,2203.0,Schmidt,0.47,non-ribosomal
17981,ilvN,Pyruvate,634.0,Schmidt,0.4,non-ribosomal
17982,ilvN,Chemostat µ=0.5,2551.0,Schmidt,0.5,non-ribosomal
17983,ilvN,Chemostat µ=0.35,2055.0,Schmidt,0.35,non-ribosomal
17984,ilvN,Chemostat µ=0.20,2011.0,Schmidt,0.2,non-ribosomal
17985,ilvN,Chemostat µ=0.12,2416.0,Schmidt,0.12,non-ribosomal
17986,ilvN,stationary_1day,1387.0,Schmidt,-0.01,non-ribosomal
17987,ilvN,stationary_3day,358.0,Schmidt,-0.01,non-ribosomal
17988,ilvN,Osmotic-stress glucose,2793.0,Schmidt,0.55,non-ribosomal
17989,ilvN,42°C glucose,1156.0,Schmidt,0.66,non-ribosomal
17990,ilvN,pH6 glucose,1239.0,Schmidt,0.63,non-ribosomal
17991,ilvN,Xylose,2069.0,Schmidt,0.55,non-ribosomal
17992,ilvN,Mannose,1346.0,Schmidt,0.47,non-ribosomal
17993,ilvN,Galactose,1382.0,Schmidt,0.26,non-ribosomal
17994,ilvN,Succinate,1781.0,Schmidt,0.44,non-ribosomal
17995,ilvN,Fructose,1604.0,Schmidt,0.65,non-ribosomal
17996,ilvY,Glucose,8.0,Schmidt,0.58,non-ribosomal
17997,ilvY,LB,42.0,Schmidt,1.9,non-ribosomal
17998,ilvY,Glycerol + AA,,Schmidt,1.27,non-ribosomal
17999,ilvY,Acetate,2.0,Schmidt,0.3,non-ribosomal
18000,ilvY,Fumarate,9.0,Schmidt,0.42,non-ribosomal
18001,ilvY,Glucosamine,6.0,Schmidt,0.46,non-ribosomal
18002,ilvY,Glycerol,4.0,Schmidt,0.47,non-ribosomal
18003,ilvY,Pyruvate,0.0,Schmidt,0.4,non-ribosomal
18004,ilvY,Chemostat µ=0.5,4.0,Schmidt,0.5,non-ribosomal
18005,ilvY,Chemostat µ=0.35,0.0,Schmidt,0.35,non-ribosomal
18006,ilvY,Chemostat µ=0.20,1.0,Schmidt,0.2,non-ribosomal
18007,ilvY,Chemostat µ=0.12,0.0,Schmidt,0.12,non-ribosomal
18008,ilvY,stationary_1day,1.0,Schmidt,-0.01,non-ribosomal
18009,ilvY,stationary_3day,0.0,Schmidt,-0.01,non-ribosomal
18010,ilvY,Osmotic-stress glucose,0.0,Schmidt,0.55,non-ribosomal
18011,ilvY,42°C glucose,26.0,Schmidt,0.66,non-ribosomal
18012,ilvY,pH6 glucose,19.0,Schmidt,0.63,non-ribosomal
18013,ilvY,Xylose,,Schmidt,0.55,non-ribosomal
18014,ilvY,Mannose,,Schmidt,0.47,non-ribosomal
18015,ilvY,Galactose,6.0,Schmidt,0.26,non-ribosomal
18016,ilvY,Succinate,1.0,Schmidt,0.44,non-ribosomal
18017,ilvY,Fructose,,Schmidt,0.65,non-ribosomal
18018,infA,Glucose,4495.0,Schmidt,0.58,non-ribosomal
18019,infA,LB,9064.0,Schmidt,1.9,non-ribosomal
18020,infA,Glycerol + AA,4501.0,Schmidt,1.27,non-ribosomal
18021,infA,Acetate,1912.0,Schmidt,0.3,non-ribosomal
18022,infA,Fumarate,2537.0,Schmidt,0.42,non-ribosomal
18023,infA,Glucosamine,3251.0,Schmidt,0.46,non-ribosomal
18024,infA,Glycerol,2424.0,Schmidt,0.47,non-ribosomal
18025,infA,Pyruvate,2084.0,Schmidt,0.4,non-ribosomal
18026,infA,Chemostat µ=0.5,2658.0,Schmidt,0.5,non-ribosomal
18027,infA,Chemostat µ=0.35,2018.0,Schmidt,0.35,non-ribosomal
18028,infA,Chemostat µ=0.20,1730.0,Schmidt,0.2,non-ribosomal
18029,infA,Chemostat µ=0.12,1148.0,Schmidt,0.12,non-ribosomal
18030,infA,stationary_1day,586.0,Schmidt,-0.01,non-ribosomal
18031,infA,stationary_3day,2202.0,Schmidt,-0.01,non-ribosomal
18032,infA,Osmotic-stress glucose,5233.0,Schmidt,0.55,non-ribosomal
18033,infA,42°C glucose,3883.0,Schmidt,0.66,non-ribosomal
18034,infA,pH6 glucose,5409.0,Schmidt,0.63,non-ribosomal
18035,infA,Xylose,3266.0,Schmidt,0.55,non-ribosomal
18036,infA,Mannose,2419.0,Schmidt,0.47,non-ribosomal
18037,infA,Galactose,2091.0,Schmidt,0.26,non-ribosomal
18038,infA,Succinate,2592.0,Schmidt,0.44,non-ribosomal
18039,infA,Fructose,2997.0,Schmidt,0.65,non-ribosomal
18040,infB,Glucose,3047.0,Schmidt,0.58,non-ribosomal
18041,infB,LB,6788.0,Schmidt,1.9,non-ribosomal
18042,infB,Glycerol + AA,4375.0,Schmidt,1.27,non-ribosomal
18043,infB,Acetate,1912.0,Schmidt,0.3,non-ribosomal
18044,infB,Fumarate,2532.0,Schmidt,0.42,non-ribosomal
18045,infB,Glucosamine,2677.0,Schmidt,0.46,non-ribosomal
18046,infB,Glycerol,2827.0,Schmidt,0.47,non-ribosomal
18047,infB,Pyruvate,2659.0,Schmidt,0.4,non-ribosomal
18048,infB,Chemostat µ=0.5,3822.0,Schmidt,0.5,non-ribosomal
18049,infB,Chemostat µ=0.35,2910.0,Schmidt,0.35,non-ribosomal
18050,infB,Chemostat µ=0.20,2327.0,Schmidt,0.2,non-ribosomal
18051,infB,Chemostat µ=0.12,2029.0,Schmidt,0.12,non-ribosomal
18052,infB,stationary_1day,1200.0,Schmidt,-0.01,non-ribosomal
18053,infB,stationary_3day,1411.0,Schmidt,-0.01,non-ribosomal
18054,infB,Osmotic-stress glucose,2280.0,Schmidt,0.55,non-ribosomal
18055,infB,42°C glucose,4009.0,Schmidt,0.66,non-ribosomal
18056,infB,pH6 glucose,2725.0,Schmidt,0.63,non-ribosomal
18057,infB,Xylose,3062.0,Schmidt,0.55,non-ribosomal
18058,infB,Mannose,2785.0,Schmidt,0.47,non-ribosomal
18059,infB,Galactose,1832.0,Schmidt,0.26,non-ribosomal
18060,infB,Succinate,2546.0,Schmidt,0.44,non-ribosomal
18061,infB,Fructose,3534.0,Schmidt,0.65,non-ribosomal
18062,infC,Glucose,6930.0,Schmidt,0.58,non-ribosomal
18063,infC,LB,13496.0,Schmidt,1.9,non-ribosomal
18064,infC,Glycerol + AA,9227.0,Schmidt,1.27,non-ribosomal
18065,infC,Acetate,3918.0,Schmidt,0.3,non-ribosomal
18066,infC,Fumarate,5559.0,Schmidt,0.42,non-ribosomal
18067,infC,Glucosamine,5497.0,Schmidt,0.46,non-ribosomal
18068,infC,Glycerol,6603.0,Schmidt,0.47,non-ribosomal
18069,infC,Pyruvate,5435.0,Schmidt,0.4,non-ribosomal
18070,infC,Chemostat µ=0.5,5871.0,Schmidt,0.5,non-ribosomal
18071,infC,Chemostat µ=0.35,4621.0,Schmidt,0.35,non-ribosomal
18072,infC,Chemostat µ=0.20,3623.0,Schmidt,0.2,non-ribosomal
18073,infC,Chemostat µ=0.12,3162.0,Schmidt,0.12,non-ribosomal
18074,infC,stationary_1day,4716.0,Schmidt,-0.01,non-ribosomal
18075,infC,stationary_3day,5467.0,Schmidt,-0.01,non-ribosomal
18076,infC,Osmotic-stress glucose,12254.0,Schmidt,0.55,non-ribosomal
18077,infC,42°C glucose,9131.0,Schmidt,0.66,non-ribosomal
18078,infC,pH6 glucose,8260.0,Schmidt,0.63,non-ribosomal
18079,infC,Xylose,9763.0,Schmidt,0.55,non-ribosomal
18080,infC,Mannose,6919.0,Schmidt,0.47,non-ribosomal
18081,infC,Galactose,7327.0,Schmidt,0.26,non-ribosomal
18082,infC,Succinate,8414.0,Schmidt,0.44,non-ribosomal
18083,infC,Fructose,10509.0,Schmidt,0.65,non-ribosomal
18084,insC,Glucose,34.0,Schmidt,0.58,non-ribosomal
18085,insC,LB,30.0,Schmidt,1.9,non-ribosomal
18086,insC,Glycerol + AA,,Schmidt,1.27,non-ribosomal
18087,insC,Acetate,17.0,Schmidt,0.3,non-ribosomal
18088,insC,Fumarate,16.0,Schmidt,0.42,non-ribosomal
18089,insC,Glucosamine,36.0,Schmidt,0.46,non-ribosomal
18090,insC,Glycerol,13.0,Schmidt,0.47,non-ribosomal
18091,insC,Pyruvate,29.0,Schmidt,0.4,non-ribosomal
18092,insC,Chemostat µ=0.5,11.0,Schmidt,0.5,non-ribosomal
18093,insC,Chemostat µ=0.35,30.0,Schmidt,0.35,non-ribosomal
18094,insC,Chemostat µ=0.20,18.0,Schmidt,0.2,non-ribosomal
18095,insC,Chemostat µ=0.12,3.0,Schmidt,0.12,non-ribosomal
18096,insC,stationary_1day,3.0,Schmidt,-0.01,non-ribosomal
18097,insC,stationary_3day,3.0,Schmidt,-0.01,non-ribosomal
18098,insC,Osmotic-stress glucose,25.0,Schmidt,0.55,non-ribosomal
18099,insC,42°C glucose,15.0,Schmidt,0.66,non-ribosomal
18100,insC,pH6 glucose,23.0,Schmidt,0.63,non-ribosomal
18101,insC,Xylose,,Schmidt,0.55,non-ribosomal
18102,insC,Mannose,,Schmidt,0.47,non-ribosomal
18103,insC,Galactose,9.0,Schmidt,0.26,non-ribosomal
18104,insC,Succinate,20.0,Schmidt,0.44,non-ribosomal
18105,insC,Fructose,,Schmidt,0.65,non-ribosomal
18106,insH,Glucose,56.0,Schmidt,0.58,non-ribosomal
18107,insH,LB,122.0,Schmidt,1.9,non-ribosomal
18108,insH,Glycerol + AA,,Schmidt,1.27,non-ribosomal
18109,insH,Acetate,28.0,Schmidt,0.3,non-ribosomal
18110,insH,Fumarate,72.0,Schmidt,0.42,non-ribosomal
18111,insH,Glucosamine,71.0,Schmidt,0.46,non-ribosomal
18112,insH,Glycerol,39.0,Schmidt,0.47,non-ribosomal
18113,insH,Pyruvate,52.0,Schmidt,0.4,non-ribosomal
18114,insH,Chemostat µ=0.5,55.0,Schmidt,0.5,non-ribosomal
18115,insH,Chemostat µ=0.35,58.0,Schmidt,0.35,non-ribosomal
18116,insH,Chemostat µ=0.20,45.0,Schmidt,0.2,non-ribosomal
18117,insH,Chemostat µ=0.12,23.0,Schmidt,0.12,non-ribosomal
18118,insH,stationary_1day,27.0,Schmidt,-0.01,non-ribosomal
18119,insH,stationary_3day,31.0,Schmidt,-0.01,non-ribosomal
18120,insH,Osmotic-stress glucose,56.0,Schmidt,0.55,non-ribosomal
18121,insH,42°C glucose,47.0,Schmidt,0.66,non-ribosomal
18122,insH,pH6 glucose,36.0,Schmidt,0.63,non-ribosomal
18123,insH,Xylose,,Schmidt,0.55,non-ribosomal
18124,insH,Mannose,,Schmidt,0.47,non-ribosomal
18125,insH,Galactose,19.0,Schmidt,0.26,non-ribosomal
18126,insH,Succinate,57.0,Schmidt,0.44,non-ribosomal
18127,insH,Fructose,,Schmidt,0.65,non-ribosomal
18128,intF,Glucose,0.0,Schmidt,0.58,non-ribosomal
18129,intF,LB,4.0,Schmidt,1.9,non-ribosomal
18130,intF,Glycerol + AA,0.0,Schmidt,1.27,non-ribosomal
18131,intF,Acetate,0.0,Schmidt,0.3,non-ribosomal
18132,intF,Fumarate,1.0,Schmidt,0.42,non-ribosomal
18133,intF,Glucosamine,2.0,Schmidt,0.46,non-ribosomal
18134,intF,Glycerol,2.0,Schmidt,0.47,non-ribosomal
18135,intF,Pyruvate,1.0,Schmidt,0.4,non-ribosomal
18136,intF,Chemostat µ=0.5,5.0,Schmidt,0.5,non-ribosomal
18137,intF,Chemostat µ=0.35,5.0,Schmidt,0.35,non-ribosomal
18138,intF,Chemostat µ=0.20,4.0,Schmidt,0.2,non-ribosomal
18139,intF,Chemostat µ=0.12,4.0,Schmidt,0.12,non-ribosomal
18140,intF,stationary_1day,0.0,Schmidt,-0.01,non-ribosomal
18141,intF,stationary_3day,0.0,Schmidt,-0.01,non-ribosomal
18142,intF,Osmotic-stress glucose,0.0,Schmidt,0.55,non-ribosomal
18143,intF,42°C glucose,0.0,Schmidt,0.66,non-ribosomal
18144,intF,pH6 glucose,0.0,Schmidt,0.63,non-ribosomal
18145,intF,Xylose,0.0,Schmidt,0.55,non-ribosomal
18146,intF,Mannose,0.0,Schmidt,0.47,non-ribosomal
18147,intF,Galactose,0.0,Schmidt,0.26,non-ribosomal
18148,intF,Succinate,0.0,Schmidt,0.44,non-ribosomal
18149,intF,Fructose,0.0,Schmidt,0.65,non-ribosomal
18150,iraP,Glucose,1894.0,Schmidt,0.58,non-ribosomal
18151,iraP,LB,3262.0,Schmidt,1.9,non-ribosomal
18152,iraP,Glycerol + AA,3405.0,Schmidt,1.27,non-ribosomal
18153,iraP,Acetate,2532.0,Schmidt,0.3,non-ribosomal
18154,iraP,Fumarate,3013.0,Schmidt,0.42,non-ribosomal
18155,iraP,Glucosamine,3052.0,Schmidt,0.46,non-ribosomal
18156,iraP,Glycerol,2853.0,Schmidt,0.47,non-ribosomal
18157,iraP,Pyruvate,3266.0,Schmidt,0.4,non-ribosomal
18158,iraP,Chemostat µ=0.5,3431.0,Schmidt,0.5,non-ribosomal
18159,iraP,Chemostat µ=0.35,3439.0,Schmidt,0.35,non-ribosomal
18160,iraP,Chemostat µ=0.20,3158.0,Schmidt,0.2,non-ribosomal
18161,iraP,Chemostat µ=0.12,2633.0,Schmidt,0.12,non-ribosomal
18162,iraP,stationary_1day,1253.0,Schmidt,-0.01,non-ribosomal
18163,iraP,stationary_3day,1423.0,Schmidt,-0.01,non-ribosomal
18164,iraP,Osmotic-stress glucose,3308.0,Schmidt,0.55,non-ribosomal
18165,iraP,42°C glucose,3131.0,Schmidt,0.66,non-ribosomal
18166,iraP,pH6 glucose,2511.0,Schmidt,0.63,non-ribosomal
18167,iraP,Xylose,3156.0,Schmidt,0.55,non-ribosomal
18168,iraP,Mannose,3437.0,Schmidt,0.47,non-ribosomal
18169,iraP,Galactose,1725.0,Schmidt,0.26,non-ribosomal
18170,iraP,Succinate,2925.0,Schmidt,0.44,non-ribosomal
18171,iraP,Fructose,2082.0,Schmidt,0.65,non-ribosomal
18172,iscA,Glucose,1451.0,Schmidt,0.58,non-ribosomal
18173,iscA,LB,1953.0,Schmidt,1.9,non-ribosomal
18174,iscA,Glycerol + AA,1952.0,Schmidt,1.27,non-ribosomal
18175,iscA,Acetate,730.0,Schmidt,0.3,non-ribosomal
18176,iscA,Fumarate,853.0,Schmidt,0.42,non-ribosomal
18177,iscA,Glucosamine,863.0,Schmidt,0.46,non-ribosomal
18178,iscA,Glycerol,1190.0,Schmidt,0.47,non-ribosomal
18179,iscA,Pyruvate,736.0,Schmidt,0.4,non-ribosomal
18180,iscA,Chemostat µ=0.5,1059.0,Schmidt,0.5,non-ribosomal
18181,iscA,Chemostat µ=0.35,700.0,Schmidt,0.35,non-ribosomal
18182,iscA,Chemostat µ=0.20,436.0,Schmidt,0.2,non-ribosomal
18183,iscA,Chemostat µ=0.12,317.0,Schmidt,0.12,non-ribosomal
18184,iscA,stationary_1day,91.0,Schmidt,-0.01,non-ribosomal
18185,iscA,stationary_3day,93.0,Schmidt,-0.01,non-ribosomal
18186,iscA,Osmotic-stress glucose,1569.0,Schmidt,0.55,non-ribosomal
18187,iscA,42°C glucose,1411.0,Schmidt,0.66,non-ribosomal
18188,iscA,pH6 glucose,856.0,Schmidt,0.63,non-ribosomal
18189,iscA,Xylose,2048.0,Schmidt,0.55,non-ribosomal
18190,iscA,Mannose,1122.0,Schmidt,0.47,non-ribosomal
18191,iscA,Galactose,774.0,Schmidt,0.26,non-ribosomal
18192,iscA,Succinate,1257.0,Schmidt,0.44,non-ribosomal
18193,iscA,Fructose,1784.0,Schmidt,0.65,non-ribosomal
18194,iscR,Glucose,7687.0,Schmidt,0.58,non-ribosomal
18195,iscR,LB,7128.0,Schmidt,1.9,non-ribosomal
18196,iscR,Glycerol + AA,11688.0,Schmidt,1.27,non-ribosomal
18197,iscR,Acetate,4233.0,Schmidt,0.3,non-ribosomal
18198,iscR,Fumarate,5207.0,Schmidt,0.42,non-ribosomal
18199,iscR,Glucosamine,5483.0,Schmidt,0.46,non-ribosomal
18200,iscR,Glycerol,7084.0,Schmidt,0.47,non-ribosomal
18201,iscR,Pyruvate,6510.0,Schmidt,0.4,non-ribosomal
18202,iscR,Chemostat µ=0.5,7181.0,Schmidt,0.5,non-ribosomal
18203,iscR,Chemostat µ=0.35,4632.0,Schmidt,0.35,non-ribosomal
18204,iscR,Chemostat µ=0.20,3916.0,Schmidt,0.2,non-ribosomal
18205,iscR,Chemostat µ=0.12,2947.0,Schmidt,0.12,non-ribosomal
18206,iscR,stationary_1day,223.0,Schmidt,-0.01,non-ribosomal
18207,iscR,stationary_3day,345.0,Schmidt,-0.01,non-ribosomal
18208,iscR,Osmotic-stress glucose,8214.0,Schmidt,0.55,non-ribosomal
18209,iscR,42°C glucose,4004.0,Schmidt,0.66,non-ribosomal
18210,iscR,pH6 glucose,3097.0,Schmidt,0.63,non-ribosomal
18211,iscR,Xylose,7912.0,Schmidt,0.55,non-ribosomal
18212,iscR,Mannose,6878.0,Schmidt,0.47,non-ribosomal
18213,iscR,Galactose,3329.0,Schmidt,0.26,non-ribosomal
18214,iscR,Succinate,3458.0,Schmidt,0.44,non-ribosomal
18215,iscR,Fructose,5222.0,Schmidt,0.65,non-ribosomal
18216,iscS,Glucose,13683.0,Schmidt,0.58,non-ribosomal
18217,iscS,LB,12757.0,Schmidt,1.9,non-ribosomal
18218,iscS,Glycerol + AA,15753.0,Schmidt,1.27,non-ribosomal
18219,iscS,Acetate,9479.0,Schmidt,0.3,non-ribosomal
18220,iscS,Fumarate,9022.0,Schmidt,0.42,non-ribosomal
18221,iscS,Glucosamine,10000.0,Schmidt,0.46,non-ribosomal
18222,iscS,Glycerol,12342.0,Schmidt,0.47,non-ribosomal
18223,iscS,Pyruvate,9824.0,Schmidt,0.4,non-ribosomal
18224,iscS,Chemostat µ=0.5,12450.0,Schmidt,0.5,non-ribosomal
18225,iscS,Chemostat µ=0.35,8341.0,Schmidt,0.35,non-ribosomal
18226,iscS,Chemostat µ=0.20,6609.0,Schmidt,0.2,non-ribosomal
18227,iscS,Chemostat µ=0.12,4353.0,Schmidt,0.12,non-ribosomal
18228,iscS,stationary_1day,1443.0,Schmidt,-0.01,non-ribosomal
18229,iscS,stationary_3day,1457.0,Schmidt,-0.01,non-ribosomal
18230,iscS,Osmotic-stress glucose,11673.0,Schmidt,0.55,non-ribosomal
18231,iscS,42°C glucose,16080.0,Schmidt,0.66,non-ribosomal
18232,iscS,pH6 glucose,10393.0,Schmidt,0.63,non-ribosomal
18233,iscS,Xylose,15564.0,Schmidt,0.55,non-ribosomal
18234,iscS,Mannose,12332.0,Schmidt,0.47,non-ribosomal
18235,iscS,Galactose,9043.0,Schmidt,0.26,non-ribosomal
18236,iscS,Succinate,8615.0,Schmidt,0.44,non-ribosomal
18237,iscS,Fructose,14541.0,Schmidt,0.65,non-ribosomal
18238,iscU,Glucose,9431.0,Schmidt,0.58,non-ribosomal
18239,iscU,LB,8769.0,Schmidt,1.9,non-ribosomal
18240,iscU,Glycerol + AA,12783.0,Schmidt,1.27,non-ribosomal
18241,iscU,Acetate,6815.0,Schmidt,0.3,non-ribosomal
18242,iscU,Fumarate,6641.0,Schmidt,0.42,non-ribosomal
18243,iscU,Glucosamine,6275.0,Schmidt,0.46,non-ribosomal
18244,iscU,Glycerol,9007.0,Schmidt,0.47,non-ribosomal
18245,iscU,Pyruvate,6898.0,Schmidt,0.4,non-ribosomal
18246,iscU,Chemostat µ=0.5,10152.0,Schmidt,0.5,non-ribosomal
18247,iscU,Chemostat µ=0.35,6805.0,Schmidt,0.35,non-ribosomal
18248,iscU,Chemostat µ=0.20,4830.0,Schmidt,0.2,non-ribosomal
18249,iscU,Chemostat µ=0.12,3123.0,Schmidt,0.12,non-ribosomal
18250,iscU,stationary_1day,549.0,Schmidt,-0.01,non-ribosomal
18251,iscU,stationary_3day,492.0,Schmidt,-0.01,non-ribosomal
18252,iscU,Osmotic-stress glucose,13917.0,Schmidt,0.55,non-ribosomal
18253,iscU,42°C glucose,11947.0,Schmidt,0.66,non-ribosomal
18254,iscU,pH6 glucose,7162.0,Schmidt,0.63,non-ribosomal
18255,iscU,Xylose,12781.0,Schmidt,0.55,non-ribosomal
18256,iscU,Mannose,9389.0,Schmidt,0.47,non-ribosomal
18257,iscU,Galactose,7740.0,Schmidt,0.26,non-ribosomal
18258,iscU,Succinate,6388.0,Schmidt,0.44,non-ribosomal
18259,iscU,Fructose,12349.0,Schmidt,0.65,non-ribosomal
18260,iscX,Glucose,2607.0,Schmidt,0.58,non-ribosomal
18261,iscX,LB,4557.0,Schmidt,1.9,non-ribosomal
18262,iscX,Glycerol + AA,,Schmidt,1.27,non-ribosomal
18263,iscX,Acetate,1633.0,Schmidt,0.3,non-ribosomal
18264,iscX,Fumarate,1556.0,Schmidt,0.42,non-ribosomal
18265,iscX,Glucosamine,2453.0,Schmidt,0.46,non-ribosomal
18266,iscX,Glycerol,1476.0,Schmidt,0.47,non-ribosomal
18267,iscX,Pyruvate,1399.0,Schmidt,0.4,non-ribosomal
18268,iscX,Chemostat µ=0.5,1798.0,Schmidt,0.5,non-ribosomal
18269,iscX,Chemostat µ=0.35,1607.0,Schmidt,0.35,non-ribosomal
18270,iscX,Chemostat µ=0.20,1723.0,Schmidt,0.2,non-ribosomal
18271,iscX,Chemostat µ=0.12,1247.0,Schmidt,0.12,non-ribosomal
18272,iscX,stationary_1day,2590.0,Schmidt,-0.01,non-ribosomal
18273,iscX,stationary_3day,2151.0,Schmidt,-0.01,non-ribosomal
18274,iscX,Osmotic-stress glucose,2069.0,Schmidt,0.55,non-ribosomal
18275,iscX,42°C glucose,2163.0,Schmidt,0.66,non-ribosomal
18276,iscX,pH6 glucose,2300.0,Schmidt,0.63,non-ribosomal
18277,iscX,Xylose,,Schmidt,0.55,non-ribosomal
18278,iscX,Mannose,,Schmidt,0.47,non-ribosomal
18279,iscX,Galactose,1331.0,Schmidt,0.26,non-ribosomal
18280,iscX,Succinate,1579.0,Schmidt,0.44,non-ribosomal
18281,iscX,Fructose,,Schmidt,0.65,non-ribosomal
18282,ispA,Glucose,11.0,Schmidt,0.58,non-ribosomal
18283,ispA,LB,19.0,Schmidt,1.9,non-ribosomal
18284,ispA,Glycerol + AA,9.0,Schmidt,1.27,non-ribosomal
18285,ispA,Acetate,7.0,Schmidt,0.3,non-ribosomal
18286,ispA,Fumarate,7.0,Schmidt,0.42,non-ribosomal
18287,ispA,Glucosamine,4.0,Schmidt,0.46,non-ribosomal
18288,ispA,Glycerol,6.0,Schmidt,0.47,non-ribosomal
18289,ispA,Pyruvate,6.0,Schmidt,0.4,non-ribosomal
18290,ispA,Chemostat µ=0.5,5.0,Schmidt,0.5,non-ribosomal
18291,ispA,Chemostat µ=0.35,5.0,Schmidt,0.35,non-ribosomal
18292,ispA,Chemostat µ=0.20,3.0,Schmidt,0.2,non-ribosomal
18293,ispA,Chemostat µ=0.12,3.0,Schmidt,0.12,non-ribosomal
18294,ispA,stationary_1day,0.0,Schmidt,-0.01,non-ribosomal
18295,ispA,stationary_3day,1.0,Schmidt,-0.01,non-ribosomal
18296,ispA,Osmotic-stress glucose,4.0,Schmidt,0.55,non-ribosomal
18297,ispA,42°C glucose,3.0,Schmidt,0.66,non-ribosomal
18298,ispA,pH6 glucose,4.0,Schmidt,0.63,non-ribosomal
18299,ispA,Xylose,8.0,Schmidt,0.55,non-ribosomal
18300,ispA,Mannose,5.0,Schmidt,0.47,non-ribosomal
18301,ispA,Galactose,2.0,Schmidt,0.26,non-ribosomal
18302,ispA,Succinate,5.0,Schmidt,0.44,non-ribosomal
18303,ispA,Fructose,5.0,Schmidt,0.65,non-ribosomal
18304,ispB,Glucose,82.0,Schmidt,0.58,non-ribosomal
18305,ispB,LB,99.0,Schmidt,1.9,non-ribosomal
18306,ispB,Glycerol + AA,108.0,Schmidt,1.27,non-ribosomal
18307,ispB,Acetate,65.0,Schmidt,0.3,non-ribosomal
18308,ispB,Fumarate,77.0,Schmidt,0.42,non-ribosomal
18309,ispB,Glucosamine,86.0,Schmidt,0.46,non-ribosomal
18310,ispB,Glycerol,59.0,Schmidt,0.47,non-ribosomal
18311,ispB,Pyruvate,75.0,Schmidt,0.4,non-ribosomal
18312,ispB,Chemostat µ=0.5,54.0,Schmidt,0.5,non-ribosomal
18313,ispB,Chemostat µ=0.35,56.0,Schmidt,0.35,non-ribosomal
18314,ispB,Chemostat µ=0.20,52.0,Schmidt,0.2,non-ribosomal
18315,ispB,Chemostat µ=0.12,50.0,Schmidt,0.12,non-ribosomal
18316,ispB,stationary_1day,7.0,Schmidt,-0.01,non-ribosomal
18317,ispB,stationary_3day,10.0,Schmidt,-0.01,non-ribosomal
18318,ispB,Osmotic-stress glucose,33.0,Schmidt,0.55,non-ribosomal
18319,ispB,42°C glucose,41.0,Schmidt,0.66,non-ribosomal
18320,ispB,pH6 glucose,45.0,Schmidt,0.63,non-ribosomal
18321,ispB,Xylose,51.0,Schmidt,0.55,non-ribosomal
18322,ispB,Mannose,54.0,Schmidt,0.47,non-ribosomal
18323,ispB,Galactose,32.0,Schmidt,0.26,non-ribosomal
18324,ispB,Succinate,49.0,Schmidt,0.44,non-ribosomal
18325,ispB,Fructose,55.0,Schmidt,0.65,non-ribosomal
18326,ispD,Glucose,67.0,Schmidt,0.58,non-ribosomal
18327,ispD,LB,140.0,Schmidt,1.9,non-ribosomal
18328,ispD,Glycerol + AA,112.0,Schmidt,1.27,non-ribosomal
18329,ispD,Acetate,47.0,Schmidt,0.3,non-ribosomal
18330,ispD,Fumarate,59.0,Schmidt,0.42,non-ribosomal
18331,ispD,Glucosamine,49.0,Schmidt,0.46,non-ribosomal
18332,ispD,Glycerol,50.0,Schmidt,0.47,non-ribosomal
18333,ispD,Pyruvate,53.0,Schmidt,0.4,non-ribosomal
18334,ispD,Chemostat µ=0.5,71.0,Schmidt,0.5,non-ribosomal
18335,ispD,Chemostat µ=0.35,58.0,Schmidt,0.35,non-ribosomal
18336,ispD,Chemostat µ=0.20,49.0,Schmidt,0.2,non-ribosomal
18337,ispD,Chemostat µ=0.12,40.0,Schmidt,0.12,non-ribosomal
18338,ispD,stationary_1day,26.0,Schmidt,-0.01,non-ribosomal
18339,ispD,stationary_3day,46.0,Schmidt,-0.01,non-ribosomal
18340,ispD,Osmotic-stress glucose,80.0,Schmidt,0.55,non-ribosomal
18341,ispD,42°C glucose,36.0,Schmidt,0.66,non-ribosomal
18342,ispD,pH6 glucose,79.0,Schmidt,0.63,non-ribosomal
18343,ispD,Xylose,54.0,Schmidt,0.55,non-ribosomal
18344,ispD,Mannose,28.0,Schmidt,0.47,non-ribosomal
18345,ispD,Galactose,30.0,Schmidt,0.26,non-ribosomal
18346,ispD,Succinate,29.0,Schmidt,0.44,non-ribosomal
18347,ispD,Fructose,41.0,Schmidt,0.65,non-ribosomal
18348,ispE,Glucose,186.0,Schmidt,0.58,non-ribosomal
18349,ispE,LB,161.0,Schmidt,1.9,non-ribosomal
18350,ispE,Glycerol + AA,191.0,Schmidt,1.27,non-ribosomal
18351,ispE,Acetate,158.0,Schmidt,0.3,non-ribosomal
18352,ispE,Fumarate,189.0,Schmidt,0.42,non-ribosomal
18353,ispE,Glucosamine,174.0,Schmidt,0.46,non-ribosomal
18354,ispE,Glycerol,220.0,Schmidt,0.47,non-ribosomal
