uniprot,desc,gene,cog_class_letter,cog_desc,cog_class
P09148,Galactose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) GN=galT PE=1 SV=2,galT,C,Energy production and conversion,Metabolism
P0AEP3,UTP--glucose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) GN=galU PE=1 SV=2,galU,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P0A9B2,Glyceraldehyde-3-phosphate dehydrogenase A OS=Escherichia coli (strain K12) GN=gapA PE=1 SV=2,gapA,G,Carbohydrate transport and metabolism,Metabolism
P39829,D-galactarate dehydratase OS=Escherichia coli (strain K12) GN=garD PE=1 SV=2,garD,G,Carbohydrate transport and metabolism,Metabolism
P23522,5-keto-4-deoxy-D-glucarate aldolase OS=Escherichia coli (strain K12) GN=garL PE=1 SV=2,garL,G,Carbohydrate transport and metabolism,Metabolism
P0ABQ2,2-hydroxy-3-oxopropionate reductase OS=Escherichia coli (strain K12) GN=garR PE=1 SV=1,garR,I,Lipid transport and metabolism,Metabolism
P69828,Galactitol-specific phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=gatA PE=4 SV=1,gatA,GT,Carbohydrate transport and metabolism,Metabolism
P37188,Galactitol-specific phosphotransferase enzyme IIB component OS=Escherichia coli (strain K12) GN=gatB PE=1 SV=2,gatB,G,Carbohydrate transport and metabolism,Metabolism
P69831,Galactitol permease IIC component OS=Escherichia coli (strain K12) GN=gatC PE=1 SV=1,gatC,G,Carbohydrate transport and metabolism,Metabolism
P0A9S3,Galactitol-1-phosphate 5-dehydrogenase OS=Escherichia coli (strain K12) GN=gatD PE=3 SV=1,gatD,ER,Amino acid transport and metabolism,Metabolism
P36930,Galactitol utilization operon repressor OS=Escherichia coli (strain K12) GN=gatR PE=4 SV=2,gatR,Not Assigned,Not Assigned,Not Assigned
P0C8J6,"D-tagatose-1,6-bisphosphate aldolase subunit GatY OS=Escherichia coli (strain K12) GN=gatY PE=1 SV=1",gatY,G,Carbohydrate transport and metabolism,Metabolism
P0C8J8,"D-tagatose-1,6-bisphosphate aldolase subunit gatZ OS=Escherichia coli (strain K12) GN=gatZ PE=1 SV=1",gatZ,G,Carbohydrate transport and metabolism,Metabolism
P15877,Quinoprotein glucose dehydrogenase OS=Escherichia coli (strain K12) GN=gcd PE=1 SV=3,gcd,G,Carbohydrate transport and metabolism,Metabolism
P0A9F6,Glycine cleavage system transcriptional activator OS=Escherichia coli (strain K12) GN=gcvA PE=1 SV=1,gcvA,K,Transcription,Information Storage and Processing
P0A6T9,Glycine cleavage system H protein OS=Escherichia coli (strain K12) GN=gcvH PE=1 SV=2,gcvH,E,Amino acid transport and metabolism,Metabolism
P33195,Glycine dehydrogenase [decarboxylating] OS=Escherichia coli (strain K12) GN=gcvP PE=1 SV=3,gcvP,E,Amino acid transport and metabolism,Metabolism
P0A9I3,Glycine cleavage system transcriptional repressor OS=Escherichia coli (strain K12) GN=gcvR PE=1 SV=2,gcvR,E,Amino acid transport and metabolism,Metabolism
P27248,Aminomethyltransferase OS=Escherichia coli (strain K12) GN=gcvT PE=1 SV=3,gcvT,E,Amino acid transport and metabolism,Metabolism
P00370,NADP-specific glutamate dehydrogenase OS=Escherichia coli (strain K12) GN=gdhA PE=1 SV=1,gdhA,E,Amino acid transport and metabolism,Metabolism
P18956,Gamma-glutamyltranspeptidase OS=Escherichia coli (strain K12) GN=ggt PE=1 SV=1,ggt,E,Amino acid transport and metabolism,Metabolism
P75913,Glyoxylate/hydroxypyruvate reductase A OS=Escherichia coli (strain K12) GN=ghrA PE=1 SV=2,ghrA,HE,Coenzyme transport and metabolism,Metabolism
P37666,Glyoxylate/hydroxypyruvate reductase B OS=Escherichia coli (strain K12) GN=ghrB PE=1 SV=3,ghrB,CHR,Energy production and conversion,Metabolism
P0AF52,Putative permease yjcD OS=Escherichia coli (strain K12) GN=yjcD PE=1 SV=1,ghxP,R,General function prediction only,Poorly Characterized
Q46839,Glycolate permease glcA OS=Escherichia coli (strain K12) GN=glcA PE=1 SV=1,glcA,C,Energy production and conversion,Metabolism
P37330,Malate synthase G OS=Escherichia coli (strain K12) GN=glcB PE=1 SV=3,glcB,C,Energy production and conversion,Metabolism
P0ACL5,Glc operon transcriptional activator OS=Escherichia coli (strain K12) GN=glcC PE=4 SV=1,glcC,K,Transcription,Information Storage and Processing
P0AEP9,Glycolate oxidase subunit glcD OS=Escherichia coli (strain K12) GN=glcD PE=3 SV=1,glcD,C,Energy production and conversion,Metabolism
P52073,Glycolate oxidase subunit glcE OS=Escherichia coli (strain K12) GN=glcE PE=4 SV=1,glcE,C,Energy production and conversion,Metabolism
P52074,Glycolate oxidase iron-sulfur subunit OS=Escherichia coli (strain K12) GN=glcF PE=4 SV=1,glcF,C,Energy production and conversion,Metabolism
P0AEQ1,Protein glcG OS=Escherichia coli (strain K12) GN=glcG PE=3 SV=1,glcG,R,General function prediction only,Poorly Characterized
P0A9S5,Glycerol dehydrogenase OS=Escherichia coli (strain K12) GN=gldA PE=1 SV=1,gldA,C,Energy production and conversion,Metabolism
P37747,UDP-galactopyranose mutase OS=Escherichia coli (strain K12) GN=glf PE=1 SV=1,glf,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P0A6U8,Glycogen synthase OS=Escherichia coli (strain K12) GN=glgA PE=1 SV=1,glgA,G,Carbohydrate transport and metabolism,Metabolism
P07762,"1,4-alpha-glucan-branching enzyme OS=Escherichia coli (strain K12) GN=glgB PE=1 SV=1",glgB,G,Carbohydrate transport and metabolism,Metabolism
P0A6V1,Glucose-1-phosphate adenylyltransferase OS=Escherichia coli (strain K12) GN=glgC PE=1 SV=2,glgC,G,Carbohydrate transport and metabolism,Metabolism
P0AC86,Glycogen phosphorylase OS=Escherichia coli (strain K12) GN=glgP PE=3 SV=1,glgP,G,Carbohydrate transport and metabolism,Metabolism
P15067,Glycogen debranching enzyme OS=Escherichia coli (strain K12) GN=glgX PE=1 SV=3,glgX,G,Carbohydrate transport and metabolism,Metabolism
P0A6V8,Glucokinase OS=Escherichia coli (strain K12) GN=glk PE=1 SV=1,glk,G,Carbohydrate transport and metabolism,Metabolism
P31120,Phosphoglucosamine mutase OS=Escherichia coli (strain K12) GN=glmM PE=1 SV=3,glmM,G,Carbohydrate transport and metabolism,Metabolism
P17169,Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Escherichia coli (strain K12) GN=glmS PE=1 SV=4,glmS,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P0ACC7,Bifunctional protein glmU OS=Escherichia coli (strain K12) GN=glmU PE=1 SV=1,glmU,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P0A9C5,Glutamine synthetase OS=Escherichia coli (strain K12) GN=glnA PE=1 SV=2,glnA,E,Amino acid transport and metabolism,Metabolism
P0A9Z1,Nitrogen regulatory protein P-II 1 OS=Escherichia coli (strain K12) GN=glnB PE=1 SV=1,glnB,E,Amino acid transport and metabolism,Metabolism
P27249,[Protein-PII] uridylyltransferase OS=Escherichia coli (strain K12) GN=glnD PE=3 SV=2,glnD,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P30870,Glutamate-ammonia-ligase adenylyltransferase OS=Escherichia coli (strain K12) GN=glnE PE=1 SV=2,glnE,OT,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P0AFB8,Nitrogen regulation protein NR(I) OS=Escherichia coli (strain K12) GN=glnG PE=3 SV=1,glnG,T,Signal transduction mechanisms,Cellular Processes and Signaling
P0AEQ3,Glutamine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=glnH PE=1 SV=1,glnH,ET,Amino acid transport and metabolism,Metabolism
P0AC55,Nitrogen regulatory protein P-II 2 OS=Escherichia coli (strain K12) GN=glnK PE=1 SV=1,glnK,E,Amino acid transport and metabolism,Metabolism
P0AFB5,Nitrogen regulation protein NR(II) OS=Escherichia coli (strain K12) GN=glnL PE=1 SV=1,glnL,T,Signal transduction mechanisms,Cellular Processes and Signaling
P0AEQ6,Glutamine transport system permease protein glnP OS=Escherichia coli (strain K12) GN=glnP PE=1 SV=1,glnP,E,Amino acid transport and metabolism,Metabolism
P10346,Glutamine transport ATP-binding protein GlnQ OS=Escherichia coli (strain K12) GN=glnQ PE=1 SV=1,glnQ,E,Amino acid transport and metabolism,Metabolism
P00962,Glutaminyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=glnS PE=1 SV=3,glnS,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P0AC81,Lactoylglutathione lyase OS=Escherichia coli (strain K12) GN=gloA PE=1 SV=1,gloA,E,Amino acid transport and metabolism,Metabolism
P0AC84,Hydroxyacylglutathione hydrolase OS=Escherichia coli (strain K12) GN=gloB PE=1 SV=1,gloB,R,General function prediction only,Poorly Characterized
P0A9C0,Anaerobic glycerol-3-phosphate dehydrogenase subunit A OS=Escherichia coli (strain K12) GN=glpA PE=1 SV=1,glpA,C,Energy production and conversion,Metabolism
P13033,Anaerobic glycerol-3-phosphate dehydrogenase subunit B OS=Escherichia coli (strain K12) GN=glpB PE=1 SV=1,glpB,E,Amino acid transport and metabolism,Metabolism
P0A996,Anaerobic glycerol-3-phosphate dehydrogenase subunit C OS=Escherichia coli (strain K12) GN=glpC PE=1 SV=1,glpC,C,Energy production and conversion,Metabolism
P13035,Aerobic glycerol-3-phosphate dehydrogenase OS=Escherichia coli (strain K12) GN=glpD PE=1 SV=3,glpD,C,Energy production and conversion,Metabolism
P0A6V5,Thiosulfate sulfurtransferase glpE OS=Escherichia coli (strain K12) GN=glpE PE=1 SV=1,glpE,P,Inorganic ion transport and metabolism,Metabolism
P0AER0,Glycerol uptake facilitator protein OS=Escherichia coli (strain K12) GN=glpF PE=1 SV=1,glpF,G,Carbohydrate transport and metabolism,Metabolism
P0A6F3,Glycerol kinase OS=Escherichia coli (strain K12) GN=glpK PE=1 SV=2,glpK,C,Energy production and conversion,Metabolism
P09394,Glycerophosphoryl diester phosphodiesterase OS=Escherichia coli (strain K12) GN=glpQ PE=1 SV=2,glpQ,C,Energy production and conversion,Metabolism
P0ACL0,Glycerol-3-phosphate regulon repressor OS=Escherichia coli (strain K12) GN=glpR PE=1 SV=1,glpR,KG,Transcription,Information Storage and Processing
P08194,Glycerol-3-phosphate transporter OS=Escherichia coli (strain K12) GN=glpT PE=1 SV=1,glpT,G,Carbohydrate transport and metabolism,Metabolism
P0A9C9,"Fructose-1,6-bisphosphatase 1 class 2 OS=Escherichia coli (strain K12) GN=glpX PE=1 SV=1",glpX,G,Carbohydrate transport and metabolism,Metabolism
P77454,Glutaminase 1 OS=Escherichia coli (strain K12) GN=glsA1 PE=1 SV=1,glsA,Not Assigned,Not Assigned,Not Assigned
P0ABH7,Citrate synthase OS=Escherichia coli (strain K12) GN=gltA PE=1 SV=1,gltA,C,Energy production and conversion,Metabolism
P09831,Glutamate synthase [NADPH] large chain OS=Escherichia coli (strain K12) GN=gltB PE=1 SV=3,gltB,E,Amino acid transport and metabolism,Metabolism
P09832,Glutamate synthase [NADPH] small chain OS=Escherichia coli (strain K12) GN=gltD PE=1 SV=3,gltD,ER,Amino acid transport and metabolism,Metabolism
P37902,Glutamate/aspartate periplasmic-binding protein OS=Escherichia coli (strain K12) GN=gltI PE=1 SV=2,gltI,ET,Amino acid transport and metabolism,Metabolism
P0AAG3,Glutamate/aspartate transport ATP-binding protein GltL OS=Escherichia coli (strain K12) GN=gltL PE=3 SV=1,gltL,E,Amino acid transport and metabolism,Metabolism
P21345,Proton glutamate symport protein OS=Escherichia coli (strain K12) GN=gltP PE=1 SV=2,gltP,C,Energy production and conversion,Metabolism
P04805,Glutamyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=gltX PE=1 SV=1,gltX,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P0A825,Serine hydroxymethyltransferase OS=Escherichia coli (strain K12) GN=glyA PE=1 SV=1,glyA,E,Amino acid transport and metabolism,Metabolism
P00960,Glycyl-tRNA synthetase alpha subunit OS=Escherichia coli (strain K12) GN=glyQ PE=1 SV=2,glyQ,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P00961,Glycyl-tRNA synthetase beta subunit OS=Escherichia coli (strain K12) GN=glyS PE=1 SV=4,glyS,J,"Translation, ribosomal structure and biogenesis",Information Storage and Processing
P63224,Phosphoheptose isomerase OS=Escherichia coli (strain K12) GN=gmhA PE=1 SV=1,gmhA,Not Assigned,Not Assigned,Not Assigned
P63228,"D,D-heptose 1,7-bisphosphate phosphatase OS=Escherichia coli (strain K12) GN=gmhB PE=1 SV=1",gmhB,E,Amino acid transport and metabolism,Metabolism
P60546,Guanylate kinase OS=Escherichia coli (strain K12) GN=gmk PE=1 SV=1,gmk,F,Nucleotide transport and metabolism,Metabolism
P00350,"6-phosphogluconate dehydrogenase, decarboxylating OS=Escherichia coli (strain K12) GN=gnd PE=1 SV=2",gnd,G,Carbohydrate transport and metabolism,Metabolism
P0AC92,Protein gnsA OS=Escherichia coli (strain K12) GN=gnsA PE=3 SV=1,gnsA,Not Assigned,Not Assigned,Not Assigned
P77695,Protein gnsB OS=Escherichia coli (strain K12) GN=gnsB PE=3 SV=2,gnsB,Not Assigned,Not Assigned,Not Assigned
P46859,Thermoresistant gluconokinase OS=Escherichia coli (strain K12) GN=gntK PE=1 SV=4,gntK,G,Carbohydrate transport and metabolism,Metabolism
P0ACP5,HTH-type transcriptional regulator gntR OS=Escherichia coli (strain K12) GN=gntR PE=1 SV=1,gntR,K,Transcription,Information Storage and Processing
P06715,Glutathione reductase OS=Escherichia coli (strain K12) GN=gor PE=1 SV=1,gor,C,Energy production and conversion,Metabolism
P32662,Phosphoglycolate phosphatase OS=Escherichia coli (strain K12) GN=gph PE=1 SV=1,gph,R,General function prediction only,Poorly Characterized
P62707,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase OS=Escherichia coli (strain K12) GN=gpmA PE=1 SV=2",gpmA,G,Carbohydrate transport and metabolism,Metabolism
P0A7A2,Probable phosphoglycerate mutase gpmB OS=Escherichia coli (strain K12) GN=gpmB PE=1 SV=1,gpmB,Not Assigned,Not Assigned,Not Assigned
P37689,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase OS=Escherichia coli (strain K12) GN=gpmI PE=1 SV=1",gpmI,Not Assigned,Not Assigned,Not Assigned
P25552,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase OS=Escherichia coli (strain K12) GN=gppA PE=1 SV=3",gppA,Not Assigned,Not Assigned,Not Assigned
Q46851,Uncharacterized protein yghZ OS=Escherichia coli (strain K12) GN=yghZ PE=1 SV=1,gpr,C,Energy production and conversion,Metabolism
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+] OS=Escherichia coli (strain K12) GN=gpsA PE=3 SV=1,gpsA,C,Energy production and conversion,Metabolism
P0A9M5,Xanthine phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=gpt PE=1 SV=1,gpt,F,Nucleotide transport and metabolism,Metabolism
P68066,Autonomous glycyl radical cofactor OS=Escherichia coli (strain K12) GN=grcA PE=1 SV=1,grcA,Not Assigned,Not Assigned,Not Assigned
P0A6W5,Transcription elongation factor greA OS=Escherichia coli (strain K12) GN=greA PE=1 SV=1,greA,K,Transcription,Information Storage and Processing
P30128,Transcription elongation factor greB OS=Escherichia coli (strain K12) GN=greB PE=1 SV=2,greB,K,Transcription,Information Storage and Processing
P0A6F5,60 kDa chaperonin OS=Escherichia coli (strain K12) GN=groL PE=1 SV=2,groL,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P0A6F9,10 kDa chaperonin OS=Escherichia coli (strain K12) GN=groS PE=1 SV=1,groS,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P09372,Protein grpE OS=Escherichia coli (strain K12) GN=grpE PE=1 SV=1,grpE,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P68688,Glutaredoxin-1 OS=Escherichia coli (strain K12) GN=grxA PE=1 SV=1,grxA,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P0AC59,Glutaredoxin-2 OS=Escherichia coli (strain K12) GN=grxB PE=1 SV=1,grxB,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P0AC62,Glutaredoxin-3 OS=Escherichia coli (strain K12) GN=grxC PE=1 SV=2,grxC,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P0AC69,Glutaredoxin-4 OS=Escherichia coli (strain K12) GN=grxD PE=1 SV=1,grxD,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P0A6W9,Glutamate--cysteine ligase OS=Escherichia coli (strain K12) GN=gshA PE=1 SV=1,gshA,H,Coenzyme transport and metabolism,Metabolism
P04425,Glutathione synthetase OS=Escherichia coli (strain K12) GN=gshB PE=1 SV=1,gshB,HJ,Coenzyme transport and metabolism,Metabolism
P75796,Glutathione import ATP-binding protein GsiA OS=Escherichia coli (strain K12) GN=gsiA PE=1 SV=3,gsiA,R,General function prediction only,Poorly Characterized
D9IX93,GsiB OS=Escherichia coli (strain K12) GN=gsiB PE=4 SV=1,gsiB,E,Amino acid transport and metabolism,Metabolism
P75798,Glutathione transport system permease protein gsiC OS=Escherichia coli (strain K12) GN=gsiC PE=1 SV=1,gsiC,EP,Amino acid transport and metabolism,Metabolism
P0AEW6,Inosine-guanosine kinase OS=Escherichia coli (strain K12) GN=gsk PE=1 SV=1,gsk,G,Carbohydrate transport and metabolism,Metabolism
P0AES0,Bifunctional glutathionylspermidine synthetase/amidase OS=Escherichia coli (strain K12) GN=gsp PE=1 SV=1,gss,E,Amino acid transport and metabolism,Metabolism
P0A9D2,Glutathione S-transferase OS=Escherichia coli (strain K12) GN=gst PE=1 SV=1,gstA,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P0ACA7,Uncharacterized GST-like protein yliJ OS=Escherichia coli (strain K12) GN=yliJ PE=1 SV=1,gstB,O,"Posttranslational modification, protein turnover, chaperones",Cellular Processes and Signaling
P04079,GMP synthase [glutamine-hydrolyzing] OS=Escherichia coli (strain K12) GN=guaA PE=1 SV=1,guaA,F,Nucleotide transport and metabolism,Metabolism
P0ADG7,Inosine-5'-monophosphate dehydrogenase OS=Escherichia coli (strain K12) GN=guaB PE=1 SV=1,guaB,F,Nucleotide transport and metabolism,Metabolism
P60560,GMP reductase OS=Escherichia coli (strain K12) GN=guaC PE=1 SV=1,guaC,F,Nucleotide transport and metabolism,Metabolism
P0AES2,Glucarate dehydratase OS=Escherichia coli (strain K12) GN=gudD PE=1 SV=2,gudD,MR,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
P17115,Protein gutQ OS=Escherichia coli (strain K12) GN=gutQ PE=3 SV=3,gutQ,M,Cell wall/membrane/envelope biogenesis,Cellular Processes and Signaling
