Entry	Status	Protein names	Gene names	Cofactor	Entry name	Gene ontology IDs	Gene ontology (GO)	Gene ontology (biological process)	Mass	Metal binding	Keyword ID	searches
P0ABA4	reviewed	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	atpH papE uncH b3735 JW3713		ATPD_ECOLI	GO:0005886; GO:0015986; GO:0045261; GO:0046933; GO:0046961	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; ATP synthesis coupled proton transport [GO:0015986]	ATP synthesis coupled proton transport [GO:0015986]	19,332		KW-0002; KW-0066; KW-0139; KW-0375; KW-0406; KW-0472; KW-0813; KW-0997; KW-1003; KW-1185	P0ABA4
P0A805	reviewed	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr rrf b0172 JW0167		RRF_ECOLI	GO:0002184; GO:0005737; GO:0005829; GO:0006412; GO:0043023	cytoplasm [GO:0005737]; cytosol [GO:0005829]; ribosomal large subunit binding [GO:0043023]; cytoplasmic translational termination [GO:0002184]; translation [GO:0006412]	cytoplasmic translational termination [GO:0002184]; translation [GO:0006412]	20,639		KW-0002; KW-0007; KW-0648; KW-0903; KW-0963; KW-1185	P0A805
P07003	reviewed	Pyruvate dehydrogenase [ubiquinone] (EC 1.2.5.1) (Pyruvate oxidase) (POX) [Cleaved into: Alpha-peptide]	poxB b0871 JW0855	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000269|PubMed:6752142};  Note=Binds 1 FAD per subunit. {ECO:0000269|PubMed:6752142}; COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:6752142};  Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000269|PubMed:6752142}; COFACTOR: Name=thiamine diphosphate; Xref=ChEBI:CHEBI:58937; Evidence={ECO:0000269|PubMed:6752142};  Note=Binds 1 thiamine pyrophosphate per subunit. {ECO:0000269|PubMed:6752142};	POXB_ECOLI	GO:0000287; GO:0005829; GO:0005886; GO:0006090; GO:0008289; GO:0030976; GO:0042802; GO:0042867; GO:0050660; GO:0051289; GO:0052737	cytosol [GO:0005829]; plasma membrane [GO:0005886]; flavin adenine dinucleotide binding [GO:0050660]; identical protein binding [GO:0042802]; lipid binding [GO:0008289]; magnesium ion binding [GO:0000287]; pyruvate dehydrogenase (quinone) activity [GO:0052737]; thiamine pyrophosphate binding [GO:0030976]; protein homotetramerization [GO:0051289]; pyruvate catabolic process [GO:0042867]; pyruvate metabolic process [GO:0006090]	protein homotetramerization [GO:0051289]; pyruvate catabolic process [GO:0042867]; pyruvate metabolic process [GO:0006090]	62,011		KW-0002; KW-0274; KW-0285; KW-0446; KW-0460; KW-0472; KW-0560; KW-0786; KW-0903; KW-1003; KW-1185	P07003
P0AAI9	reviewed	Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39)	fabD tfpA b1092 JW1078		FABD_ECOLI	GO:0004314; GO:0005829; GO:0006633	cytosol [GO:0005829]; [acyl-carrier-protein] S-malonyltransferase activity [GO:0004314]; fatty acid biosynthetic process [GO:0006633]	fatty acid biosynthetic process [GO:0006633]	32,417		KW-0002; KW-0012; KW-0275; KW-0276; KW-0443; KW-0444; KW-0808; KW-0903; KW-1185	P0AAI9
P0A6Y5	reviewed	33 kDa chaperonin (Heat shock protein 33) (HSP33)	hslO yrfI b3401 JW5692		HSLO_ECOLI	GO:0005829; GO:0006979; GO:0008270; GO:0009408; GO:0036506; GO:0042026; GO:0042802; GO:0044183; GO:0051082	cytosol [GO:0005829]; identical protein binding [GO:0042802]; protein folding chaperone [GO:0044183]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]; maintenance of unfolded protein [GO:0036506]; protein refolding [GO:0042026]; response to heat [GO:0009408]; response to oxidative stress [GO:0006979]	maintenance of unfolded protein [GO:0036506]; protein refolding [GO:0042026]; response to heat [GO:0009408]; response to oxidative stress [GO:0006979]	32,534		KW-0002; KW-0143; KW-0346; KW-0676; KW-0862; KW-0963; KW-1015; KW-1185	P0A6Y5
P31057	reviewed	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	panB b0134 JW0130	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:6463}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:6463}; Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000269|PubMed:6463}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000269|PubMed:6463};  Note=Binds 1 Mg(2+) ion per subunit. Can also use Mn(2+), Co(2+) and Zn(2+) to a lesser extent. {ECO:0000269|PubMed:6463};	PANB_ECOLI	GO:0000287; GO:0003864; GO:0005829; GO:0015940; GO:0016020; GO:0033317; GO:0042802	cytosol [GO:0005829]; membrane [GO:0016020]; 3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; pantothenate biosynthetic process [GO:0015940]; pantothenate biosynthetic process from valine [GO:0033317]	pantothenate biosynthetic process [GO:0015940]; pantothenate biosynthetic process from valine [GO:0033317]	28,237	METAL 45;  /note="Magnesium"; METAL 84;  /note="Magnesium"; METAL 114;  /note="Magnesium";  /evidence="ECO:0000250"	KW-0002; KW-0460; KW-0479; KW-0566; KW-0808; KW-0903; KW-0963; KW-1185	P31057
P31663	reviewed	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC b0133 JW0129		PANC_ECOLI	GO:0004592; GO:0005524; GO:0005829; GO:0033317; GO:0042802	cytosol [GO:0005829]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; pantoate-beta-alanine ligase activity [GO:0004592]; pantothenate biosynthetic process from valine [GO:0033317]	pantothenate biosynthetic process from valine [GO:0033317]	31,598		KW-0002; KW-0067; KW-0436; KW-0547; KW-0566; KW-0963; KW-1185	P31663
P04425	reviewed	Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase)	gshB gsh-II b2947 JW2914	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250};  Note=Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250};	GSHB_ECOLI	GO:0000287; GO:0004363; GO:0005524; GO:0005737; GO:0005829; GO:0006750	cytoplasm [GO:0005737]; cytosol [GO:0005829]; ATP binding [GO:0005524]; glutathione synthase activity [GO:0004363]; magnesium ion binding [GO:0000287]; glutathione biosynthetic process [GO:0006750]	glutathione biosynthetic process [GO:0006750]	35,561	METAL 281;  /note="Magnesium or manganese";  /evidence="ECO:0000250"; METAL 283;  /note="Magnesium or manganese";  /evidence="ECO:0000250"	KW-0002; KW-0067; KW-0317; KW-0436; KW-0460; KW-0464; KW-0479; KW-0547; KW-0903; KW-1185	P04425
P07024	reviewed	Protein UshA [Includes: UDP-sugar hydrolase (EC 3.6.1.45) (UDP-sugar diphosphatase) (UDP-sugar pyrophosphatase); 5'-nucleotidase (5'-NT) (EC 3.1.3.5)]	ushA b0480 JW0469	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105;  Note=Binds 2 Zn(2+) ions per subunit.;	USHA_ECOLI	GO:0000166; GO:0008253; GO:0008768; GO:0009166; GO:0030288; GO:0046872	outer membrane-bounded periplasmic space [GO:0030288]; 5'-nucleotidase activity [GO:0008253]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; UDP-sugar diphosphatase activity [GO:0008768]; nucleotide catabolic process [GO:0009166]	nucleotide catabolic process [GO:0009166]	60,824	METAL 41;  /note="Zinc 1"; METAL 43;  /note="Zinc 1"; METAL 84;  /note="Zinc 1"; METAL 84;  /note="Zinc 2"; METAL 116;  /note="Zinc 2"; METAL 217;  /note="Zinc 2"; METAL 252;  /note="Zinc 2"; METAL 254;  /note="Zinc 1"	KW-0002; KW-0378; KW-0479; KW-0547; KW-0574; KW-0732; KW-0862; KW-0903; KW-1015; KW-1185	P07024
P06987	reviewed	Histidine biosynthesis bifunctional protein HisB [Includes: Histidinol-phosphatase (EC 3.1.3.15); Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)]	hisB b2022 JW2004	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_01022}; ; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000255|HAMAP-Rule:MF_01022}; 	HIS7_ECOLI	GO:0000105; GO:0004401; GO:0004424; GO:0005737; GO:0042802; GO:0046872	cytoplasm [GO:0005737]; histidinol-phosphatase activity [GO:0004401]; identical protein binding [GO:0042802]; imidazoleglycerol-phosphate dehydratase activity [GO:0004424]; metal ion binding [GO:0046872]; histidine biosynthetic process [GO:0000105]	histidine biosynthetic process [GO:0000105]	40,278	METAL 9;  /note="Magnesium";  /evidence="ECO:0000255|HAMAP-Rule:MF_01022"; METAL 11;  /note="Magnesium; via carbonyl oxygen";  /evidence="ECO:0000255|HAMAP-Rule:MF_01022"; METAL 93;  /note="Zinc";  /evidence="ECO:0000255|HAMAP-Rule:MF_01022"; METAL 95;  /note="Zinc; via pros nitrogen";  /evidence="ECO:0000255|HAMAP-Rule:MF_01022"; METAL 101;  /note="Zinc";  /evidence="ECO:0000255|HAMAP-Rule:MF_01022"; METAL 103;  /note="Zinc";  /evidence="ECO:0000255|HAMAP-Rule:MF_01022"; METAL 130;  /note="Magnesium";  /evidence="ECO:0000255|HAMAP-Rule:MF_01022"	KW-0028; KW-0368; KW-0378; KW-0456; KW-0460; KW-0479; KW-0511; KW-0862; KW-0963; KW-1185	P06987
P0A9K3	reviewed	PhoH-like protein	ybeZ b0660 JW0657		PHOL_ECOLI	GO:0005524; GO:0005829	cytosol [GO:0005829]; ATP binding [GO:0005524]		39,039		KW-0067; KW-0547; KW-0963; KW-1185	P0A9K3
P0A6C8	reviewed	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	argB b3959 JW5553		ARGB_ECOLI	GO:0003991; GO:0005524; GO:0005737; GO:0006526; GO:0006974; GO:0034618; GO:0042450	cytoplasm [GO:0005737]; acetylglutamate kinase activity [GO:0003991]; arginine binding [GO:0034618]; ATP binding [GO:0005524]; arginine biosynthetic process [GO:0006526]; arginine biosynthetic process via ornithine [GO:0042450]; cellular response to DNA damage stimulus [GO:0006974]	arginine biosynthetic process [GO:0006526]; arginine biosynthetic process via ornithine [GO:0042450]; cellular response to DNA damage stimulus [GO:0006974]	27,160		KW-0002; KW-0028; KW-0055; KW-0067; KW-0418; KW-0547; KW-0808; KW-0903; KW-0963; KW-1185	P0A6C8
P77689	reviewed	FeS cluster assembly protein SufD	sufD ynhC b1681 JW1671		SUFD_ECOLI	GO:0006979; GO:0016226; GO:1990229	iron-sulfur cluster assembly complex [GO:1990229]; iron-sulfur cluster assembly [GO:0016226]; response to oxidative stress [GO:0006979]	iron-sulfur cluster assembly [GO:0016226]; response to oxidative stress [GO:0006979]	46,823		KW-0002; KW-1185	P77689
P0AA16	reviewed	Transcriptional regulatory protein OmpR	ompR kmt ompB b3405 JW3368		OMPR_ECOLI	GO:0000156; GO:0000160; GO:0000976; GO:0001216; GO:0003700; GO:0005829; GO:0032993; GO:0045893	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; DNA-binding transcription activator activity [GO:0001216]; DNA-binding transcription factor activity [GO:0003700]; phosphorelay response regulator activity [GO:0000156]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; phosphorelay signal transduction system [GO:0000160]; positive regulation of transcription, DNA-templated [GO:0045893]	phosphorelay signal transduction system [GO:0000160]; positive regulation of transcription, DNA-templated [GO:0045893]	27,354		KW-0002; KW-0010; KW-0238; KW-0597; KW-0678; KW-0804; KW-0805; KW-0902; KW-0963; KW-1185	P0AA16
P69811	reviewed	Multiphosphoryl transfer protein (MTP) (Diphosphoryl transfer protein) (DTP) (Phosphotransferase FPr protein) (Pseudo-HPr) [Includes: Phosphocarrier protein HPr (Protein H); PTS system fructose-specific EIIA component (EIIA-Fru) (EIII-Fru) (Fructose-specific phosphotransferase enzyme IIA component)]	fruB fpr fruF b2169 JW2156		PTFAH_ECOLI	GO:0005737; GO:0005886; GO:0009401; GO:0016301; GO:0019897; GO:0022877; GO:0032445	cytoplasm [GO:0005737]; extrinsic component of plasma membrane [GO:0019897]; plasma membrane [GO:0005886]; kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity [GO:0022877]; fructose import [GO:0032445]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	fructose import [GO:0032445]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	39,648		KW-0418; KW-0597; KW-0598; KW-0762; KW-0808; KW-0813; KW-0963; KW-1185	P69811
P0AE12	reviewed	AMP nucleosidase (EC 3.2.2.4)	amn b1982 JW1963		AMN_ECOLI	GO:0005829; GO:0008714; GO:0009116; GO:0044209	cytosol [GO:0005829]; AMP nucleosidase activity [GO:0008714]; AMP salvage [GO:0044209]; nucleoside metabolic process [GO:0009116]	AMP salvage [GO:0044209]; nucleoside metabolic process [GO:0009116]	53,995		KW-0002; KW-0021; KW-0378; KW-0903; KW-1185	P0AE12
P60560	reviewed	GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase)	guaC b0104 JW0101		GUAC_ECOLI	GO:0003920; GO:0005829; GO:0015951; GO:0042802; GO:0046872; GO:1902560	cytosol [GO:0005829]; GMP reductase complex [GO:1902560]; GMP reductase activity [GO:0003920]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; purine ribonucleotide interconversion [GO:0015951]	purine ribonucleotide interconversion [GO:0015951]	37,384	METAL 181;  /note="Potassium; via carbonyl oxygen";  /evidence="ECO:0000250"; METAL 183;  /note="Potassium; via carbonyl oxygen";  /evidence="ECO:0000250"	KW-0479; KW-0521; KW-0560; KW-0630; KW-0903; KW-1185	P60560
P09127	reviewed	Protein HemX (ORF X)	hemX b3803 JW3775		HEMX_ECOLI	GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		42,963		KW-0472; KW-0812; KW-0903; KW-0997; KW-1003; KW-1133; KW-1185	P09127
P0A6V1	reviewed	Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)	glgC b3430 JW3393		GLGC_ECOLI	GO:0000287; GO:0005524; GO:0005978; GO:0008878; GO:0016208; GO:0042802; GO:0051289	AMP binding [GO:0016208]; ATP binding [GO:0005524]; glucose-1-phosphate adenylyltransferase activity [GO:0008878]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; glycogen biosynthetic process [GO:0005978]; protein homotetramerization [GO:0051289]	glycogen biosynthetic process [GO:0005978]; protein homotetramerization [GO:0051289]	48,698		KW-0002; KW-0021; KW-0067; KW-0119; KW-0320; KW-0321; KW-0547; KW-0548; KW-0808; KW-0903; KW-1185	P0A6V1
P06721	reviewed	Cystathionine beta-lyase MetC (CBL) (CL) (EC 4.4.1.13) (Beta-cystathionase MetC) (Cysteine desulfhydrase MetC) (CD) (EC 4.4.1.28) (Cysteine lyase MetC) (Cysteine-S-conjugate beta-lyase MetC)	metC b3008 JW2975	COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000269|PubMed:3307782, ECO:0000269|PubMed:7049234, ECO:0000269|PubMed:8566238}; 	METC_ECOLI	GO:0004121; GO:0005737; GO:0009086; GO:0019346; GO:0019450; GO:0030170; GO:0042802; GO:0047804; GO:0051289; GO:0080146	cytoplasm [GO:0005737]; cystathionine beta-lyase activity [GO:0004121]; cysteine-S-conjugate beta-lyase activity [GO:0047804]; identical protein binding [GO:0042802]; L-cysteine desulfhydrase activity [GO:0080146]; pyridoxal phosphate binding [GO:0030170]; L-cysteine catabolic process to pyruvate [GO:0019450]; methionine biosynthetic process [GO:0009086]; protein homotetramerization [GO:0051289]; transsulfuration [GO:0019346]	L-cysteine catabolic process to pyruvate [GO:0019450]; methionine biosynthetic process [GO:0009086]; protein homotetramerization [GO:0051289]; transsulfuration [GO:0019346]	43,212		KW-0002; KW-0028; KW-0456; KW-0486; KW-0663; KW-0903; KW-0963; KW-1185	P06721
P16456	reviewed	Selenide, water dikinase (EC 2.7.9.3) (Selenium donor protein) (Selenophosphate synthase)	selD fdhB b1764 JW1753	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; 	SELD_ECOLI	GO:0000287; GO:0001887; GO:0004756; GO:0005524; GO:0005737; GO:0005829; GO:0016260; GO:0070329	cytoplasm [GO:0005737]; cytosol [GO:0005829]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; selenide, water dikinase activity [GO:0004756]; selenium compound metabolic process [GO:0001887]; selenocysteine biosynthetic process [GO:0016260]; tRNA seleno-modification [GO:0070329]	selenium compound metabolic process [GO:0001887]; selenocysteine biosynthetic process [GO:0016260]; tRNA seleno-modification [GO:0070329]	36,687		KW-0002; KW-0067; KW-0418; KW-0460; KW-0547; KW-0711; KW-0808; KW-1185	P16456
P22188	reviewed	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)	murE b0085 JW0083	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_00208}; 	MURE_ECOLI	GO:0000287; GO:0005524; GO:0005829; GO:0007049; GO:0008360; GO:0008765; GO:0009252; GO:0051301; GO:0071555	cytosol [GO:0005829]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity [GO:0008765]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	53,344		KW-0002; KW-0067; KW-0131; KW-0132; KW-0133; KW-0436; KW-0460; KW-0547; KW-0573; KW-0903; KW-0961; KW-0963; KW-1185	P22188
P21888	reviewed	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	cysS b0526 JW0515	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105;  Note=Binds 1 zinc ion per subunit.;	SYC_ECOLI	GO:0004812; GO:0004817; GO:0005524; GO:0005737; GO:0005829; GO:0006423; GO:0008270; GO:0016874; GO:0046872	cytoplasm [GO:0005737]; cytosol [GO:0005829]; aminoacyl-tRNA ligase activity [GO:0004812]; ATP binding [GO:0005524]; cysteine-tRNA ligase activity [GO:0004817]; ligase activity [GO:0016874]; metal ion binding [GO:0046872]; zinc ion binding [GO:0008270]; cysteinyl-tRNA aminoacylation [GO:0006423]	cysteinyl-tRNA aminoacylation [GO:0006423]	52,202	METAL 28;  /note="Zinc";  /evidence="ECO:0000244|PDB:1LI5, ECO:0000244|PDB:1LI7, ECO:0000269|PubMed:12032090"; METAL 209;  /note="Zinc";  /evidence="ECO:0000244|PDB:1LI5, ECO:0000244|PDB:1LI7, ECO:0000269|PubMed:12032090"; METAL 234;  /note="Zinc";  /evidence="ECO:0000244|PDB:1LI5, ECO:0000244|PDB:1LI7, ECO:0000269|PubMed:12032090"; METAL 238;  /note="Zinc";  /evidence="ECO:0000244|PDB:1LI5, ECO:0000244|PDB:1LI7, ECO:0000269|PubMed:12032090"	KW-0002; KW-0030; KW-0067; KW-0436; KW-0479; KW-0547; KW-0648; KW-0862; KW-0903; KW-0963; KW-1185	P21888
P00935	reviewed	Cystathionine gamma-synthase (CGS) (EC 2.5.1.48) (O-succinylhomoserine (thiol)-lyase)	metB b3939 JW3910	COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000269|PubMed:2405903};  Note=Binds 1 pyridoxal phosphate per subunit. {ECO:0000269|PubMed:2405903};	METB_ECOLI	GO:0003962; GO:0004123; GO:0005737; GO:0009086; GO:0016846; GO:0019343; GO:0019346; GO:0030170	cytoplasm [GO:0005737]; carbon-sulfur lyase activity [GO:0016846]; cystathionine gamma-lyase activity [GO:0004123]; cystathionine gamma-synthase activity [GO:0003962]; pyridoxal phosphate binding [GO:0030170]; cysteine biosynthetic process via cystathionine [GO:0019343]; methionine biosynthetic process [GO:0009086]; transsulfuration [GO:0019346]	cysteine biosynthetic process via cystathionine [GO:0019343]; methionine biosynthetic process [GO:0009086]; transsulfuration [GO:0019346]	41,550		KW-0002; KW-0028; KW-0486; KW-0663; KW-0808; KW-0903; KW-0963; KW-1185	P00935
P25522	reviewed	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE thdF trmE b3706 JW3684	COFACTOR: Name=K(+); Xref=ChEBI:CHEBI:29103;  Note=Binds 1 potassium ion per subunit.;	MNME_ECOLI	GO:0002098; GO:0003924; GO:0005525; GO:0005737; GO:0005829; GO:0005886; GO:0009268; GO:0019003; GO:0030488; GO:0030955; GO:0042802; GO:0061077	cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; identical protein binding [GO:0042802]; potassium ion binding [GO:0030955]; chaperone-mediated protein folding [GO:0061077]; response to pH [GO:0009268]; tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]	chaperone-mediated protein folding [GO:0061077]; response to pH [GO:0009268]; tRNA methylation [GO:0030488]; tRNA wobble uridine modification [GO:0002098]	49,231	METAL 226;  /note="Potassium"; METAL 230;  /note="Magnesium"; METAL 245;  /note="Potassium; via carbonyl oxygen"; METAL 247;  /note="Potassium; via carbonyl oxygen"; METAL 250;  /note="Potassium"; METAL 251;  /note="Magnesium"	KW-0002; KW-0342; KW-0378; KW-0460; KW-0479; KW-0547; KW-0630; KW-0819; KW-0963; KW-1185	P25522
