cog_class,cog_desc,cog_letter,desc,gene,go_number,pathway,uniprot
"Intracellular trafficking, secretion, and vesicular transport",CELLULAR PROCESSES AND SIGNALING,U,Protein tolB,tolB,7049.0,cell cycle,P0A855
"Intracellular trafficking, secretion, and vesicular transport",CELLULAR PROCESSES AND SIGNALING,U,Protein tolB,tolB,51301.0,cell division,P0A855
"Intracellular trafficking, secretion, and vesicular transport",CELLULAR PROCESSES AND SIGNALING,U,Protein tolB,tolB,71237.0,cellular response to bacteriocin,P0A855
"Intracellular trafficking, secretion, and vesicular transport",CELLULAR PROCESSES AND SIGNALING,U,Protein tolB,tolB,17038.0,protein import,P0A855
"Intracellular trafficking, secretion, and vesicular transport",CELLULAR PROCESSES AND SIGNALING,U,Protein tolB,tolB,15031.0,protein transport,P0A855
Carbohydrate transport and metabolism,METABOLISM,G,Triosephosphate isomerase,tpiA,6094.0,gluconeogenesis,P0A858
Carbohydrate transport and metabolism,METABOLISM,G,Triosephosphate isomerase,tpiA,46166.0,glyceraldehyde-3-phosphate biosynthetic process,P0A858
Carbohydrate transport and metabolism,METABOLISM,G,Triosephosphate isomerase,tpiA,19563.0,glycerol catabolic process,P0A858
Carbohydrate transport and metabolism,METABOLISM,G,Triosephosphate isomerase,tpiA,6096.0,glycolytic process,P0A858
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Thiol peroxidase,tpx,45454.0,cell redox homeostasis,P0A862
"Posttranslational modification, protein turnover, chaperones",CELLULAR PROCESSES AND SIGNALING,O,Thiol peroxidase,tpx,34599.0,cellular response to oxidative stress,P0A862
Carbohydrate transport and metabolism,METABOLISM,G,Transaldolase A,talA,5975.0,carbohydrate metabolic process,P0A867
Carbohydrate transport and metabolism,METABOLISM,G,Transaldolase A,talA,6098.0,pentose-phosphate shunt,P0A867
Carbohydrate transport and metabolism,METABOLISM,G,Transaldolase B,talB,5975.0,carbohydrate metabolic process,P0A870
Carbohydrate transport and metabolism,METABOLISM,G,Transaldolase B,talB,9052.0,"pentose-phosphate shunt, non-oxidative branch",P0A870
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,tRNA (guanine-N(1)-)-methyltransferase,trmD,30488.0,tRNA methylation,P0A873
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,tRNA (guanine-N(1)-)-methyltransferase,trmD,2939.0,tRNA N1-guanine methylation,P0A873
Amino acid transport and metabolism,METABOLISM,E,Tryptophan synthase alpha chain,trpA,9073.0,aromatic amino acid family biosynthetic process,P0A877
Amino acid transport and metabolism,METABOLISM,E,Tryptophan synthase alpha chain,trpA,162.0,tryptophan biosynthetic process,P0A877
Amino acid transport and metabolism,METABOLISM,E,Tryptophan synthase beta chain,trpB,9073.0,aromatic amino acid family biosynthetic process,P0A879
Amino acid transport and metabolism,METABOLISM,E,Tryptophan synthase beta chain,trpB,162.0,tryptophan biosynthetic process,P0A879
Transcription,INFORMATION STORAGE AND PROCESSING,K,Trp operon repressor,trpR,45892.0,"negative regulation of transcription, DNA-templated",P0A881
Transcription,INFORMATION STORAGE AND PROCESSING,K,Trp operon repressor,trpR,6355.0,"regulation of transcription, DNA-templated",P0A881
Nucleotide transport and metabolism,METABOLISM,F,Thymidylate synthase,thyA,6231.0,dTMP biosynthetic process,P0A884
Nucleotide transport and metabolism,METABOLISM,F,Thymidylate synthase,thyA,6235.0,dTTP biosynthetic process,P0A884
Nucleotide transport and metabolism,METABOLISM,F,Thymidylate synthase,thyA,32259.0,methylation,P0A884
Nucleotide transport and metabolism,METABOLISM,F,Thymidylate synthase,thyA,6417.0,regulation of translation,P0A884
Nucleotide transport and metabolism,METABOLISM,F,Thymidylate synthase,thyA,9314.0,response to radiation,P0A884
Coenzyme transport and metabolism,METABOLISM,H,Ubiquinone/menaquinone biosynthesis methyltransferase ubiE,ubiE,9060.0,aerobic respiration,P0A887
Coenzyme transport and metabolism,METABOLISM,H,Ubiquinone/menaquinone biosynthesis methyltransferase ubiE,ubiE,9234.0,menaquinone biosynthetic process,P0A887
Coenzyme transport and metabolism,METABOLISM,H,Ubiquinone/menaquinone biosynthesis methyltransferase ubiE,ubiE,32259.0,methylation,P0A887
Coenzyme transport and metabolism,METABOLISM,H,Ubiquinone/menaquinone biosynthesis methyltransferase ubiE,ubiE,6744.0,ubiquinone biosynthetic process,P0A887
,,-,Sulfurtransferase tusA,tusA,6777.0,Mo-molybdopterin cofactor biosynthetic process,P0A890
,,-,Sulfurtransferase tusA,tusA,2143.0,tRNA wobble position uridine thiolation,P0A890
General function prediction only,POORLY CHARACTERIZED,R,UPF0042 nucleotide-binding protein yhbJ,yhbJ,51289.0,protein homotetramerization,P0A894
General function prediction only,POORLY CHARACTERIZED,R,UPF0042 nucleotide-binding protein yhbJ,yhbJ,50779.0,RNA destabilization,P0A894
General function prediction only,POORLY CHARACTERIZED,R,Probable rRNA maturation factor YbeY,ybeY,478.0,endonucleolytic cleavage involved in rRNA processing,P0A898
General function prediction only,POORLY CHARACTERIZED,R,Probable rRNA maturation factor YbeY,ybeY,30490.0,maturation of SSU-rRNA,P0A898
General function prediction only,POORLY CHARACTERIZED,R,Probable rRNA maturation factor YbeY,ybeY,9408.0,response to heat,P0A898
General function prediction only,POORLY CHARACTERIZED,R,Probable rRNA maturation factor YbeY,ybeY,42274.0,ribosomal small subunit biogenesis,P0A898
General function prediction only,POORLY CHARACTERIZED,R,Probable rRNA maturation factor YbeY,ybeY,42254.0,ribosome biogenesis,P0A898
General function prediction only,POORLY CHARACTERIZED,R,Probable rRNA maturation factor YbeY,ybeY,6364.0,rRNA processing,P0A898
General function prediction only,POORLY CHARACTERIZED,R,Probable rRNA maturation factor YbeY,ybeY,31564.0,transcription antitermination,P0A898
General function prediction only,POORLY CHARACTERIZED,R,Probable rRNA maturation factor YbeY,ybeY,6412.0,translation,P0A898
Function unknown,POORLY CHARACTERIZED,S,UPF0082 protein yebC,yebC,6355.0,"regulation of transcription, DNA-templated",P0A8A0
Function unknown,POORLY CHARACTERIZED,S,UPF0082 protein yebC,yebC,10212.0,response to ionizing radiation,P0A8A0
Function unknown,POORLY CHARACTERIZED,S,UPF0082 protein yeeN,yeeN,6355.0,"regulation of transcription, DNA-templated",P0A8A2
Function unknown,POORLY CHARACTERIZED,S,Putative phosphotransferase ydiA,ppsR,6470.0,protein dephosphorylation,P0A8A4
Function unknown,POORLY CHARACTERIZED,S,Ribosome maturation factor rimP,rimP,28.0,ribosomal small subunit assembly,P0A8A8
Function unknown,POORLY CHARACTERIZED,S,Ribosome maturation factor rimP,rimP,42274.0,ribosomal small subunit biogenesis,P0A8A8
Function unknown,POORLY CHARACTERIZED,S,Ribosome maturation factor rimP,rimP,6412.0,translation,P0A8A8
Function unknown,POORLY CHARACTERIZED,S,UPF0115 protein yfcN,yfcN,,no associated pathway,P0A8B2
Function unknown,POORLY CHARACTERIZED,S,UPF0133 protein ybaB,ybaB,9314.0,response to radiation,P0A8B5
Function unknown,POORLY CHARACTERIZED,S,UPF0145 protein ybjQ,ybjQ,,no associated pathway,P0A8C1
Function unknown,POORLY CHARACTERIZED,S,UPF0149 protein ygfB,ygfB,,no associated pathway,P0A8C4
Transcription,INFORMATION STORAGE AND PROCESSING,K,Transcriptional repressor NrdR,nrdR,45892.0,"negative regulation of transcription, DNA-templated",P0A8D0
Function unknown,POORLY CHARACTERIZED,S,UPF0178 protein yaiI,yaiI,,no associated pathway,P0A8D3
General function prediction only,POORLY CHARACTERIZED,R,UPF0189 protein ymdB,ymdB,60702.0,negative regulation of endoribonuclease activity,P0A8D6
General function prediction only,POORLY CHARACTERIZED,R,UPF0189 protein ymdB,ymdB,42278.0,purine nucleoside metabolic process,P0A8D6
General function prediction only,POORLY CHARACTERIZED,R,UPF0189 protein ymdB,ymdB,1900231.0,regulation of single-species biofilm formation on inanimate substrate,P0A8D6
General function prediction only,POORLY CHARACTERIZED,R,UPF0189 protein ymdB,ymdB,46677.0,response to antibiotic,P0A8D6
General function prediction only,POORLY CHARACTERIZED,R,UPF0227 protein ycfP,ycfP,,no associated pathway,P0A8E1
Function unknown,POORLY CHARACTERIZED,S,UPF0231 protein yacL,yacL,,no associated pathway,P0A8E5
Function unknown,POORLY CHARACTERIZED,S,UPF0234 protein yajQ,yajQ,6974.0,cellular response to DNA damage stimulus,P0A8E7
Nucleotide transport and metabolism,METABOLISM,F,Uracil phosphoribosyltransferase,upp,9116.0,nucleoside metabolic process,P0A8F0
Nucleotide transport and metabolism,METABOLISM,F,Uracil phosphoribosyltransferase,upp,44206.0,UMP salvage,P0A8F0
Nucleotide transport and metabolism,METABOLISM,F,Uracil phosphoribosyltransferase,upp,6223.0,uracil salvage,P0A8F0
Nucleotide transport and metabolism,METABOLISM,F,Uridine kinase,udk,44211.0,CTP salvage,P0A8F4
Nucleotide transport and metabolism,METABOLISM,F,Uridine kinase,udk,44206.0,UMP salvage,P0A8F4
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,UvrABC system protein B,uvrB,6289.0,nucleotide-excision repair,P0A8F8
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,UvrABC system protein B,uvrB,9314.0,response to radiation,P0A8F8
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,UvrABC system protein B,uvrB,9432.0,SOS response,P0A8F8
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,UvrABC system protein C,uvrC,6974.0,cellular response to DNA damage stimulus,P0A8G0
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,UvrABC system protein C,uvrC,6289.0,nucleotide-excision repair,P0A8G0
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,UvrABC system protein C,uvrC,9314.0,response to radiation,P0A8G0
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,UvrABC system protein C,uvrC,9432.0,SOS response,P0A8G0
Carbohydrate transport and metabolism,METABOLISM,G,Uronate isomerase,uxaC,19698.0,D-galacturonate catabolic process,P0A8G3
Carbohydrate transport and metabolism,METABOLISM,G,Uronate isomerase,uxaC,42840.0,D-glucuronate catabolic process,P0A8G3
General function prediction only,POORLY CHARACTERIZED,R,Flavoprotein wrbA,wrbA,55114.0,oxidation-reduction process,P0A8G6
General function prediction only,POORLY CHARACTERIZED,R,Flavoprotein wrbA,wrbA,51289.0,protein homotetramerization,P0A8G6
General function prediction only,POORLY CHARACTERIZED,R,Flavoprotein wrbA,wrbA,6979.0,response to oxidative stress,P0A8G6
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Exodeoxyribonuclease 7 small subunit,xseB,6308.0,DNA catabolic process,P0A8G9
Function unknown,POORLY CHARACTERIZED,S,Der GTPase-activating protein YihI,yihI,90071.0,negative regulation of ribosome biogenesis,P0A8H6
Function unknown,POORLY CHARACTERIZED,S,Der GTPase-activating protein YihI,yihI,43547.0,positive regulation of GTPase activity,P0A8H6
Function unknown,POORLY CHARACTERIZED,S,Der GTPase-activating protein YihI,yihI,42254.0,ribosome biogenesis,P0A8H6
Function unknown,POORLY CHARACTERIZED,S,UPF0243 zinc-binding protein yacG,yacG,6355.0,"regulation of transcription, DNA-templated",P0A8H8
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Putative Holliday junction resolvase,yqgF,42254.0,ribosome biogenesis,P0A8I1
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,L,Putative Holliday junction resolvase,yqgF,967.0,rRNA 5'-end processing,P0A8I1
Function unknown,POORLY CHARACTERIZED,S,UPF0246 protein yaaA,yaaA,33194.0,response to hydroperoxide,P0A8I3
,,-,tRNA (guanine-N(7)-)-methyltransferase,trmB,36265.0,RNA (guanine-N7)-methylation,P0A8I5
,,-,tRNA (guanine-N(7)-)-methyltransferase,trmB,30488.0,tRNA methylation,P0A8I5
Function unknown,POORLY CHARACTERIZED,S,Ribosomal RNA large subunit methyltransferase H,rlmH,70475.0,rRNA base methylation,P0A8I8
Function unknown,POORLY CHARACTERIZED,S,Ribosomal RNA large subunit methyltransferase H,rlmH,31167.0,rRNA methylation,P0A8I8
General function prediction only,POORLY CHARACTERIZED,R,Primosomal protein 1,dnaT,6261.0,DNA-dependent DNA replication,P0A8J2
General function prediction only,POORLY CHARACTERIZED,R,Primosomal protein 1,dnaT,6269.0,"DNA replication, synthesis of RNA primer",P0A8J2
General function prediction only,POORLY CHARACTERIZED,R,Primosomal protein 1,dnaT,6267.0,pre-replicative complex assembly involved in nuclear cell cycle DNA replication,P0A8J2
Function unknown,POORLY CHARACTERIZED,S,UPF0250 protein ybeD,ybeD,,no associated pathway,P0A8J4
"Replication, recombination and repair",INFORMATION STORAGE AND PROCESSING,LKJ,ATP-dependent RNA helicase rhlB,rhlB,6401.0,RNA catabolic process,P0A8J8
Lipid transport and metabolism,METABOLISM,I,Phosphatidylserine decarboxylase proenzyme,psd,6646.0,phosphatidylethanolamine biosynthetic process,P0A8K1
Lipid transport and metabolism,METABOLISM,I,Phosphatidylserine decarboxylase proenzyme,psd,16540.0,protein autoprocessing,P0A8K1
Lipid transport and metabolism,METABOLISM,I,Phosphatidylserine decarboxylase proenzyme,psd,31638.0,zymogen activation,P0A8K1
,,-,UPF0253 protein yaeP,yaeP,,no associated pathway,P0A8K5
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Seryl-tRNA synthetase,serS,16260.0,selenocysteine biosynthetic process,P0A8L1
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Seryl-tRNA synthetase,serS,97056.0,selenocysteinyl-tRNA(Sec) biosynthetic process,P0A8L1
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Seryl-tRNA synthetase,serS,6434.0,seryl-tRNA aminoacylation,P0A8L1
Function unknown,POORLY CHARACTERIZED,S,UPF0263 protein yciU,yciU,,no associated pathway,P0A8L7
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Asparaginyl-tRNA synthetase,asnS,6421.0,asparaginyl-tRNA aminoacylation,P0A8M0
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Asparaginyl-tRNA synthetase,asnS,6418.0,tRNA aminoacylation for protein translation,P0A8M0
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Threonyl-tRNA synthetase,thrS,45947.0,negative regulation of translational initiation,P0A8M3
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Threonyl-tRNA synthetase,thrS,6417.0,regulation of translation,P0A8M3
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Threonyl-tRNA synthetase,thrS,46677.0,response to antibiotic,P0A8M3
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Threonyl-tRNA synthetase,thrS,6435.0,threonyl-tRNA aminoacylation,P0A8M3
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Threonyl-tRNA synthetase,thrS,43039.0,tRNA aminoacylation,P0A8M3
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Threonyl-tRNA synthetase,thrS,6418.0,tRNA aminoacylation for protein translation,P0A8M3
Function unknown,POORLY CHARACTERIZED,S,UPF0265 protein yeeX,yeeX,,no associated pathway,P0A8M6
Function unknown,POORLY CHARACTERIZED,S,UPF0268 protein ycbG,matP,7049.0,cell cycle,P0A8N0
Function unknown,POORLY CHARACTERIZED,S,UPF0268 protein ycbG,matP,51301.0,cell division,P0A8N0
Function unknown,POORLY CHARACTERIZED,S,UPF0268 protein ycbG,matP,51276.0,chromosome organization,P0A8N0
Function unknown,POORLY CHARACTERIZED,S,UPF0268 protein ycbG,matP,7059.0,chromosome segregation,P0A8N0
Function unknown,POORLY CHARACTERIZED,S,UPF0268 protein ycbG,matP,6355.0,"regulation of transcription, DNA-templated",P0A8N0
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Lysyl-tRNA synthetase,lysS,6430.0,lysyl-tRNA aminoacylation,P0A8N3
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Lysyl-tRNA synthetase,lysS,6418.0,tRNA aminoacylation for protein translation,P0A8N3
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,"Lysyl-tRNA synthetase, heat inducible",lysU,6430.0,lysyl-tRNA aminoacylation,P0A8N5
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,"Lysyl-tRNA synthetase, heat inducible",lysU,6418.0,tRNA aminoacylation for protein translation,P0A8N5
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Uncharacterized protein YjeA,poxA,6430.0,lysyl-tRNA aminoacylation,P0A8N7
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Uncharacterized protein YjeA,poxA,71915.0,protein-lysine lysylation,P0A8N7
"Translation, ribosomal structure and biogenesis",INFORMATION STORAGE AND PROCESSING,J,Uncharacterized protein YjeA,poxA,72581.0,protein-N6-(L-lysyl)-L-lysine modification to protein-N6-(beta-lysyl)-L-lysine,P0A8N7
Energy production and conversion,METABOLISM,CO,Probable Fe(2+)-trafficking protein,yggX,34599.0,cellular response to oxidative stress,P0A8P3
