annotation,cog_category,cog_class,cog_id,cog_letter,gene_name,uniprot,go_ids,refseq_id,uniprot_kw_ids,mass_da
Cytidylate kinase,Metabolism,Nucleotide transport and metabolism,COG0283,F,cmk,P0A6I0,GO:0046940; GO:0006220; GO:0010165; GO:0006139; GO:0005829; GO:0015949; GO:0004127; GO:0016310; GO:0016740; GO:0016301; GO:0005524; GO:0000166; GO:0005737,YP_003044132.1,KW-0002; KW-0067; KW-0418; KW-0547; KW-0808; KW-0963; KW-1185,24746.0
Orotidine-5'-phosphate decarboxylase,Metabolism,Nucleotide transport and metabolism,COG0284,F,pyrF,P08244,GO:0005737; GO:0004590; GO:0015949; GO:0016831; GO:0005829; GO:0016829; GO:0003824; GO:0044205; GO:0006207; GO:0005515; GO:0006221,YP_003044469.1,KW-0002; KW-0210; KW-0456; KW-0665; KW-1185,26350.0
Folylpolyglutamate synthase,Metabolism,Coenzyme transport and metabolism,COG0285,H,folC,P08192,GO:0004326; GO:0008841; GO:0046872; GO:0046654; GO:0016874; GO:0009058; GO:0046901; GO:0006761; GO:0009396; GO:0005737; GO:0006730; GO:0005524; GO:0000166; GO:0009257; GO:0046656,YP_003045432.1,KW-0002; KW-0067; KW-0289; KW-0436; KW-0460; KW-0479; KW-0547; KW-0554; KW-1185,45406.0
Type I restriction-modification system methyltransferase subunit,Cellular Processes and Signaling,Defense mechanisms,COG0286,V,hsdM,P08957,GO:0008170; GO:0005515; GO:0032775; GO:0016740; GO:0006306; GO:0003677; GO:0003676; GO:0005829; GO:0032259; GO:0009007; GO:0008168; GO:0009307,YP_003047376.1,KW-0002; KW-0489; KW-0680; KW-0808; KW-0949; KW-1185,59307.0
Prephenate dehydrogenase,Metabolism,Amino acid transport and metabolism,COG0287,E,tyrA,P07023,GO:0016853; GO:0016491; GO:0009073; GO:0008652; GO:0008152; GO:0003824; GO:0046417; GO:0004665; GO:0055114; GO:0008977; GO:0004106; GO:0006571; GO:0009094; GO:0005737; GO:0070403,YP_003045678.1,KW-0028; KW-0057; KW-0413; KW-0511; KW-0520; KW-0560; KW-0827; KW-0963; KW-1185,42043.0
Carbonic anhydrase,Metabolism,Inorganic ion transport and metabolism,COG0288,P,cynT,P0ABE9,GO:0016829; GO:0015976; GO:0042802; GO:0046872; GO:0008270; GO:0004089; GO:0009440; GO:0005737,YP_003043520.1,KW-0456; KW-0479; KW-0862; KW-0903; KW-1185,23764.0
Dihydrodipicolinate reductase,Metabolism,Amino acid transport and metabolism,COG0289,E,dapB,P04036,GO:0008652; GO:0019877; GO:0051287; GO:0050661; GO:0016726; GO:0009089; GO:0009085; GO:0005737; GO:0042802; GO:0055114; GO:0005829; GO:0016491; GO:0008839,YP_003043265.1,KW-0002; KW-0028; KW-0220; KW-0457; KW-0520; KW-0521; KW-0560; KW-0903; KW-0963; KW-1185,28757.0
Translation initiation factor 3 (IF-3),Information Storage and Processing,"Translation, ribosomal structure and biogenesis",COG0290,J,infC,P0A707,GO:0003723; GO:0005829; GO:0005515; GO:0032790; GO:0009409; GO:0006413; GO:0006412; GO:0003743; GO:0043022; GO:0005737,YP_003044886.1,KW-0002; KW-0165; KW-0396; KW-0488; KW-0597; KW-0648; KW-0694; KW-0903; KW-0963; KW-1185,20564.0
Ribosomal protein L35,Information Storage and Processing,"Translation, ribosomal structure and biogenesis",COG0291,J,rpmI,P0A7Q1,GO:0005840; GO:0006412; GO:0022625; GO:0003735; GO:0015934,YP_003044885.1,KW-0002; KW-0687; KW-0689; KW-0903; KW-1185,7289.0
Ribosomal protein L20,Information Storage and Processing,"Translation, ribosomal structure and biogenesis",COG0292,J,rplT,P0A7L3,GO:0003729; GO:0070180; GO:0017148; GO:0005829; GO:0005840; GO:0022625; GO:0019843; GO:0003723; GO:0000027; GO:0006412; GO:0000900; GO:0003735,YP_003044884.1,KW-0002; KW-0687; KW-0689; KW-0694; KW-0699; KW-0903; KW-1185,13497.0
Dihydropteroate synthase and related enzymes,Metabolism,Coenzyme transport and metabolism,COG0294,H,folP,P0AC13,GO:0004156; GO:0042493; GO:0005829; GO:0044237; GO:0042558; GO:0016740; GO:0009396; GO:0046654; GO:0046872; GO:0005737; GO:0046656,YP_003046227.1,KW-0002; KW-0289; KW-0460; KW-0479; KW-0808; KW-0903; KW-1185,30615.0
Cytidine deaminase,Metabolism,Nucleotide transport and metabolism,COG0295,F,cdd,P0ABF6,GO:0008270; GO:0001884; GO:0004126; GO:0015949; GO:0042802; GO:0016787; GO:0003824; GO:0046872; GO:0047844; GO:0006217; GO:0009972; GO:0005829,YP_003045265.1,KW-0002; KW-0378; KW-0479; KW-0862; KW-0903; KW-1185,31540.0
"1,4-alpha-glucan branching enzyme",Metabolism,Carbohydrate transport and metabolism,COG0296,G,glgB,P07762,GO:0006974; GO:0102752; GO:0016757; GO:0016740; GO:0005977; GO:0005975; GO:0003824; GO:0043169; GO:0004553; GO:0005829; GO:0003844; GO:0005978; GO:0005737,YP_003046467.1,KW-0002; KW-0119; KW-0320; KW-0321; KW-0328; KW-0808; KW-1185,84337.0
Glycogen synthase,Metabolism,Carbohydrate transport and metabolism,COG0297,G,glgA,P0A6U8,GO:0006974; GO:0033201; GO:0004373; GO:0016757; GO:0016740; GO:0005829; GO:0009011; GO:0005978,YP_003046464.1,KW-0002; KW-0320; KW-0328; KW-0808; KW-0903; KW-1185,52822.0
Hydrogenase maturation factor,Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones",COG0298,O,hybG,P0AAM7,GO:0005506; GO:0051604; GO:0042802; GO:1902670; GO:0005515,YP_003046052.1,KW-1185,8808.0
Hydrogenase maturation factor,Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones",COG0298,O,hypC,P0AAM3,GO:0042802; GO:0005506; GO:1902670; GO:0005515; GO:0051604,YP_003045767.1,KW-0002; KW-1185,9732.0
Folate-dependent phosphoribosylglycinamide formyltransferase PurN,Metabolism,Nucleotide transport and metabolism,COG0299,F,purN,P08179,GO:0006974; GO:0016742; GO:0016740; GO:0009058; GO:0006189; GO:0005829; GO:0004644; GO:0006164; GO:0005737,YP_003045582.1,KW-0002; KW-0658; KW-0808; KW-0903; KW-1185,23238.0
Thiamine biosynthesis ATP pyrophosphatase,Metabolism,Coenzyme transport and metabolism,COG0301,H,thiI,P77718,GO:0004810; GO:0005829; GO:0034227; GO:0016783; GO:0002937; GO:0052837; GO:0009229; GO:0016740; GO:0005524; GO:0000166; GO:0000049; GO:0005737; GO:0003723; GO:0009228,YP_003043597.1,KW-0067; KW-0547; KW-0676; KW-0694; KW-0784; KW-0808; KW-0820; KW-0963; KW-1015; KW-1185,54973.0
GTP cyclohydrolase I,Metabolism,Coenzyme transport and metabolism,COG0302,H,folE,P0A6T5,GO:0005737; GO:0005525; GO:0032991; GO:0005829; GO:0016787; GO:0008152; GO:0003824; GO:0000166; GO:0046872; GO:0046654; GO:0035998; GO:0008270; GO:0008616; GO:0006730; GO:0003934; GO:0006729,YP_003045275.1,KW-0002; KW-0021; KW-0342; KW-0378; KW-0479; KW-0547; KW-0554; KW-0862; KW-0903; KW-1185,24831.0
Molybdopterin biosynthesis enzyme,Metabolism,Coenzyme transport and metabolism,COG0303,H,moeA,P12281,GO:0042802; GO:0061599; GO:0018315; GO:0032324; GO:0005829; GO:0016740; GO:0046872; GO:0005515; GO:0006777; GO:0061598; GO:0005737,YP_003044012.1,KW-0002; KW-0460; KW-0479; KW-0500; KW-0501; KW-0808; KW-1185,44067.0
3-oxoacyl-(acyl-carrier-protein) synthase,Metabolism,Lipid transport and metabolism,COG0304,I,fabB,P0A953,GO:0006633; GO:0008610; GO:0005737; GO:0006631; GO:0006629; GO:0003824; GO:0005829; GO:0016740; GO:0016746; GO:0004315,YP_003045440.1,KW-0002; KW-0012; KW-0275; KW-0276; KW-0443; KW-0444; KW-0808; KW-0903; KW-0963; KW-1185,42613.0
3-oxoacyl-(acyl-carrier-protein) synthase,Metabolism,Lipid transport and metabolism,COG0304,I,fabF,P0AAI5,GO:0016747; GO:0016746; GO:0016740; GO:0003824; GO:0006631; GO:0006629; GO:0033817; GO:0006633; GO:0005515; GO:0004315; GO:0005829,YP_003044309.1,KW-0002; KW-0012; KW-0275; KW-0276; KW-0443; KW-0444; KW-0808; KW-0903; KW-1185,43046.0
3-oxoacyl-(acyl-carrier-protein) synthase,Metabolism,"Secondary metabolites biosynthesis, transport and catabolism",COG0304,Q,fabB,P0A953,GO:0006633; GO:0008610; GO:0005737; GO:0006631; GO:0006629; GO:0003824; GO:0005829; GO:0016740; GO:0016746; GO:0004315,YP_003045440.1,KW-0002; KW-0012; KW-0275; KW-0276; KW-0443; KW-0444; KW-0808; KW-0903; KW-0963; KW-1185,42613.0
3-oxoacyl-(acyl-carrier-protein) synthase,Metabolism,"Secondary metabolites biosynthesis, transport and catabolism",COG0304,Q,fabF,P0AAI5,GO:0016747; GO:0016746; GO:0016740; GO:0003824; GO:0006631; GO:0006629; GO:0033817; GO:0006633; GO:0005515; GO:0004315; GO:0005829,YP_003044309.1,KW-0002; KW-0012; KW-0275; KW-0276; KW-0443; KW-0444; KW-0808; KW-0903; KW-1185,43046.0
Replicative DNA helicase,Information Storage and Processing,"Replication, recombination and repair",COG0305,L,dnaB,P0ACB0,GO:0010212; GO:0016787; GO:1990077; GO:0042802; GO:0005515; GO:0005829; GO:0006268; GO:0006269; GO:0006260; GO:0005524; GO:0004386; GO:0003678; GO:0003677; GO:0000166,YP_003047096.1,KW-0002; KW-0067; KW-0235; KW-0238; KW-0347; KW-0378; KW-0547; KW-0639; KW-1185,52390.0
Phosphate/sulphate permeases,Metabolism,Inorganic ion transport and metabolism,COG0306,P,pitA,P0AFJ7,GO:1902600; GO:0015710; GO:0015654; GO:0005887; GO:0071577; GO:0016020; GO:0006817; GO:1901683; GO:1901684; GO:0035435; GO:0015295; GO:0005385; GO:0005886; GO:0016021; GO:0005315,YP_003046524.1,KW-0472; KW-0592; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,53389.0
Phosphate/sulphate permeases,Metabolism,Inorganic ion transport and metabolism,COG0306,P,pitB,P43676,GO:0006817; GO:0005887; GO:0035435; GO:0005315; GO:0005886; GO:0016021; GO:0016020,YP_003046049.1,KW-0472; KW-0592; KW-0812; KW-0813; KW-0997; KW-1003; KW-1133; KW-1185,53809.0
Riboflavin synthase alpha chain,Metabolism,Coenzyme transport and metabolism,COG0307,H,ribC,P0AFU8,GO:0005829; GO:0016740; GO:0009231; GO:0004746,YP_003044833.1,KW-0002; KW-0677; KW-0686; KW-0808; KW-1185,23445.0
Aminopeptidase N,Metabolism,Amino acid transport and metabolism,COG0308,E,pepN,P04825,GO:0004177; GO:0043171; GO:0005515; GO:0042802; GO:0016787; GO:0008233; GO:0008270; GO:0005886; GO:0046872; GO:0016020; GO:0008237; GO:0006508; GO:0005737,YP_003044154.1,KW-0002; KW-0031; KW-0378; KW-0472; KW-0479; KW-0482; KW-0645; KW-0862; KW-0903; KW-0997; KW-1003; KW-1185,98919.0
Hydrogenase maturation factor,Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones",COG0309,O,hypE,P24193,GO:0016829; GO:0005515; GO:0046892; GO:0051604,YP_003045769.1,KW-0002; KW-0456; KW-0903; KW-1185,35092.0
Predicted Zn-dependent proteases and their inactivated homologs,Poorly Characterized,General function prediction only,COG0312,R,pmbA,P0AFK0,GO:0016787; GO:0008237; GO:0008233; GO:0005829; GO:0006508; GO:0005737,YP_003047273.1,KW-0002; KW-0378; KW-0482; KW-0645; KW-0963; KW-1185,48370.0
Predicted Zn-dependent proteases and their inactivated homologs,Poorly Characterized,General function prediction only,COG0312,R,tldD,P0AGG8,GO:0005829; GO:0016787; GO:0008237; GO:0008233; GO:0006508,YP_003046289.1,KW-0002; KW-0378; KW-0482; KW-0645; KW-1185,51364.0
"Molybdopterin converting factor, large subunit",Metabolism,Coenzyme transport and metabolism,COG0314,H,moaE,P30749,GO:0030366; GO:0016740; GO:0005515; GO:0006777; GO:0005829,YP_003043970.1,KW-0002; KW-0501; KW-0808; KW-0903; KW-1017; KW-1185,16981.0
Molybdenum cofactor biosynthesis enzyme,Metabolism,Coenzyme transport and metabolism,COG0315,H,moaC,P0A738,GO:0005515; GO:0016829; GO:0061799; GO:0042802; GO:0034214; GO:0006777,YP_003043968.1,KW-0002; KW-0456; KW-0501; KW-0903; KW-1185,17467.0
Uncharacterized conserved protein,Poorly Characterized,Function unknown,COG0316,S,iscA,P0AAC8,GO:0097428; GO:0005829; GO:0051536; GO:0046872; GO:0005506; GO:0005198; GO:0051537; GO:0008198; GO:0034986; GO:0016226; GO:0005515,YP_003045610.1,KW-0002; KW-0408; KW-0479; KW-1185,11556.0
Guanosine polyphosphate pyrophosphohydrolases/synthetases,Cellular Processes and Signaling,Signal transduction mechanisms,COG0317,T,relA,P0AG20,GO:0016740; GO:0015970; GO:0016310; GO:0005525; GO:0005524; GO:0000166; GO:0016301; GO:0015969; GO:0008728; GO:0015949; GO:0008893; GO:0042594,YP_003045818.1,KW-0002; KW-0067; KW-0342; KW-0418; KW-0547; KW-0808; KW-1185,83876.0
Guanosine polyphosphate pyrophosphohydrolases/synthetases,Cellular Processes and Signaling,Signal transduction mechanisms,COG0317,T,spoT,P0AG24,GO:0016787; GO:0005515; GO:0015970; GO:0005829; GO:0016310; GO:0016740; GO:0016301; GO:0015969; GO:0008728; GO:0008893; GO:0042594; GO:0015949; GO:0005737,YP_003046686.1,KW-0378; KW-0418; KW-0464; KW-0808; KW-0963; KW-1185,79342.0
Guanosine polyphosphate pyrophosphohydrolases/synthetases,Information Storage and Processing,Transcription,COG0317,K,relA,P0AG20,GO:0016740; GO:0015970; GO:0016310; GO:0005525; GO:0005524; GO:0000166; GO:0016301; GO:0015969; GO:0008728; GO:0015949; GO:0008893; GO:0042594,YP_003045818.1,KW-0002; KW-0067; KW-0342; KW-0418; KW-0547; KW-0808; KW-1185,83876.0
Guanosine polyphosphate pyrophosphohydrolases/synthetases,Information Storage and Processing,Transcription,COG0317,K,spoT,P0AG24,GO:0016787; GO:0005515; GO:0015970; GO:0005829; GO:0016310; GO:0016740; GO:0016301; GO:0015969; GO:0008728; GO:0008893; GO:0042594; GO:0015949; GO:0005737,YP_003046686.1,KW-0378; KW-0418; KW-0464; KW-0808; KW-0963; KW-1185,79342.0
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,Metabolism,Lipid transport and metabolism,COG0318,I,aas,P31119,GO:0016021; GO:0008779; GO:0008922; GO:0008654; GO:0006631; GO:0016874; GO:0016746; GO:0016740; GO:0016020; GO:0003824; GO:0008152; GO:0005886; GO:0005524; GO:0000166,YP_003045872.1,KW-0012; KW-0067; KW-0436; KW-0472; KW-0511; KW-0547; KW-0808; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185,80700.0
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,Metabolism,Lipid transport and metabolism,COG0318,I,caiC,P31552,GO:0016405; GO:0005515; GO:0016874; GO:0003824; GO:0016878; GO:0009437; GO:0051108; GO:0051109,YP_003043271.1,KW-0436; KW-1185,58559.0
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,Metabolism,Lipid transport and metabolism,COG0318,I,fadD,P69451,GO:0004467; GO:0006631; GO:0008654; GO:0006629; GO:0005504; GO:0070538; GO:0005737; GO:0015908; GO:0005886; GO:0009411; GO:0102391; GO:0001676; GO:0016874; GO:0003824; GO:0016020; GO:0005829; GO:0009898; GO:0006637; GO:0006635; GO:0005524; GO:0000166,YP_003044972.1,KW-0067; KW-0276; KW-0436; KW-0443; KW-0460; KW-0472; KW-0547; KW-0903; KW-1003; KW-1185,62332.0
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,Metabolism,Lipid transport and metabolism,COG0318,I,menE,P37353,GO:0008756; GO:0042802; GO:0051289; GO:0016874; GO:0003824; GO:0005524; GO:0000166; GO:0009234,YP_003045380.1,KW-0002; KW-0067; KW-0436; KW-0474; KW-0547; KW-1185,50185.0
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,Metabolism,"Secondary metabolites biosynthesis, transport and catabolism",COG0318,Q,aas,P31119,GO:0016021; GO:0008779; GO:0008922; GO:0008654; GO:0006631; GO:0016874; GO:0016746; GO:0016740; GO:0016020; GO:0003824; GO:0008152; GO:0005886; GO:0005524; GO:0000166,YP_003045872.1,KW-0012; KW-0067; KW-0436; KW-0472; KW-0511; KW-0547; KW-0808; KW-0812; KW-0997; KW-1003; KW-1133; KW-1185,80700.0
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,Metabolism,"Secondary metabolites biosynthesis, transport and catabolism",COG0318,Q,caiC,P31552,GO:0016405; GO:0005515; GO:0016874; GO:0003824; GO:0016878; GO:0009437; GO:0051108; GO:0051109,YP_003043271.1,KW-0436; KW-1185,58559.0
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,Metabolism,"Secondary metabolites biosynthesis, transport and catabolism",COG0318,Q,fadD,P69451,GO:0004467; GO:0006631; GO:0008654; GO:0006629; GO:0005504; GO:0070538; GO:0005737; GO:0015908; GO:0005886; GO:0009411; GO:0102391; GO:0001676; GO:0016874; GO:0003824; GO:0016020; GO:0005829; GO:0009898; GO:0006637; GO:0006635; GO:0005524; GO:0000166,YP_003044972.1,KW-0067; KW-0276; KW-0436; KW-0443; KW-0460; KW-0472; KW-0547; KW-0903; KW-1003; KW-1185,62332.0
Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II,Metabolism,"Secondary metabolites biosynthesis, transport and catabolism",COG0318,Q,menE,P37353,GO:0008756; GO:0042802; GO:0051289; GO:0016874; GO:0003824; GO:0005524; GO:0000166; GO:0009234,YP_003045380.1,KW-0002; KW-0067; KW-0436; KW-0474; KW-0547; KW-1185,50185.0
Predicted metal-dependent hydrolase,Poorly Characterized,General function prediction only,COG0319,R,ybeY,P0A898,GO:0006412; GO:0016151; GO:0008270; GO:0004521; GO:0005515; GO:0006508; GO:0046872; GO:0016787; GO:0004519; GO:0004518; GO:0042254; GO:0031564; GO:0016892; GO:0000478; GO:0030490; GO:0004222; GO:0005737; GO:0006364; GO:0009408; GO:0042274,YP_003043846.1,KW-0002; KW-0255; KW-0378; KW-0479; KW-0540; KW-0690; KW-0698; KW-0862; KW-0963; KW-1185,17526.0
Lipoate synthase,Metabolism,Coenzyme transport and metabolism,COG0320,H,lipA,P60716,GO:0016992; GO:0005737; GO:0051539; GO:0009249; GO:0009107; GO:0016783; GO:0005515; GO:0051536; GO:0016740; GO:0003824; GO:0005829; GO:0046872; GO:0005739,YP_003043818.1,KW-0004; KW-0408; KW-0411; KW-0479; KW-0808; KW-0949; KW-0963; KW-1185,36072.0
Lipoate-protein ligase B,Metabolism,Coenzyme transport and metabolism,COG0321,H,lipB,P60720,GO:0016740; GO:0006464; GO:0003824; GO:0009107; GO:0009106; GO:0010629; GO:0102555; GO:0009249; GO:0005515; GO:0016415; GO:0033819; GO:0016746; GO:0005737,YP_003043820.1,KW-0012; KW-0808; KW-0963; KW-1185,23883.0
Nuclease subunit of the excinuclease complex,Information Storage and Processing,"Replication, recombination and repair",COG0322,L,uvrC,P0A8G0,GO:0006289; GO:0009314; GO:0090305; GO:0009381; GO:0009380; GO:0003677; GO:0009432; GO:0006974; GO:0004518; GO:0006281; GO:0005737,YP_003045075.1,KW-0002; KW-0227; KW-0228; KW-0234; KW-0267; KW-0742; KW-0963; KW-1185,68188.0
DNA mismatch repair enzyme (predicted ATPase),Information Storage and Processing,"Replication, recombination and repair",COG0323,L,mutL,P23367,GO:0006298; GO:0005524; GO:0032300; GO:0016887; GO:0003677; GO:0000018; GO:0042802; GO:0006974; GO:0006281; GO:0000166; GO:0030983; GO:0005515,YP_003047207.1,KW-0002; KW-0067; KW-0227; KW-0234; KW-0547; KW-1185,67924.0
tRNA delta(2)-isopentenylpyrophosphate transferase,Information Storage and Processing,"Translation, ribosomal structure and biogenesis",COG0324,J,miaA,P16384,GO:1990497; GO:0016740; GO:0008033; GO:0034605; GO:0006400; GO:0005524; GO:0000166; GO:0052381,YP_003047208.1,KW-0002; KW-0067; KW-0460; KW-0547; KW-0808; KW-0819; KW-1185,35065.0
Predicted enzyme with a TIM-barrel fold,Poorly Characterized,General function prediction only,COG0325,R,yggS,P67080,GO:0005829; GO:0030170; GO:0005622,YP_003045969.1,KW-0002; KW-0663; KW-1185,25787.0
"Molecular chaperone, HSP90 family",Cellular Processes and Signaling,"Posttranslational modification, protein turnover, chaperones",COG0326,O,htpG,P0A6Z3,GO:0009408; GO:0006974; GO:0016887; GO:0042802; GO:0005737; GO:0051082; GO:0005886; GO:0005829; GO:0016020; GO:0005524; GO:0005515; GO:0000166; GO:0042623; GO:0006457,YP_003043650.1,KW-0002; KW-0067; KW-0143; KW-0346; KW-0472; KW-0547; KW-0597; KW-0903; KW-0963; KW-0997; KW-1003; KW-1185,71423.0
Uncharacterized conserved protein,Poorly Characterized,Function unknown,COG0327,S,ybgI,P0AFP6,GO:0060187; GO:0034214; GO:0006974; GO:0006281; GO:0042802; GO:0010212; GO:0005829; GO:0046872; GO:0005737,YP_003043888.1,KW-0002; KW-0227; KW-0234; KW-0479; KW-1185,26892.0
Ribonuclease HI,Information Storage and Processing,"Replication, recombination and repair",COG0328,L,rnhA,P0A7Y4,GO:0004523; GO:0003676; GO:0004519; GO:0006401; GO:0000287; GO:0005515; GO:0016787; GO:0004518; GO:0043137; GO:0046872; GO:0005737; GO:0090502,YP_003043436.1,KW-0002; KW-0255; KW-0378; KW-0460; KW-0479; KW-0540; KW-0903; KW-0963; KW-1185,17597.0
Dihydrodipicolinate synthase/N-acetylneuraminate lyase,Metabolism,Amino acid transport and metabolism,COG0329,E,dapA,P0A6L2,GO:0008840; GO:0019877; GO:0016829; GO:0009089; GO:0009085; GO:0008652; GO:0008152; GO:0005737; GO:0003824; GO:0042802; GO:0005829,YP_003045561.1,KW-0002; KW-0021; KW-0028; KW-0220; KW-0456; KW-0457; KW-0704; KW-0903; KW-0963; KW-1185,31270.0
Dihydrodipicolinate synthase/N-acetylneuraminate lyase,Metabolism,Amino acid transport and metabolism,COG0329,E,nanA,P0A6L4,GO:0005829; GO:0016829; GO:0003824; GO:0042802; GO:0005975; GO:0019262; GO:0005737; GO:0008747,YP_003046270.1,KW-0002; KW-0119; KW-0456; KW-0704; KW-0903; KW-0963; KW-1185,32593.0
Dihydrodipicolinate synthase/N-acetylneuraminate lyase,Metabolism,Amino acid transport and metabolism,COG0329,E,yagE,P75682,GO:0061677; GO:0047440; GO:0046176; GO:0003824; GO:0005737; GO:0042802; GO:0016829,,KW-0002; KW-0456; KW-0704; KW-0963; KW-1185,32530.0
Dihydrodipicolinate synthase/N-acetylneuraminate lyase,Metabolism,Amino acid transport and metabolism,COG0329,E,yjhH,P39359,GO:0047440; GO:0046176; GO:0003824; GO:0005737; GO:0016829,,KW-0456; KW-0704; KW-0963; KW-1185,32722.0
Dihydrodipicolinate synthase/N-acetylneuraminate lyase,Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,COG0329,M,dapA,P0A6L2,GO:0008840; GO:0019877; GO:0016829; GO:0009089; GO:0009085; GO:0008652; GO:0008152; GO:0005737; GO:0003824; GO:0042802; GO:0005829,YP_003045561.1,KW-0002; KW-0021; KW-0028; KW-0220; KW-0456; KW-0457; KW-0704; KW-0903; KW-0963; KW-1185,31270.0
