cog_class,cog_class_letter,cog_desc,desc,gene,process,uniprot
Information Storage and Processing,Transcription,Transcription,DNA-directed RNA polymerase subunit beta ,rpoB,Antibiotic resistance,P0A8V2
Information Storage and Processing,Transcription,Transcription,DNA-directed RNA polymerase subunit beta ,rpoB,Transcription,P0A8V2
Information Storage and Processing,Transcription,Transcription,Fatty acid metabolism regulator protein ,fadR,Fatty acid metabolism,P0A8V6
Information Storage and Processing,Transcription,Transcription,Fatty acid metabolism regulator protein ,fadR,Lipid metabolism,P0A8V6
Information Storage and Processing,Transcription,Transcription,Fatty acid metabolism regulator protein ,fadR,Transcription,P0A8V6
Information Storage and Processing,Transcription,Transcription,Fatty acid metabolism regulator protein ,fadR,Transcription regulation,P0A8V6
Information Storage and Processing,Transcription,Transcription,Transcriptional regulator nanR ,nanR,Transcription,P0A8W0
Information Storage and Processing,Transcription,Transcription,Transcriptional regulator nanR ,nanR,Transcription regulation,P0A8W0
Information Storage and Processing,Transcription,Transcription,Transcriptional regulator slyA ,slyA,Transcription,P0A8W2
Information Storage and Processing,Transcription,Transcription,Transcriptional regulator slyA ,slyA,Transcription regulation,P0A8W2
Information Storage and Processing,Transcription,Transcription,Transcriptional regulator slyA ,slyA,Virulence,P0A8W2
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Outer membrane protein A ,ompA,Conjugation,P0A910
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Outer membrane protein A ,ompA,Ion transport,P0A910
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Outer membrane protein A ,ompA,Transport,P0A910
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Outer membrane protein A ,ompA,Host-virus interaction,P0A910
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Peptidoglycan-associated lipoprotein ,pal,Cell cycle,P0A912
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Peptidoglycan-associated lipoprotein ,pal,Cell division,P0A912
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Phospholipase A1 ,pldA,Lipid degradation,P0A921
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Phospholipase A1 ,pldA,Lipid metabolism,P0A921
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Nucleoside-specific channel-forming protein tsx ,tsx,Ion transport,P0A927
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Nucleoside-specific channel-forming protein tsx ,tsx,Transport,P0A927
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Membrane-bound lytic murein transglycosylase A ,mltA,Cell wall biogenesis/degradation,P0A935
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Outer membrane protein assembly factor yaeT ,bamA,Cell adhesion,P0A940
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,3-oxoacyl-[acyl-carrier-protein] synthase 1 ,fabB,Fatty acid biosynthesis,P0A953
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,3-oxoacyl-[acyl-carrier-protein] synthase 1 ,fabB,Fatty acid metabolism,P0A953
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,3-oxoacyl-[acyl-carrier-protein] synthase 1 ,fabB,Lipid metabolism,P0A953
Metabolism,Lipid transport and metabolism,Lipid transport and metabolism,3-oxoacyl-[acyl-carrier-protein] synthase 1 ,fabB,Lipid biosynthesis,P0A953
Cellular Processes and Signaling,Cell motility,Cell motility,Chemotaxis protein CheW ,cheW,Chemotaxis,P0A964
Information Storage and Processing,Transcription,Transcription,Cold shock-like protein CspE ,cspE,Transcription,P0A972
Information Storage and Processing,Transcription,Transcription,Cold shock-like protein CspE ,cspE,Transcription regulation,P0A972
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",DNA polymerase III subunit beta ,dnaN,DNA replication,P0A988
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Fructose-bisphosphate aldolase class 1 ,fbaB,Glycolysis,P0A991
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,"Fructose-1,6-bisphosphatase class 1 ",fbp,Carbohydrate metabolism,P0A993
Metabolism,Energy production and conversion,Energy production and conversion,Anaerobic glycerol-3-phosphate dehydrogenase subunit C ,glpC,Electron transport,P0A996
Metabolism,Energy production and conversion,Energy production and conversion,Anaerobic glycerol-3-phosphate dehydrogenase subunit C ,glpC,Transport,P0A996
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Ferritin-1 ,ftnA,Iron storage,P0A998
Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning",Cell division protein ftsZ ,ftsZ,Cell cycle,P0A9A6
Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning",Cell division protein ftsZ ,ftsZ,Cell division,P0A9A6
Cellular Processes and Signaling,"Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning",Cell division protein ftsZ ,ftsZ,Septation,P0A9A6
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Ferric uptake regulation protein ,fur,Transcription,P0A9A9
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Ferric uptake regulation protein ,fur,Transcription regulation,P0A9A9
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Glyceraldehyde-3-phosphate dehydrogenase A ,gapA,Glycolysis,P0A9B2
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,D-erythrose-4-phosphate dehydrogenase ,epd,Pyridoxine biosynthesis,P0A9B6
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Aldose 1-epimerase ,galM,Carbohydrate metabolism,P0A9C3
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,"Fructose-1,6-bisphosphatase 1 class 2 ",glpX,Carbohydrate metabolism,P0A9C9
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Serine acetyltransferase ,cysE,Amino-acid biosynthesis,P0A9D4
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Serine acetyltransferase ,cysE,Cysteine biosynthesis,P0A9D4
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase ",dapD,Amino-acid biosynthesis,P0A9D8
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase ",dapD,Diaminopimelate biosynthesis,P0A9D8
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase ",dapD,Lysine biosynthesis,P0A9D8
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Fumarate and nitrate reduction regulatory protein ,fnr,Transcription,P0A9E5
Cellular Processes and Signaling,Signal transduction mechanisms,Signal transduction mechanisms,Fumarate and nitrate reduction regulatory protein ,fnr,Transcription regulation,P0A9E5
Information Storage and Processing,Transcription,Transcription,Transcriptional regulator mntR ,mntR,Transcription,P0A9F1
Information Storage and Processing,Transcription,Transcription,Transcriptional regulator mntR ,mntR,Transcription regulation,P0A9F1
Information Storage and Processing,Transcription,Transcription,HTH-type transcriptional regulator CysB ,cysB,Amino-acid biosynthesis,P0A9F3
Information Storage and Processing,Transcription,Transcription,HTH-type transcriptional regulator CysB ,cysB,Cysteine biosynthesis,P0A9F3
Information Storage and Processing,Transcription,Transcription,HTH-type transcriptional regulator CysB ,cysB,Transcription,P0A9F3
Information Storage and Processing,Transcription,Transcription,HTH-type transcriptional regulator CysB ,cysB,Transcription regulation,P0A9F3
Information Storage and Processing,Transcription,Transcription,Glycine cleavage system transcriptional activator ,gcvA,Transcription,P0A9F6
Information Storage and Processing,Transcription,Transcription,Glycine cleavage system transcriptional activator ,gcvA,Transcription regulation,P0A9F6
Information Storage and Processing,Transcription,Transcription,HTH-type transcriptional regulator metR ,metR,Amino-acid biosynthesis,P0A9F9
Information Storage and Processing,Transcription,Transcription,HTH-type transcriptional regulator metR ,metR,Methionine biosynthesis,P0A9F9
Information Storage and Processing,Transcription,Transcription,HTH-type transcriptional regulator metR ,metR,Transcription,P0A9F9
Information Storage and Processing,Transcription,Transcription,HTH-type transcriptional regulator metR ,metR,Transcription regulation,P0A9F9
Information Storage and Processing,Transcription,Transcription,HTH-type transcriptional regulator CueR ,cueR,Transcription,P0A9G4
Information Storage and Processing,Transcription,Transcription,HTH-type transcriptional regulator CueR ,cueR,Transcription regulation,P0A9G4
Metabolism,Energy production and conversion,Energy production and conversion,Isocitrate lyase ,aceA,Glyoxylate bypass,P0A9G6
Metabolism,Energy production and conversion,Energy production and conversion,Isocitrate lyase ,aceA,Tricarboxylic acid cycle,P0A9G6
Poorly Characterized,General function prediction only,General function prediction only,Transcriptional regulator modE ,modE,Transcription,P0A9G8
Poorly Characterized,General function prediction only,General function prediction only,Transcriptional regulator modE ,modE,Transcription regulation,P0A9G8
Poorly Characterized,General function prediction only,General function prediction only,Transcriptional regulator modE ,modE,Transport,P0A9G8
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",G/U mismatch-specific DNA glycosylase ,mug,DNA damage,P0A9H1
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",G/U mismatch-specific DNA glycosylase ,mug,DNA excision,P0A9H1
Information Storage and Processing,"Replication, recombination and repair","Replication, recombination and repair",G/U mismatch-specific DNA glycosylase ,mug,DNA repair,P0A9H1
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,"Cob(I)yrinic acid a,c-diamide adenosyltransferase ",btuR,Cobalamin biosynthesis,P0A9H5
Metabolism,Coenzyme transport and metabolism,Coenzyme transport and metabolism,"Cob(I)yrinic acid a,c-diamide adenosyltransferase ",btuR,Porphyrin biosynthesis,P0A9H5
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Cyclopropane-fatty-acyl-phospholipid synthase ,cfa,Lipid metabolism,P0A9H7
Cellular Processes and Signaling,Cell wall/membrane/envelope biogenesis,Cell wall/membrane/envelope biogenesis,Cyclopropane-fatty-acyl-phospholipid synthase ,cfa,Lipid biosynthesis,P0A9H7
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Glycine cleavage system transcriptional repressor ,gcvR,Transcription,P0A9I3
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,Glycine cleavage system transcriptional repressor ,gcvR,Transcription regulation,P0A9I3
Metabolism,Inorganic ion transport and metabolism,Inorganic ion transport and metabolism,Nitrite reductase [NAD(P)H] small subunit ,nirD,Nitrate assimilation,P0A9I8
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Ribonuclease G ,rng,Cell cycle,P0A9J0
Information Storage and Processing,"Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis",Ribonuclease G ,rng,Cell division,P0A9J0
Metabolism,Carbohydrate transport and metabolism,Carbohydrate transport and metabolism,Ribokinase ,rbsK,Carbohydrate metabolism,P0A9J6
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,P-protein ,pheA,Amino-acid biosynthesis,P0A9J8
Metabolism,Amino acid transport and metabolism,Amino acid transport and metabolism,P-protein ,pheA,Aromatic amino acid biosynthesis,P0A9J8
