gene_name,b_number,gene_product,mw_fg,go_terms,cog_class,cog_letter,cog_category,cog_desc
akr3f2,b0207,methylglyoxal reductase DkgB,4.886542e-05,GO:0016491; GO:1990002; GO:0051596; GO:0005829; GO:0055114; GO:0019853; GO:0047681; GO:0005737; GO:0004033,metabolism,Q,"secondary metabolites biosynthesis, transport, and catabolism","2,5-diketo-D-gluconate reductase B"
dksa,b0145,RNA polymerase-binding transcription factor DksA,2.9096479999999997e-05,GO:0010468; GO:0006302; GO:0005829; GO:0008270; GO:0046872; GO:0005737,information storage and processing,J,"translation, ribosomal structure and biogenesis","transcriptional regulator, TraR/DksA family"
msma,b0145,RNA polymerase-binding transcription factor DksA,2.9096479999999997e-05,GO:0010468; GO:0006302; GO:0005829; GO:0008270; GO:0046872; GO:0005737,information storage and processing,J,"translation, ribosomal structure and biogenesis","transcriptional regulator, TraR/DksA family"
dld,b2133,quinone-dependent D-lactate dehydrogenase,0.00010725591999999999,GO:0003824; GO:0048038; GO:0071949; GO:0055085; GO:0005887; GO:0031234; GO:0022904; GO:0009061; GO:0055114; GO:0016491; GO:0016020; GO:0006089; GO:0016901; GO:0019516; GO:0005886; GO:0050660; GO:0009060; GO:0009055,metabolism,C,energy production and conversion,D-lactate dehydrogenase (EC 1.1.1.28)
ldh,b2133,quinone-dependent D-lactate dehydrogenase,0.00010725591999999999,GO:0003824; GO:0048038; GO:0071949; GO:0055085; GO:0005887; GO:0031234; GO:0022904; GO:0009061; GO:0055114; GO:0016491; GO:0016020; GO:0006089; GO:0016901; GO:0019516; GO:0005886; GO:0050660; GO:0009060; GO:0009055,metabolism,C,energy production and conversion,D-lactate dehydrogenase (EC 1.1.1.28)
dmla,b1800,D-malate/3-isopropylmalate dehydrogenase (decarboxylating),6.692289999999999e-05,GO:0005515; GO:0003862; GO:0009027; GO:0005829; GO:0016616; GO:0016491; GO:0051287; GO:0000287; GO:0055114; GO:0005737; GO:0046553; GO:0006108,metabolism,C,energy production and conversion,"D-malate oxidase, NAD-dependent; probable tartrate dehydrogenase"
yeau,b1800,D-malate/3-isopropylmalate dehydrogenase (decarboxylating),6.692289999999999e-05,GO:0005515; GO:0003862; GO:0009027; GO:0005829; GO:0016616; GO:0016491; GO:0051287; GO:0000287; GO:0055114; GO:0005737; GO:0046553; GO:0006108,metabolism,C,energy production and conversion,"D-malate oxidase, NAD-dependent; probable tartrate dehydrogenase"
ttuc,b1800,D-malate/3-isopropylmalate dehydrogenase (decarboxylating),6.692289999999999e-05,GO:0005515; GO:0003862; GO:0009027; GO:0005829; GO:0016616; GO:0016491; GO:0051287; GO:0000287; GO:0055114; GO:0005737; GO:0046553; GO:0006108,metabolism,C,energy production and conversion,"D-malate oxidase, NAD-dependent; probable tartrate dehydrogenase"
dmlr,b1799,DNA-binding transcriptional regulator DmlR,5.748746e-05,GO:0006351; GO:0043565; GO:0005829; GO:0006355; GO:0045892; GO:0003700; GO:0003677; GO:0045893; GO:0006108,information storage and processing,K,transcription,"transcriptional regulator, LysR family"
yeat,b1799,DNA-binding transcriptional regulator DmlR,5.748746e-05,GO:0006351; GO:0043565; GO:0005829; GO:0006355; GO:0045892; GO:0003700; GO:0003677; GO:0045893; GO:0006108,information storage and processing,K,transcription,"transcriptional regulator, LysR family"
dmsa,b0894,dimethyl sulfoxide reductase subunit A,0.00015006068,GO:0030288; GO:0043546; GO:0022900; GO:0031237; GO:0048037; GO:0055114; GO:0051536; GO:0046872; GO:0009389; GO:0005515; GO:0016491; GO:0005886; GO:0009390; GO:0051539; GO:0030151; GO:0016020; GO:0009061; GO:0009055,metabolism,C,energy production and conversion,"dimethyl sulfoxide reductase, anaerobic, subunit A"
"dimethyl sulfoxide reductase, chain a",b0894,dimethyl sulfoxide reductase subunit A,0.00015006068,GO:0030288; GO:0043546; GO:0022900; GO:0031237; GO:0048037; GO:0055114; GO:0051536; GO:0046872; GO:0009389; GO:0005515; GO:0016491; GO:0005886; GO:0009390; GO:0051539; GO:0030151; GO:0016020; GO:0009061; GO:0009055,metabolism,C,energy production and conversion,"dimethyl sulfoxide reductase, anaerobic, subunit A"
dmsb,b0895,dimethyl sulfoxide reductase subunit B,3.796254e-05,GO:0005515; GO:0031237; GO:0055114; GO:0051536; GO:0046872; GO:0009390; GO:0009389; GO:0051539; GO:0009061,metabolism,C,energy production and conversion,"dimethyl sulfoxide reductase, anaerobic, subunit B"
"dimethyl sulfoxide reductase, chain b",b0895,dimethyl sulfoxide reductase subunit B,3.796254e-05,GO:0005515; GO:0031237; GO:0055114; GO:0051536; GO:0046872; GO:0009390; GO:0009389; GO:0051539; GO:0009061,metabolism,C,energy production and conversion,"dimethyl sulfoxide reductase, anaerobic, subunit B"
dmsc,b0896,dimethyl sulfoxide reductase subunit C,5.117116e-05,GO:0005887; GO:0055114; GO:0019645; GO:0016020; GO:0016491; GO:0005886; GO:0009390; GO:0009389; GO:0016021; GO:0009061,metabolism,C,energy production and conversion,"dimethyl sulfoxide reductase, anaerobic, subunit C"
"dimethyl sulfoxide reductase, chain c",b0896,dimethyl sulfoxide reductase subunit C,5.117116e-05,GO:0005887; GO:0055114; GO:0019645; GO:0016020; GO:0016491; GO:0005886; GO:0009390; GO:0009389; GO:0016021; GO:0009061,metabolism,C,energy production and conversion,"dimethyl sulfoxide reductase, anaerobic, subunit C"
dmsd,b1591,redox enzyme maturation protein DmsD,3.87527e-05,GO:0061077; GO:0005829; GO:0016020; GO:0005886; GO:0005515; GO:0031234; GO:0005048; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",Tat proofreading chaperone DmsD
ynfi,b1591,redox enzyme maturation protein DmsD,3.87527e-05,GO:0061077; GO:0005829; GO:0016020; GO:0005886; GO:0005515; GO:0031234; GO:0005048; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones",Tat proofreading chaperone DmsD
dnaa,b3702,chromosomal replication initiator protein DnaA,8.723466e-05,GO:0005886; GO:0042802; GO:0005829; GO:0006260; GO:0008156; GO:0005515; GO:0006270; GO:0009898; GO:0043565; GO:0006275; GO:0005524; GO:0003688; GO:0003677; GO:0000166; GO:0005737,information storage and processing,L,"Replication, recombination, and repair",chromosomal replication initiator protein DnaA
chromosomal replication initiator protein/dna-binding transcriptional dual regulator dnaa,b3702,chromosomal replication initiator protein DnaA,8.723466e-05,GO:0005886; GO:0042802; GO:0005829; GO:0006260; GO:0008156; GO:0005515; GO:0006270; GO:0009898; GO:0043565; GO:0006275; GO:0005524; GO:0003688; GO:0003677; GO:0000166; GO:0005737,information storage and processing,L,"Replication, recombination, and repair",chromosomal replication initiator protein DnaA
dnab,b4052,replicative DNA helicase,8.69674e-05,GO:0010212; GO:0016787; GO:1990077; GO:0042802; GO:0005515; GO:0005829; GO:0006268; GO:0006269; GO:0006260; GO:0005524; GO:0004386; GO:0003678; GO:0003677; GO:0000166,information storage and processing,L,"Replication, recombination, and repair",primary replicative DNA helicase (EC 3.6.1.-)
grpd,b4052,replicative DNA helicase,8.69674e-05,GO:0010212; GO:0016787; GO:1990077; GO:0042802; GO:0005515; GO:0005829; GO:0006268; GO:0006269; GO:0006260; GO:0005524; GO:0004386; GO:0003678; GO:0003677; GO:0000166,information storage and processing,L,"Replication, recombination, and repair",primary replicative DNA helicase (EC 3.6.1.-)
grpa,b4052,replicative DNA helicase,8.69674e-05,GO:0010212; GO:0016787; GO:1990077; GO:0042802; GO:0005515; GO:0005829; GO:0006268; GO:0006269; GO:0006260; GO:0005524; GO:0004386; GO:0003678; GO:0003677; GO:0000166,information storage and processing,L,"Replication, recombination, and repair",primary replicative DNA helicase (EC 3.6.1.-)
grop,b4052,replicative DNA helicase,8.69674e-05,GO:0010212; GO:0016787; GO:1990077; GO:0042802; GO:0005515; GO:0005829; GO:0006268; GO:0006269; GO:0006260; GO:0005524; GO:0004386; GO:0003678; GO:0003677; GO:0000166,information storage and processing,L,"Replication, recombination, and repair",primary replicative DNA helicase (EC 3.6.1.-)
dnac,b4361,DNA replication protein DnaC,4.6372099999999996e-05,GO:0005829; GO:0006260; GO:1990077; GO:0005515; GO:0006271; GO:0006269; GO:0005524; GO:0000166,information storage and processing,L,"Replication, recombination, and repair",replicative DNA helicase loader DnaC
dnad,b4361,DNA replication protein DnaC,4.6372099999999996e-05,GO:0005829; GO:0006260; GO:1990077; GO:0005515; GO:0006271; GO:0006269; GO:0005524; GO:0000166,information storage and processing,L,"Replication, recombination, and repair",replicative DNA helicase loader DnaC
chromosome replication; initiation and chain elongation,b4361,DNA replication protein DnaC,4.6372099999999996e-05,GO:0005829; GO:0006260; GO:1990077; GO:0005515; GO:0006271; GO:0006269; GO:0005524; GO:0000166,information storage and processing,L,"Replication, recombination, and repair",replicative DNA helicase loader DnaC
dnae,b0184,DNA polymerase III subunit &alpha;,0.00021564063999999998,GO:0090305; GO:0071897; GO:0005829; GO:0044776; GO:0016779; GO:0016740; GO:0003824; GO:0003677; GO:0003676; GO:0006260; GO:0005515; GO:0003887; GO:0005737,information storage and processing,L,"Replication, recombination, and repair","DNA polymerase III, alpha subunit (EC 2.7.7.7)"
sdgc,b0184,DNA polymerase III subunit &alpha;,0.00021564063999999998,GO:0090305; GO:0071897; GO:0005829; GO:0044776; GO:0016779; GO:0016740; GO:0003824; GO:0003677; GO:0003676; GO:0006260; GO:0005515; GO:0003887; GO:0005737,information storage and processing,L,"Replication, recombination, and repair","DNA polymerase III, alpha subunit (EC 2.7.7.7)"
polc,b0184,DNA polymerase III subunit &alpha;,0.00021564063999999998,GO:0090305; GO:0071897; GO:0005829; GO:0044776; GO:0016779; GO:0016740; GO:0003824; GO:0003677; GO:0003676; GO:0006260; GO:0005515; GO:0003887; GO:0005737,information storage and processing,L,"Replication, recombination, and repair","DNA polymerase III, alpha subunit (EC 2.7.7.7)"
dnag,b3066,DNA primase,0.0001088379,GO:0016779; GO:0016740; GO:0006260; GO:0003899; GO:1990077; GO:0005515; GO:0046872; GO:0003677; GO:0005829; GO:0008270; GO:0006269; GO:0003896; GO:0005737,information storage and processing,L,"Replication, recombination, and repair",DNA primase (EC 2.7.7.-)
sdga,b3066,DNA primase,0.0001088379,GO:0016779; GO:0016740; GO:0006260; GO:0003899; GO:1990077; GO:0005515; GO:0046872; GO:0003677; GO:0005829; GO:0008270; GO:0006269; GO:0003896; GO:0005737,information storage and processing,L,"Replication, recombination, and repair",DNA primase (EC 2.7.7.-)
parb,b3066,DNA primase,0.0001088379,GO:0016779; GO:0016740; GO:0006260; GO:0003899; GO:1990077; GO:0005515; GO:0046872; GO:0003677; GO:0005829; GO:0008270; GO:0006269; GO:0003896; GO:0005737,information storage and processing,L,"Replication, recombination, and repair",DNA primase (EC 2.7.7.-)
dnap,b3066,DNA primase,0.0001088379,GO:0016779; GO:0016740; GO:0006260; GO:0003899; GO:1990077; GO:0005515; GO:0046872; GO:0003677; GO:0005829; GO:0008270; GO:0006269; GO:0003896; GO:0005737,information storage and processing,L,"Replication, recombination, and repair",DNA primase (EC 2.7.7.-)
dnaj,b0015,chaperone protein DnaJ,6.822600000000001e-05,GO:1903507; GO:0065003; GO:0032991; GO:0051087; GO:0051085; GO:0055114; GO:0015035; GO:0016989; GO:0016032; GO:0042803; GO:0006457; GO:0046872; GO:0031072; GO:0016020; GO:0005524; GO:0005829; GO:0043335; GO:0042026; GO:0005515; GO:0003756; GO:0051082; GO:0009408; GO:0008270; GO:0006260; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones","chaperone Hsp40, co-chaperone with DnaK"
grpc,b0015,chaperone protein DnaJ,6.822600000000001e-05,GO:1903507; GO:0065003; GO:0032991; GO:0051087; GO:0051085; GO:0055114; GO:0015035; GO:0016989; GO:0016032; GO:0042803; GO:0006457; GO:0046872; GO:0031072; GO:0016020; GO:0005524; GO:0005829; GO:0043335; GO:0042026; GO:0005515; GO:0003756; GO:0051082; GO:0009408; GO:0008270; GO:0006260; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones","chaperone Hsp40, co-chaperone with DnaK"
grop,b0015,chaperone protein DnaJ,6.822600000000001e-05,GO:1903507; GO:0065003; GO:0032991; GO:0051087; GO:0051085; GO:0055114; GO:0015035; GO:0016989; GO:0016032; GO:0042803; GO:0006457; GO:0046872; GO:0031072; GO:0016020; GO:0005524; GO:0005829; GO:0043335; GO:0042026; GO:0005515; GO:0003756; GO:0051082; GO:0009408; GO:0008270; GO:0006260; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones","chaperone Hsp40, co-chaperone with DnaK"
dnak co-chaperone hsp40,b0015,chaperone protein DnaJ,6.822600000000001e-05,GO:1903507; GO:0065003; GO:0032991; GO:0051087; GO:0051085; GO:0055114; GO:0015035; GO:0016989; GO:0016032; GO:0042803; GO:0006457; GO:0046872; GO:0031072; GO:0016020; GO:0005524; GO:0005829; GO:0043335; GO:0042026; GO:0005515; GO:0003756; GO:0051082; GO:0009408; GO:0008270; GO:0006260; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones","chaperone Hsp40, co-chaperone with DnaK"
dnak,b0014,chaperone protein DnaK,0.00011473089999999999,GO:1903507; GO:0051787; GO:0042623; GO:0042026; GO:0034605; GO:0032991; GO:0031072; GO:0006986; GO:0051087; GO:0016887; GO:0016989; GO:0065003; GO:0032984; GO:0043531; GO:0044183; GO:0051085; GO:0034620; GO:0051082; GO:0006457; GO:0005829; GO:0043335; GO:0009408; GO:0008270; GO:0005886; GO:0016020; GO:0006260; GO:0005524; GO:0005515; GO:0000166; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones","chaperone Hsp70, co-chaperone with DnaJ"
grpc,b0014,chaperone protein DnaK,0.00011473089999999999,GO:1903507; GO:0051787; GO:0042623; GO:0042026; GO:0034605; GO:0032991; GO:0031072; GO:0006986; GO:0051087; GO:0016887; GO:0016989; GO:0065003; GO:0032984; GO:0043531; GO:0044183; GO:0051085; GO:0034620; GO:0051082; GO:0006457; GO:0005829; GO:0043335; GO:0009408; GO:0008270; GO:0005886; GO:0016020; GO:0006260; GO:0005524; GO:0005515; GO:0000166; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones","chaperone Hsp70, co-chaperone with DnaJ"
grpf,b0014,chaperone protein DnaK,0.00011473089999999999,GO:1903507; GO:0051787; GO:0042623; GO:0042026; GO:0034605; GO:0032991; GO:0031072; GO:0006986; GO:0051087; GO:0016887; GO:0016989; GO:0065003; GO:0032984; GO:0043531; GO:0044183; GO:0051085; GO:0034620; GO:0051082; GO:0006457; GO:0005829; GO:0043335; GO:0009408; GO:0008270; GO:0005886; GO:0016020; GO:0006260; GO:0005524; GO:0005515; GO:0000166; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones","chaperone Hsp70, co-chaperone with DnaJ"
seg,b0014,chaperone protein DnaK,0.00011473089999999999,GO:1903507; GO:0051787; GO:0042623; GO:0042026; GO:0034605; GO:0032991; GO:0031072; GO:0006986; GO:0051087; GO:0016887; GO:0016989; GO:0065003; GO:0032984; GO:0043531; GO:0044183; GO:0051085; GO:0034620; GO:0051082; GO:0006457; GO:0005829; GO:0043335; GO:0009408; GO:0008270; GO:0005886; GO:0016020; GO:0006260; GO:0005524; GO:0005515; GO:0000166; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones","chaperone Hsp70, co-chaperone with DnaJ"
hsp70,b0014,chaperone protein DnaK,0.00011473089999999999,GO:1903507; GO:0051787; GO:0042623; GO:0042026; GO:0034605; GO:0032991; GO:0031072; GO:0006986; GO:0051087; GO:0016887; GO:0016989; GO:0065003; GO:0032984; GO:0043531; GO:0044183; GO:0051085; GO:0034620; GO:0051082; GO:0006457; GO:0005829; GO:0043335; GO:0009408; GO:0008270; GO:0005886; GO:0016020; GO:0006260; GO:0005524; GO:0005515; GO:0000166; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones","chaperone Hsp70, co-chaperone with DnaJ"
heat shock protein 70,b0014,chaperone protein DnaK,0.00011473089999999999,GO:1903507; GO:0051787; GO:0042623; GO:0042026; GO:0034605; GO:0032991; GO:0031072; GO:0006986; GO:0051087; GO:0016887; GO:0016989; GO:0065003; GO:0032984; GO:0043531; GO:0044183; GO:0051085; GO:0034620; GO:0051082; GO:0006457; GO:0005829; GO:0043335; GO:0009408; GO:0008270; GO:0005886; GO:0016020; GO:0006260; GO:0005524; GO:0005515; GO:0000166; GO:0005737,cellular processes and signaling,O,"posttranslational modification, protein turnover, chaperones","chaperone Hsp70, co-chaperone with DnaJ"
dnan,b3701,&beta; sliding clamp,6.737442000000001e-05,GO:0044787; GO:0042803; GO:0042276; GO:0071897; GO:0090305; GO:0006260; GO:0005737; GO:0009360; GO:0008408; GO:0003677; GO:0006974; GO:0042802; GO:0006271; GO:0005829; GO:0016779; GO:0016740; GO:0005515; GO:0003887,information storage and processing,L,"Replication, recombination, and repair","DNA polymerase III, beta subunit (EC 2.7.7.7)"
dna polymerase iii subunit &beta;,b3701,&beta; sliding clamp,6.737442000000001e-05,GO:0044787; GO:0042803; GO:0042276; GO:0071897; GO:0090305; GO:0006260; GO:0005737; GO:0009360; GO:0008408; GO:0003677; GO:0006974; GO:0042802; GO:0006271; GO:0005829; GO:0016779; GO:0016740; GO:0005515; GO:0003887,information storage and processing,L,"Replication, recombination, and repair","DNA polymerase III, beta subunit (EC 2.7.7.7)"
dnaq,b0215,DNA polymerase III subunit &epsilon;,4.498434e-05,GO:0008408; GO:0071897; GO:0090305; GO:0044776; GO:0016787; GO:0006260; GO:0004518; GO:0003677; GO:0003676; GO:0005829; GO:0045004; GO:0046872; GO:0016779; GO:0016740; GO:0005515; GO:0004527; GO:0003887,information storage and processing,L,"Replication, recombination, and repair","DNA polymerase III, epsilon subunit (EC 2.7.7.7)"
mutd,b0215,DNA polymerase III subunit &epsilon;,4.498434e-05,GO:0008408; GO:0071897; GO:0090305; GO:0044776; GO:0016787; GO:0006260; GO:0004518; GO:0003677; GO:0003676; GO:0005829; GO:0045004; GO:0046872; GO:0016779; GO:0016740; GO:0005515; GO:0004527; GO:0003887,information storage and processing,L,"Replication, recombination, and repair","DNA polymerase III, epsilon subunit (EC 2.7.7.7)"
dnat,b4362,primosomal protein DnaT,3.2295299999999996e-05,GO:0042802; GO:0006260; GO:1990077; GO:0005515; GO:0006267; GO:0006269; GO:0006261,Not Assigned,Not Assigned,Not Assigned,Not Assigned
dnax,b0470,"DNA polymerase III subunit &gamma; // ""DNA polymerase III subunit &tau;""",0.00011808908,GO:0043846; GO:0030337; GO:0017111; GO:0016887; GO:0006260; GO:0006259; GO:0005515; GO:0005829; GO:0071897; GO:0006261; GO:0009360; GO:0042802; GO:0003677; GO:0016779; GO:0016740; GO:0005524; GO:0003887; GO:0000166,information storage and processing,L,"Replication, recombination, and repair","DNA polymerase III, gamma subunit (EC 2.7.7.7)/DNA polymerase III, tau subunit (EC 2.7.7.7)"
dnaz,b0470,"DNA polymerase III subunit &gamma; // ""DNA polymerase III subunit &tau;""",0.00011808908,GO:0043846; GO:0030337; GO:0017111; GO:0016887; GO:0006260; GO:0006259; GO:0005515; GO:0005829; GO:0071897; GO:0006261; GO:0009360; GO:0042802; GO:0003677; GO:0016779; GO:0016740; GO:0005524; GO:0003887; GO:0000166,information storage and processing,L,"Replication, recombination, and repair","DNA polymerase III, gamma subunit (EC 2.7.7.7)/DNA polymerase III, tau subunit (EC 2.7.7.7)"
