gene_name	ecocyc_gene_id	b_number	gene_product	go_terms	synonyms	common_name	mw_kda
dgkA	EG10224	b4042	diacylglycerol kinase	GO:0046872 // GO:0042802 // GO:0008610 // GO:0009411 // GO:0016740 // GO:0016301 // GO:0008654 // GO:0006629 // GO:0016310 // GO:0005524 // GO:0000166 // GO:0005886 // GO:0016021 // GO:0016020 // GO:0004143 // GO:0006654	DgkA	diacylglycerol kinase	13.245
arcZ	G0-8871	b4450	small regulatory RNA ArcZ	GO:0001072 // GO:1900191 // GO:2000146 // GO:0071468 // GO:0045948 // GO:0048027 // GO:0005515	"SraH // ""PsrA16"" // ""RyhA"" // ""ArcZ"""	small regulatory RNA ArcZ	
fabG	EG11318	b1093	3-oxoacyl-[acyl-carrier-protein] reductase FabG	GO:0016616 // GO:0102131 // GO:0102132 // GO:0016491 // GO:0006631 // GO:0006629 // GO:0042802 // GO:0051287 // GO:0050661 // GO:0030497 // GO:0005829 // GO:0046872 // GO:0009102 // GO:0055114 // GO:0008610 // GO:0006633 // GO:0004316	"FabG // ""3-oxoacyl-[acyl-carrier-protein] reductase subunit"""	3-oxoacyl-[acyl-carrier-protein] reductase FabG	25.56
gstB	G6438	b0838	glutathione S-transferase GstB	GO:0043295 // GO:0005737 // GO:0055114 // GO:0030611 // GO:0005829 // GO:0042802 // GO:0005515 // GO:0016740 // GO:0004364	"GstB // ""YliJ"""	glutathione S-transferase GstB	23.713
cysQ	EG10043	b4214	EG10043-MONOMER	GO:0050427 // GO:0006790 // GO:0016311 // GO:0046872 // GO:0016787 // GO:0046854 // GO:0005886 // GO:0000103 // GO:0008441 // GO:0016020 // GO:0000287	"Amt // ""AmtA"" // ""CysQ"""		27.176
sroH	G0-9388	b4691	small RNA SroH	GO:0003729	SroH	small RNA SroH	
arpA	EG11208	b4017	regulator of acetyl CoA synthetase	GO:0005829 // GO:0005737	"ArpA // ""YjaC"" // ""Arp"""	regulator of acetyl CoA synthetase	82.598
pxpB	G6380	b0711	5-oxoprolinase component B	GO:0017168 // GO:0016787 // GO:0005524 // GO:0000166 // GO:0005829	"PxpB // ""YbgJ"" // ""putative hydrolase subunit YbgJ"""	5-oxoprolinase component B	23.947
gnsB	G6823	b1550	Qin prophage; protein GnsB	GO:0005829 // GO:0006636	"GnsB // ""YdfY"""	Qin prophage; protein GnsB	6.548
sraB	G0-8862	b4418	small RNA SraB	GO:0005515	"SraB // ""PsrA4"" // ""Pke20"" // ""PsrD"""	small RNA SraB	
glpF	EG10396	b3927	glycerol facilitator	GO:0006833 // GO:0055085 // GO:0015267 // GO:0016020 // GO:0071288 // GO:0015168 // GO:0005886 // GO:0046872 // GO:0016021 // GO:0015793 // GO:0015254	GlpF	glycerol facilitator	29.78
yiiM	EG11870	b3910	2-amino-6-N-hydroxylaminopurine resistance protein	GO:0043546 // GO:0042803 // GO:0009407 // GO:0005829 // GO:0030170 // GO:0030151 // GO:0003824 // GO:0009636	"YiiM // ""protein involved in base analog detoxification"""	2-amino-6-N-hydroxylaminopurine resistance protein	25.343
acpT	EG12221	b3475	holo-[acyl carrier protein] synthase 2	GO:0005829 // GO:0016740 // GO:0000287 // GO:0018070 // GO:0006633 // GO:0008897	"YhhU // ""AcpT"" // ""o195"" // ""ORF195"""	holo-[acyl carrier protein] synthase 2	21.768
chiX	G0-9382	b4585	small regulatory RNA ChiX	GO:1900191 // GO:0003729 // GO:0048027 // GO:0005515 // GO:0035194	"SroB // ""RybC"" // ""MicM"" // ""ChiX"""	small regulatory RNA ChiX	
accC	EG10276	b3256	biotin carboxylase	GO:0005515 // GO:0016874 // GO:0006631 // GO:0006629 // GO:0046872 // GO:2001295 // GO:0005829 // GO:0042803 // GO:0045717 // GO:0006633 // GO:0005524 // GO:0000166 // GO:0004075 // GO:0003989 // GO:0005737	"AccC // ""FabG"""	biotin carboxylase	49.321
sodA	EG10953	b3908	superoxide dismutase (Mn)	GO:0005829 // GO:0016491 // GO:0042803 // GO:0010447 // GO:0003677 // GO:0006979 // GO:0009408 // GO:0071291 // GO:0019430 // GO:0016209 // GO:0055114 // GO:0046872 // GO:0030145 // GO:0006801 // GO:0004784 // GO:0005737	"SodA // ""MnSOD"""	superoxide dismutase (Mn)	23.097
cfa	EG11531	b1661	cyclopropane fatty acyl phospholipid synthase	GO:0031234 // GO:0071890 // GO:0042803 // GO:0016740 // GO:0008168 // GO:0006629 // GO:0006633 // GO:0005829 // GO:0032259 // GO:0030258 // GO:0008610 // GO:0005737 // GO:0008825	"Cfa // ""CdfA"""	cyclopropane fatty acyl phospholipid synthase	43.909
sokX	G0-10695	b4701	small RNA SokX		SokX	small RNA SokX	
acpS	EG10247	b2563	holo-[acyl-carrier-protein] synthase	GO:0005829 // GO:0006631 // GO:0006629 // GO:0000287 // GO:0018070 // GO:0046872 // GO:0016740 // GO:0006633 // GO:0008897 // GO:0005737	"AcpS // ""Dpj"" // ""AcpSholo"""	holo-[acyl-carrier-protein] synthase	14.052
paoB	G6156	b0285	"aldehyde dehydrogenase, FAD-binding subunit"	GO:0071949 // GO:0051539 // GO:0051536 // GO:0047770 // GO:0046872 // GO:0016491 // GO:0005515 // GO:0030288 // GO:0016903 // GO:0042597 // GO:0050660 // GO:0055114	"YagS // ""PaoB"""	"aldehyde dehydrogenase, FAD-binding subunit"	33.858
xdhB	G7486	b2867	putative xanthine dehydrogenase FAD-binding subunit XdhB	GO:0050660 // GO:0005829 // GO:0055114 // GO:0009114 // GO:0071949 // GO:0006150 // GO:0016491 // GO:0006166 // GO:0006144 // GO:0004854	"XdhB // ""YgeT"""	putative xanthine dehydrogenase FAD-binding subunit XdhB	31.557
sdsR	G0-8883	b4433	small regulatory RNA SdsR	GO:0040033 // GO:0061157 // GO:0048027 // GO:0005515 // GO:1900191 // GO:1902201	"RyeB // ""Tkpe79"" // ""SdsR"""	small regulatory RNA SdsR	
nudC	EG11702	b3996	RNA decapping hydrolase	GO:0110155 // GO:0110153 // GO:0048255 // GO:0019677 // GO:0006742 // GO:0006734 // GO:0000287 // GO:0006402 // GO:0034661 // GO:0008270 // GO:0042803 // GO:0005829 // GO:0046872 // GO:0016787 // GO:0035529 // GO:0030145 // GO:0000210	"NudC // ""YjaD"" // ""NADH pyrophosphatase"""	RNA decapping hydrolase	29.689
nnr	EG11758	b4167	NAD(P)HX epimerase / NAD(P)HX dehydratase	GO:0046496 // GO:0110051 // GO:0005515 // GO:0016853 // GO:0016829 // GO:0003824 // GO:0046872 // GO:0008152 // GO:0005524 // GO:0000166 // GO:0052855 // GO:0052856 // GO:0052857	"Nnr // ""YjeF"""	NAD(P)HX epimerase / NAD(P)HX dehydratase	54.65
xdhC	G7487	b2868	putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC	GO:0055114 // GO:0016491 // GO:0022900 // GO:0005829 // GO:0009055 // GO:0009114 // GO:0051537 // GO:0051536 // GO:0046872 // GO:0006166 // GO:0006144	"YgeU // ""XdhC"""	putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC	16.922
ybcJ	EG12879	b0528	putative RNA-binding protein YbcJ	GO:0006412 // GO:0005829 // GO:0003723	YbcJ	putative RNA-binding protein YbcJ	7.39
yjjG	EG12115	b4374	pyrimidine 5'-nucleotidase YjjG	GO:0016311 // GO:0005829 // GO:0046872 // GO:0016787 // GO:0016791 // GO:0030145 // GO:0005737 // GO:0000166 // GO:0019859 // GO:0043100 // GO:0009410 // GO:0008253	YjjG	pyrimidine 5'-nucleotidase YjjG	25.301
katG	EG10511	b3942	catalase/hydroperoxidase HPI	GO:0098869 // GO:0016491 // GO:0042802 // GO:0070301 // GO:0020037 // GO:0006979 // GO:0055114 // GO:0005829 // GO:0046872 // GO:0042744 // GO:0004096 // GO:0004601	"KatG // ""hydroperoxidase I"""	catalase/hydroperoxidase HPI	80.024
xdhD	G7500	b2881	fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit	GO:0046872 // GO:0005506 // GO:0055114 // GO:0051537 // GO:0051536 // GO:0016491 // GO:0006166 // GO:0006144	"YgfN // ""XdhD"""	fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit	103.519
xdhA	G7485	b2866	putative xanthine dehydrogenase molybdenum-binding subunit XdhA	GO:0009114 // GO:0046872 // GO:0055114 // GO:0016491 // GO:0006166 // GO:0006144 // GO:0004854	"YgeS // ""XdhA"""	putative xanthine dehydrogenase molybdenum-binding subunit XdhA	81.321
ryfA	G0-8879	b4440	small regulatory RNA RyfA	GO:1900191 // GO:1902201	"RyfA // ""PAIR3b"" // ""Tp1"""	small regulatory RNA RyfA	
yhhY	G7758	b3441	N-acetyltransferase YhhY	GO:0050176 // GO:0005829 // GO:0008080 // GO:0016740 // GO:0016746	YhhY	N-acetyltransferase YhhY	18.794
rhlE	EG11235	b0797	ATP-dependent RNA helicase RhlE	GO:0005829 // GO:0009408 // GO:0042254 // GO:0005737 // GO:0016787 // GO:0004386 // GO:0003676 // GO:0042255 // GO:0003724 // GO:0005524 // GO:0003723 // GO:0000166	RhlE	ATP-dependent RNA helicase RhlE	49.989
gpr	G7558	b3001	L-glyceraldehyde 3-phosphate reductase	GO:0051596 // GO:0016491 // GO:0055114 // GO:0006974 // GO:0016616	"Gpr // ""MgrA"" // ""YghZ"" // ""AKR14A1"""	L-glyceraldehyde 3-phosphate reductase	38.832
ycbX	G6487	b0947	6-N-hydroxylaminopurine resistance protein	GO:0022900 // GO:0009636 // GO:0030288 // GO:0051537 // GO:0051536 // GO:0030170 // GO:0030151 // GO:0009055 // GO:0003824 // GO:0009407 // GO:0005515	"YcbX // ""protein involved in base analog detoxification"""	6-N-hydroxylaminopurine resistance protein	40.644
yajO	G6236	b0419	1-deoxyxylulose-5-phosphate synthase YajO	GO:1902767 // GO:0005829 // GO:0006772 // GO:0055114 // GO:0016491	YajO	1-deoxyxylulose-5-phosphate synthase YajO	36.42
mrp	EG10611	b2113	P-loop NTPase family protein Mrp	GO:0051539 // GO:0016887 // GO:0016226 // GO:0016787 // GO:0046872 // GO:0051536 // GO:0005829 // GO:0005524 // GO:0000166	Mrp	P-loop NTPase family protein Mrp	39.938
ydbD	EG11310	b1407	DUF2773 domain-containing protein YdbD	GO:0005886 // GO:0051595	"YdbD // ""protein involved in detoxification of methylglyoxal"""	DUF2773 domain-containing protein YdbD	86.716
iscU	G7324	b2529	scaffold protein for iron-sulfur cluster assembly	GO:0005737 // GO:0005623 // GO:0008198 // GO:0006879 // GO:0005829 // GO:0051536 // GO:0005506 // GO:0051539 // GO:0051537 // GO:0042802 // GO:0005515 // GO:0016226	"NifU // ""YfhN"" // ""IscU"""	scaffold protein for iron-sulfur cluster assembly	13.849
mobB	EG11828	b3856	molybdopterin-guanine dinucleotide biosynthesis adaptor protein	GO:0005515 // GO:0042803 // GO:0005829 // GO:0006777 // GO:0005525 // GO:0000166	"YihC // ""MobB"""	molybdopterin-guanine dinucleotide biosynthesis adaptor protein	19.363
rcnB	G7139	b2107	periplasmic protein involved in nickel/cobalt export	GO:0005507 // GO:1901652 // GO:0005829 // GO:0042597 // GO:0006974 // GO:0010045 // GO:0032025 // GO:0030288	"RcnB // ""YohN"""	periplasmic protein involved in nickel/cobalt export	12.466
panZ	EG12211	b3459	"acetyl-CoA-bound PanD maturation factor // ""PanD maturation factor"""	GO:0008080 // GO:1905502 // GO:0043086 // GO:0005829 // GO:0031638 // GO:0005515 // GO:0016485 // GO:0015940	"PanZ // ""PanM"" // ""LivL"" // ""YhhK"""	"acetyl-CoA-bound PanD maturation factor // ""PanD maturation factor"""	14.506
pxpC	G6381	b0712	5-oxoprolinase component C	GO:0017168 // GO:0016787 // GO:0005524 // GO:0000166 // GO:0005829	"PxpC // ""YbgK"" // ""putative carboxyltransferase subunit YbgK"""	5-oxoprolinase component C	34.386
sodB	EG10954	b1656	superoxide dismutase (Fe)	GO:0005829 // GO:0046872 // GO:0016491 // GO:0005506 // GO:0019430 // GO:0000303 // GO:0055114 // GO:0006801 // GO:0004784 // GO:0005737	SodB	superoxide dismutase (Fe)	21.266
paoA	G6157	b0286	"aldehyde dehydrogenase, Fe-S subunit"	GO:0047770 // GO:0022900 // GO:0051536 // GO:0016491 // GO:0009055 // GO:0005515 // GO:0030288 // GO:0016903 // GO:0046872 // GO:0042597 // GO:0055114 // GO:0051537	"YagT // ""PaoA"""	"aldehyde dehydrogenase, Fe-S subunit"	24.343
yeaK	G6973	b1787	mischarged aminoacyl-tRNA deacylase	GO:0106074 // GO:0045903 // GO:0002196 // GO:0005829 // GO:0002161	"YeaK // ""ProXp-y"" // ""ProXp-ST1"""	mischarged aminoacyl-tRNA deacylase	17.851
hxpB	G6932	b1727	hexitol phosphatase B	GO:0005975 // GO:0050084 // GO:0050286 // GO:0016311 // GO:0005829 // GO:0050308 // GO:0046872 // GO:0016791 // GO:0016787 // GO:0000287 // GO:0004346 // GO:0003850	"HxpB // ""YniC"" // ""2-deoxyglucose-6-phosphate phosphatase"" // ""HAD1"""	hexitol phosphatase B	24.33
citG	G6339	b0613	G6339-MONOMER	GO:0005829 // GO:0051191 // GO:0016310 // GO:0005524 // GO:0000166 // GO:0016740 // GO:0046917	"YbdT // ""CitG"""		31.644
yjjX	EG12600	b4394	ITPase/XTPase	GO:0005829 // GO:0016787 // GO:0046872 // GO:0046677 // GO:0009117 // GO:0000166 // GO:0006772 // GO:0017111	YjjX	ITPase/XTPase	18.213
ygfZ	G7511	b2898	folate-binding protein	GO:0016226 // GO:0005829 // GO:0009451 // GO:0008033 // GO:0005737 // GO:0005542	"YzzW // ""YgfZ"""	folate-binding protein	36.094
gstA	G6878	b1635	glutathione S-transferase GstA	GO:0042542 // GO:0042803 // GO:0016740 // GO:0005829 // GO:0005737 // GO:0004364	"Gst // ""GstA"""	glutathione S-transferase GstA	22.868
safA	G6790	b1500	two-component system connector SafA	GO:0005515 // GO:0010447 // GO:0016021 // GO:0016020 // GO:0005886 // GO:0005887 // GO:0030295	"SafA // ""YneN"""	two-component system connector SafA	7.272
arsC	EG12237	b3503	EG12237-MONOMER	GO:0005829 // GO:0006974 // GO:0055114 // GO:0046685 // GO:0016491 // GO:0008794	"ArsG // ""ArsC"""		15.853
proA	EG10767	b0243	glutamate-5-semialdehyde dehydrogenase	GO:0016620 // GO:0005515 // GO:0042802 // GO:0016491 // GO:0008652 // GO:0055129 // GO:0005829 // GO:0055114 // GO:0050661 // GO:0004350 // GO:0006561 // GO:0005737	ProA	glutamate-5-semialdehyde dehydrogenase	44.63
yqiI	G7587	b3048	putative fimbrial protein YqiI	GO:0005576 // GO:0051595	YqiI	putative fimbrial protein YqiI	38.555
proB	EG10768	b0242	glutamate 5-kinase	GO:0042803 // GO:1901973 // GO:0042802 // GO:0016740 // GO:0016301 // GO:0008652 // GO:0003723 // GO:0055129 // GO:0005829 // GO:0016310 // GO:0005524 // GO:0000166 // GO:0000287 // GO:0004349 // GO:0006561 // GO:0005737	ProB	glutamate 5-kinase	39.056
proC	EG10769	b0386	pyrroline-5-carboxylate reductase	GO:0042802 // GO:0016491 // GO:0055129 // GO:0005829 // GO:0008652 // GO:0055114 // GO:0004735 // GO:0005737 // GO:0006561	ProC	pyrroline-5-carboxylate reductase	28.145
tpx	G6660	b1324	lipid hydroperoxide peroxidase	GO:0005623 // GO:0051920 // GO:0098869 // GO:0016684 // GO:0016491 // GO:0016209 // GO:0004601 // GO:0045454 // GO:0005829 // GO:0055114 // GO:0034599 // GO:0032843 // GO:0042597 // GO:0008379 // GO:0005737 // GO:0005515	"YzzJ // ""Tpx"" // ""p20"" // ""scavengase"" // ""scavengase p20"" // ""thiol peroxidase"""	lipid hydroperoxide peroxidase	17.835
thrL	EG11277	b0001	thr operon leader peptide	GO:0031554 // GO:0005829 // GO:0031556 // GO:0031555 // GO:0008652 // GO:0009088	ThrL	thr operon leader peptide	2.138
tdcC	EG10991	b3116	threonine/serine:H+ symporter	GO:1902600 // GO:0015171 // GO:0032329 // GO:0022889 // GO:0016020 // GO:0015293 // GO:0006865 // GO:0003333 // GO:0015565 // GO:0005886 // GO:0015825 // GO:0015826 // GO:0015194 // GO:0015195 // GO:0015295 // GO:0005887 // GO:0016021	"TdcC // ""threonine/serine STP transporter"""	threonine/serine:H+ symporter	48.879
ahpC	EG11384	b0605	"alkyl hydroperoxide reductase, AhpC component"	GO:0042744 // GO:0019290 // GO:0008379 // GO:0005623 // GO:0045454 // GO:0098869 // GO:0009321 // GO:0042802 // GO:0033214 // GO:0016491 // GO:0016209 // GO:0006979 // GO:0032843 // GO:0016684 // GO:0009970 // GO:0005515 // GO:0033194 // GO:0033195 // GO:0005737 // GO:0055114 // GO:0005829 // GO:0051920 // GO:0004601	"Tpx // ""AhpC"" // ""alkyl hydroperoxide reductase, C22 subunit"" // ""Ssi8"""	"alkyl hydroperoxide reductase, AhpC component"	20.761
rhtC	EG11468	b3823	L-threonine exporter	GO:0015291 // GO:0005887 // GO:0015826 // GO:0015565 // GO:0042970 // GO:0042968 // GO:0006865 // GO:0005886 // GO:0016021 // GO:0016020	"YigJ // ""RhtC"""	L-threonine exporter	22.474
thrB	EG10999	b0003	homoserine kinase	GO:0016740 // GO:0016301 // GO:0008652 // GO:0006566 // GO:0005829 // GO:0016310 // GO:0005524 // GO:0000166 // GO:0004413 // GO:0009088 // GO:0005737	ThrB	homoserine kinase	33.624
pxpA	G6382	b0713	5-oxoprolinase component A	GO:0017168 // GO:0016787 // GO:0005524 // GO:0000166 // GO:0005829 // GO:0005975 // GO:0003824	"PxpA // ""YbgL"" // ""putative lactam utilization protein"" // ""putative glycoside hydrolase YbgL"""	5-oxoprolinase component A	25.8
thrC	EG11000	b0004	THRESYN-MONOMER	GO:0016829 // GO:0008652 // GO:0006520 // GO:0030170 // GO:0005829 // GO:0004795 // GO:0009088	ThrC		47.114
metJ	EG10588	b3938	DNA-binding transcriptional repressor MetJ	GO:0045892 // GO:0005515 // GO:0002055 // GO:0006555 // GO:0003700 // GO:0005829 // GO:0006355 // GO:0008652 // GO:0006355 // GO:0003677 // GO:0009086 // GO:0005737	MetJ	DNA-binding transcriptional repressor MetJ	12.141
yeiG	EG12026	b2154	S-formylglutathione hydrolase / S-lactoylglutathione hydrolase	GO:0005829 // GO:0032991 // GO:0042802 // GO:0051289 // GO:0052689 // GO:0016787 // GO:0004416 // GO:0019243 // GO:0046294 // GO:0018738	YeiG	S-formylglutathione hydrolase / S-lactoylglutathione hydrolase	31.259
metC	EG10583	b3008	cystathionine &beta;-lyase / L-cysteine desulfhydrase / alanine racemase	GO:0047804 // GO:0019346 // GO:0008784 // GO:0042802 // GO:0051289 // GO:0019450 // GO:0016829 // GO:0003824 // GO:0006520 // GO:0005829 // GO:0080146 // GO:0030170 // GO:0008652 // GO:0004121 // GO:0009086 // GO:0005737	MetC	cystathionine &beta;-lyase / L-cysteine desulfhydrase / alanine racemase	43.212
bisC	EG10124	b3551	biotin sulfoxide reductase	GO:0009061 // GO:0043546 // GO:0022900 // GO:0030288 // GO:0046872 // GO:0016491 // GO:0009055 // GO:0005829 // GO:0033744 // GO:0055114 // GO:0030151	BisC	biotin sulfoxide reductase	85.851
frmB	G6208	b0355	S-formylglutathione hydrolase FrmB	GO:0052689 // GO:0005829 // GO:0016787 // GO:0046294 // GO:0046292 // GO:0018738	"YaiM // ""FrmB"""	S-formylglutathione hydrolase FrmB	31.424
metR	EG10591	b3828	DNA-binding transcriptional dual regulator MetR	GO:0005829 // GO:0003700 // GO:0016597 // GO:0008652 // GO:0006355 // GO:0003677 // GO:0009086 // GO:0005737	MetR	DNA-binding transcriptional dual regulator MetR	35.629
metE	EG10584	b3829	HOMOCYSMET-MONOMER	GO:0050667 // GO:0035999 // GO:0008705 // GO:0008276 // GO:0006479 // GO:0005515 // GO:0016740 // GO:0008168 // GO:0046872 // GO:0005829 // GO:0032259 // GO:0008652 // GO:0008270 // GO:0003871 // GO:0009086	MetE		84.673
dtd	EG11852	b3887	D-aminoacyl-tRNA deacylase	GO:0043908 // GO:0019478 // GO:0016788 // GO:0106074 // GO:0005515 // GO:0003723 // GO:0000049 // GO:0106026 // GO:0051499 // GO:0005829 // GO:0009408 // GO:0042803 // GO:0002161 // GO:0016787 // GO:0051500 // GO:0005737 // GO:0006399	"Dtd // ""YihZ"" // ""D-Tyr-tRNATyr deacylase"""	D-aminoacyl-tRNA deacylase	15.95
metA	EG10581	b4013	homoserine O-succinyltransferase	GO:0004414 // GO:0016746 // GO:0016740 // GO:0019281 // GO:0005829 // GO:0042803 // GO:0008652 // GO:0008899 // GO:0009086 // GO:0005737	MetA	homoserine O-succinyltransferase	35.727
mmuP	G6135	b0260	B0260-MONOMER	GO:0055085 // GO:0022857 // GO:0015171 // GO:0003333 // GO:0006865 // GO:0015806 // GO:0000100 // GO:0005887 // GO:0005886 // GO:0016021 // GO:0016020 // GO:0009086	"MmuP // ""YkfD"""		50.526
paoC	G6155	b0284	aldehyde dehydrogenase: molybdenum cofactor-binding subunit	GO:0047770 // GO:0046872 // GO:0016491 // GO:0006974 // GO:0005515 // GO:0030288 // GO:0016903 // GO:0042597 // GO:0055114 // GO:0030151	"YagR // ""PaoC"""	aldehyde dehydrogenase: molybdenum cofactor-binding subunit	78.088
metH	EG10587	b4019	cobalamin-dependent methionine synthase	GO:0050667 // GO:0035999 // GO:0008276 // GO:0006479 // GO:0005829 // GO:0016740 // GO:0008168 // GO:0046872 // GO:0044237 // GO:0042558 // GO:0032259 // GO:0005737 // GO:0031419 // GO:0008652 // GO:0008270 // GO:0008705 // GO:0009086	MetH	cobalamin-dependent methionine synthase	135.996
mmuM	G6136	b0261	MMUM-MONOMER	GO:0033528 // GO:0047150 // GO:0008270 // GO:0005829 // GO:0033477 // GO:0006974 // GO:0032259 // GO:0046872 // GO:0016740 // GO:0008652 // GO:0008168 // GO:0008898 // GO:0009086	"YagD // ""MmuM"""		33.423
yieF	EG11723	b3713	chromate reductase	GO:0005829 // GO:0055114 // GO:0003955 // GO:0016491 // GO:0010181 // GO:0006805	"ChrR // ""YieF"""	chromate reductase	20.376
asnA	EG10091	b3744	asparagine synthetase A	GO:0042802 // GO:0042803 // GO:0016874 // GO:0008652 // GO:0070981 // GO:0006974 // GO:0005829 // GO:0000166 // GO:0005737 // GO:0005524 // GO:0004071 // GO:0006529	AsnA	asparagine synthetase A	36.651
katE	EG10509	b1732	catalase HPII	GO:0098869 // GO:0046872 // GO:0016491 // GO:0004601 // GO:0006979 // GO:0005506 // GO:0006972 // GO:0042802 // GO:0006974 // GO:0005737 // GO:0055114 // GO:0005829 // GO:0042744 // GO:0020037 // GO:0004096	KatE	catalase HPII	84.162
ansP	G6764	b1453	ANSP-MONOMER	GO:0055085 // GO:0022857 // GO:0005886 // GO:0016021 // GO:0016020 // GO:0006865	"YncF // ""AnsP"" // ""L-asparagine permease"""		54.233
sseA	EG11600	b2521	3-mercaptopyruvate sulfurtransferase	GO:0019346 // GO:0006979 // GO:0042262 // GO:0005829 // GO:0016740 // GO:0046677 // GO:0005737 // GO:0004792 // GO:0016784	"MstA // ""SseA"""	3-mercaptopyruvate sulfurtransferase	30.812
asnC	EG10093	b3743	DNA-binding transcriptional dual regulator AsnC	GO:0005515 // GO:0006355 // GO:0003677 // GO:0005829 // GO:0045893 // GO:0045892 // GO:0043200 // GO:0016597 // GO:0043565 // GO:0003700 // GO:0005737	AsnC	DNA-binding transcriptional dual regulator AsnC	16.888
