SwissProt ID,SwissProt accession,Protein description,Observed parent ions,Protein score,Observable peptides,PAI lysate,emPAI,emPAI-derived copy no/cell (see Figure 2),Detection Frequency,Molecular mass (Da),Isoelectric point (pI),GRAVY (Kyte-Doolittle),number of alternating hydrophobic/hydrophilic stretches,CAI,Essentiality,hgt,Expr_value,FunCat (v.1.3) top level classification,FunCat (v.1.3) complete classification,FunCat class description,SCOP Fold,SCOP Family,SCOP Class,SCOP Fold Description,TMHMM 2.0 number of transmembrane segments,PSORT localisation,Experimentally derived localization,Group,Operon,Running Number,ribosomal protein,log copynumber
PGMU_ECOLI,P36938,Phosphoglucomutase (EC 5.4.2.2) (Glucose phosphomutase) (PGM),19,902,24,0.79,5.19E+00,7.53E+02,0.008813901,58362,5.52,-0.17,15,0.53,N,,1.2,"01,40",01;40.03;01.05;40;,METABOLISM; SUBCELLULAR LOCALISATION; ,c.84,c.84.1;,Alpha and beta proteins (a/b),"Phosphoglucomutase, first 3 domains",0,Unknown,C,low,,198,no,2.876794976
CAN_ECOLI,P61517,Carbonic anhydrase 2 (EC 4.2.1.1),17,837,8,2.13,1.32E+02,4.94E+03,0.021953279,25098,6.64,-0.23,4,,,,,1,01;01.05;01.05.01;01.05.01.01;01.05.01.01.01;,METABOLISM; ,c.53,c.53.2;,Alpha and beta proteins (a/b),Resolvase-like,0,Cytoplasmic,,high,,199,no,3.693726949
FTSH_ECOLI,P28691,Cell division protein ftsH (EC 3.4.24.-),19,839,30,0.63,3.30E+00,5.79E+02,0.008813901,70709,6.16,-0.26,13,,,,,"63,03,40,06,62",62.01;63.19;63.17;63;06.13;63.17.09;62.01.05;06;63.19.03;40.02;03;06.07;03.03;63.01;03.03.01;40;62;06.07.11;,"PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); CELL CYCLE AND DNA PROCESSING; SUBCELLULAR LOCALISATION; PROTEIN FATE (folding, modification, destination); PROTEIN ACTIVITY REGULATION; ",c.37,c.37.1;,Alpha and beta proteins (a/b),P-loop containing nucleotide triphosphate hydrolases,2,CytoplasmicMembrane,OM,low,ftsJ-hflB,200,no,2.762678564
HLPA_ECOLI,P11457,Histone-like protein HLP-1 precursor (DNA-binding 17 kDa protein),15,735,7,2.14,1.38E+02,5.06E+03,0.048484848,17689,10.49,-0.47,4,0.62,N,,1.64,"63,40,06",63.03.01;06.10;63;40.31;63.03;40.37;40;06;,"PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; PROTEIN FATE (folding, modification, destination); ",,,,,0,OuterMembrane,,high,,201,no,3.704150517
RL28_ECOLI,P02428,50S ribosomal protein L28,19,818,5,3.8,6.31E+03,4.67E+04,0.070007555,8876,11.97,-0.68,3,,,,,"63,05,40",05.01.01;63;05;40.03;63.03.03;63.03;05.01;40;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; ,,,,,0,Cytoplasmic,,-,radC-rpmBG-mutM,202,yes,4.669316881
RL18_ECOLI,P02419,50S ribosomal protein L18,19,817,4,4.75,5.62E+04,1.66E+05,0.04784689,12771,11.2,-0.39,4,,,,1.59,"63,05,40",05.01.01;63;05;40.03;63.03.03;63.03;05.01;40;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; ,c.55,c.55.4;,Alpha and beta proteins (a/b),Ribonuclease H-like motif,0,Cytoplasmic,,-,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-prlA-rpmJ,203,yes,5.220108088
RL17_ECOLI,P02416,50S ribosomal protein L17,18,791,4,4.5,3.16E+04,1.19E+05,0.06804891,14366,11.66,-0.56,0,0.55,X,,1.43,"63,05,40",05.01.01;63;05;40.03;63.03.03;63.03;05.01;40;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; ,d.188,d.188.1;,Alpha and beta proteins (a+b),Prokaryotic ribosomal protein L17,0,Unknown,,-,rpsMKD-rpoA-rplQ,204,yes,5.075546961
YHGF_ECOLI,P46837,Protein yhgF,18,783,40,0.45,1.82E+00,4.10E+02,0.010898458,85121,6.25,-0.33,19,0.45,N,,,99,99;,UNCLASSIFIED PROTEINS; ,b.40,b.40.4;,All beta proteins,OB-fold,0,Cytoplasmic,,low,,205,no,2.612783857
NUCD_ECOLI,P33599,"NADH-quinone oxidoreductase chain C/D (EC 1.6.99.5) (NADH dehydrogenase I, chain C/D) (NDH",19,798,32,0.59,2.92E+00,5.40E+02,0.011332158,68696,6.39,-0.31,19,,,,,"63,02",63;63.21.07;02;63.21;02.11.05;02.11;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ENERGY; ,,,,,0,Cytoplasmic,,low,nuoABCEFGHIJKLMN,206,no,2.73239376
GLF_ECOLI,P37747,UDP-galactopyranose mutase (EC 5.4.99.9),18,754,19,0.95,7.86E+00,9.59E+02,0.01143009,42967,7.12,-0.54,7,,X,,,"01,63",01.06;01;63;01.05.01.03.02;01.05;63.21;01.05.01;63.21.05;01.06.01.03;01.06.01;01.05.01.03;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ,"c.4,d.16",d.16.1;c.4.1;,"Alpha and beta proteins (a/b),Alpha and beta proteins (a+b)","FAD-linked reductases, C-terminal domain,Nucleotide-binding domain",0,Cytoplasmic,C,low,,207,no,2.981818607
TNAA_ECOLI,P00913,Tryptophanase (EC 4.1.99.1) (L-tryptophan indole-lyase) (TNase),18,754,21,0.86,6.20E+00,8.35E+02,0.019670388,52775,6.16,-0.22,13,,,,,"01,63",01.01;01;01.01.10.05.07;63;01.01.10;01.01.10.05;63.01;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ,c.67,c.67.1;c.67.1;,Alpha and beta proteins (a/b),PLP-dependent transferases,0,Cytoplasmic,,low,tnaCAB,208,no,2.921686475
OMPF_ECOLI,P02931,Outer membrane protein F precursor (Porin ompF) (Outer membrane protein 1A) (Outer membran,18,753,16,1.13,1.23E+01,1.25E+03,0.006645401,39334,4.6,-0.4,10,0.66,N,,2.23,"67,40,30,20",67.01;40.31;30;30.31;20;67.01.99;40;20.05;67;,TRANSPORT FACILITATION; SUBCELLULAR LOCALISATION; CONTROL OF CELLULAR ORGANIZATION; SYSTEMIC REGULATION OF / INTERACTION WITH ENVIRONMENT; ,f.4,f.4.3;,Membrane and cell surface proteins and peptides,Transmembrane beta-barrels,0,OuterMembrane,OM,low,ompF,209,no,3.096910013
PUTA_ECOLI,P09546,Bifunctional putA protein [Includes: Proline dehydrogenase (EC 1.5.99.8) (Proline oxidase),19,708,54,0.35,1.25E+00,3.29E+02,0.010828507,143816,5.88,-0.13,34,0.37,N,,,"01,63,04",01;63;01.01.10.01.01;01.01.10;01.01.10.01;04.05;04.05.01.04;63.21.05;01.01;04;04.05.01.04.03;04.05.01;63.21;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); TRANSCRIPTION; ,c.82,c.82.1;,Alpha and beta proteins (a/b),ALDH-like,0,Cytoplasmic,OM,low,putA,210,no,2.517195898
FHUA_ECOLI,P06971,Ferrichrome-iron receptor precursor (Ferric hydroxamate uptake) (Ferric hydroxamate recept,18,681,34,0.53,2.38E+00,4.79E+02,0.005582137,82183,5.43,-0.48,30,0.46,N,,,"63,40,13",13.01;13.01.01;63.17;63;13;63.17.09;40;40.30;13.01.01.01;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; REGULATION OF / INTERACTION WITH CELLULAR ENVIRONMENT; ,f.4,f.4.3;,Membrane and cell surface proteins and peptides,Transmembrane beta-barrels,0,OuterMembrane,OM,low,fhuACDB,211,no,2.680335513
CYSK_ECOLI,P11096,Cysteine synthase A (EC 2.5.1.47) (O-acetylserine sulfhydrylase A) (O-acetylserine (Thiol),16,974,13,1.23,1.60E+01,1.45E+03,0.034688995,34360,5.94,-0.08,9,,,,,"11,01",01.01.01;01.01;01;01.01.01.11;11.05.01;01.01.01.11.03;11;11.05;,"CELL RESCUE, DEFENSE AND VIRULENCE; METABOLISM; ",c.79,c.79.1;,Alpha and beta proteins (a/b),Tryptophan synthase beta subunit-like PLP-dependent enzymes,0,Cytoplasmic,C,low,cysK,212,no,3.161368002
SODF_ECOLI,P09157,Superoxide dismutase [Fe] (EC 1.15.1.1),18,990,8,2.25,1.77E+02,5.85E+03,0.044922913,21136,5.88,-0.18,7,,,,1.36,"11,63,40",11.01.01;63;63.17;40.03;11.07.07.07;63.17.09;11.07.07;11.01.99;11.01;11.01.04;11;40;11.07;11.07.07.05;,"CELL RESCUE, DEFENSE AND VIRULENCE; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ","d.44,a.2",a.2.11;d.44.1;,"Alpha and beta proteins (a+b),All alpha proteins","Long alpha-hairpin,Fe,Mn superoxide dismutase (SOD), C-terminal domain",0,Unknown,C,high,,213,no,3.767155866
THRC_ECOLI,P00934,Threonine synthase (EC 4.2.3.1),17,894,17,1,9.00E+00,1.04E+03,0.010695187,47115,5.16,-0.1,11,0.37,N,,,"01,63,40",01.01.01;01.01;01;63;01.01.01.07.03;40.03;01.01.01.07;63.21.17;40;63.21;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ,c.79,c.79.1;,Alpha and beta proteins (a/b),Tryptophan synthase beta subunit-like PLP-dependent enzymes,0,Unknown,C,low,thrLABC,214,no,3.017033339
BCP_ECOLI,P23480,Bacterioferritin comigratory protein,16,853,9,1.78,5.89E+01,3.09E+03,0.0215311,17635,4.93,-0.43,6,0.45,N,,,"11,01,63,65",65;11.01.01;11.01;01;63.17;63;01.20.50;63.17.09;11;01.20;,"CELL RESCUE, DEFENSE AND VIRULENCE; METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ; ",c.47,c.47.1;,Alpha and beta proteins (a/b),Thioredoxin fold,0,Cytoplasmic,C,high,,215,no,3.489958479
SYGA_ECOLI,P00960,Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14) (Glycine--tRNA ligase alpha chain) (GlyRS,18,892,10,1.8,6.21E+01,3.19E+03,0.018607124,34775,4.73,-0.39,8,,,,,"40,05",05;40.03;05.10;40;,SUBCELLULAR LOCALISATION; PROTEIN SYNTHESIS; ,d.104,d.104.1;,Alpha and beta proteins (a+b),Class II aaRS and biotin synthetases,0,Cytoplasmic,,high,glyQS,216,no,3.503790683
YAJQ_ECOLI,P77482,UPF0234 protein yajQ,18,892,10,1.8,6.21E+01,3.19E+03,0.026315789,19048,6.1,-0.52,9,,N,,,63,63.19.05;63.19;63;63.03.03;63.03;63.19.03;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ,,,,,0,Cytoplasmic,C,high,,217,no,3.503790683
GREA_ECOLI,P21346,Transcription elongation factor greA (Transcript cleavage factor greA),18,886,11,1.64,4.23E+01,2.55E+03,0.031366295,17642,4.54,-0.37,9,,,,,"40,04",04;04.05;04.05.01.04.01;04.05.01;04.05.01.04;40.37;40;,SUBCELLULAR LOCALISATION; TRANSCRIPTION; ,"d.26,a.2",a.2.1;d.26.1;,"Alpha and beta proteins (a+b),All alpha proteins","FKBP-like,Long alpha-hairpin",0,Cytoplasmic,,high,,218,no,3.40654018
PHOL_ECOLI,P77349,PhoH-like protein,18,877,17,1.06,1.05E+01,1.13E+03,0.009037746,40656,6.65,-0.37,6,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,C,low,,219,no,3.053078443
RS10_ECOLI,P02364,30S ribosomal protein S10,17,850,6,2.83,6.80E+02,1.28E+04,0.100197017,11737,10.48,-0.35,7,,,,1.22,"63,05,40",05.01.01;63;05;05.04;05.04.01;40.03;63.03.03;63.03;63.01;05.01;40;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; ,d.58,d.58.15;,Alpha and beta proteins (a+b),Ferredoxin-like,0,Unknown,,-,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,220,yes,4.10720997
METE_ECOLI,P25665,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Methi,17,844,31,0.55,2.53E+00,4.97E+02,0.00619195,84543,5.79,-0.26,24,,,,,"01,63,40",01.01.01;01;63;63.17;40.03;63.17.09;01.05;01.05.01;01.05.01.01;01.01;01.01.01.07;40;01.01.01.07.04;01.05.01.01.05;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ,,,,,0,Cytoplasmic,,low,,221,no,2.696356389
CLPX_ECOLI,P33138,ATP-dependent Clp protease ATP-binding subunit clpX,17,834,22,0.77,4.93E+00,7.31E+02,0.015479876,46226,5.1,-0.24,11,,,,1.04,"11,63,06",11.01;63.19;06.10;63;06.13;11;63.19.03;06;11.01.05;,"CELL RESCUE, DEFENSE AND VIRULENCE; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN FATE (folding, modification, destination); ",c.37,c.37.1;,Alpha and beta proteins (a/b),P-loop containing nucleotide triphosphate hydrolases,0,Cytoplasmic,C,low,clpPX,222,no,2.863917377
RS19_ECOLI,P02375,30S ribosomal protein S19,17,806,4,4.25,1.78E+04,8.52E+04,0.075147762,10300,11.29,-0.65,3,,,,,"63,05,40",05.01.01;63;05;40.03;63.03.03;63.03;05.01;40;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; ,d.28,d.28.1;,Alpha and beta proteins (a+b),Ribosomal protein S19,0,Unknown,,-,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,223,yes,4.930439595
SYR_ECOLI,P11875,Arginyl-tRNA synthetase (EC 6.1.1.19) (Arginine--tRNA ligase) (ArgRS),18,829,27,0.67,3.64E+00,6.13E+02,0.013822435,64684,5.26,-0.26,18,,,,,"40,05",05;40.03;05.10;40;,SUBCELLULAR LOCALISATION; PROTEIN SYNTHESIS; ,"c.26,a.27",a.27.1;c.26.1;,"Alpha and beta proteins (a/b),All alpha proteins","Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases,Adenine nucleotide alpha hydrolase-like",0,Cytoplasmic,,low,,224,no,2.787460475
PEPB_ECOLI,P37095,Peptidase B (EC 3.4.11.23) (Aminopeptidase B),17,795,22,0.77,4.93E+00,7.31E+02,0.013228258,46181,5.74,-0.21,13,,,,,"63,40,06",63.17;63;06.13;40.03;63.17.07;40;06;,"PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; PROTEIN FATE (folding, modification, destination); ",c.56,c.56.5;,Alpha and beta proteins (a/b),Phosphorylase/hydrolase-like,0,Unknown,,low,,225,no,2.863917377
FABF_ECOLI,P39435,3-oxoacyl-[acyl-carrier-protein] synthase II (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase II),16,766,14,1.14,1.29E+01,1.28E+03,0.026315789,42916,6.02,0,10,,,,,1,01.06;01;01.06.01;01.06.01.05;,METABOLISM; ,c.95,c.95.1;,Alpha and beta proteins (a/b),Thiolase-like,0,Cytoplasmic,P,low,fabHDG-acpP-fabF,226,no,3.10720997
YIFE_ECOLI,P27827,Protein yifE,17,794,6,2.83,6.80E+02,1.28E+04,0.035462989,13003,6.53,-1.1,2,0.41,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,C,high,,227,no,4.10720997
PYRB_ECOLI,P00479,Aspartate carbamoyltransferase catalytic chain (EC 2.1.3.2) (Aspartate transcarbamylase) (,18,771,19,0.95,7.86E+00,9.59E+02,0.00744285,34297,6.59,-0.11,10,,,,,"01,63",01;63;63.01;01.03.04.03;01.03.04;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); ,c.78,c.78.1;,Alpha and beta proteins (a/b),ATC-like,0,Cytoplasmic,C,low,pyrBI,228,no,2.981818607
GCST_ECOLI,P27248,Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein),17,748,12,1.42,2.51E+01,1.88E+03,0.016324233,40017,5.35,-0.16,9,,,,,"01,63,06",01.01;01;06.10;63;01.01.10;01.01.10.05.04;01.01.10.05;63.01;06;,"METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN FATE (folding, modification, destination); ",,,,,0,Cytoplasmic,C,low,gcvTHP,229,no,3.274157849
KPY2_ECOLI,P21599,Pyruvate kinase II (EC 2.7.1.40) (PK-2),16,704,22,0.73,4.34E+00,6.79E+02,0.017942584,51227,6.64,-0.03,19,,,,,"01,63,40,02",01;01.03;63;63.17;40.03;02;01.05;01.05.01;01.05.01.01;02.01;63.17.03;63.17.07;40;,METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ENERGY; ,"c.1,c.49,b.58",c.49.1;c.1.12;b.58.1;,"Alpha and beta proteins (a/b),All beta proteins","TIM beta/alpha-barrel,PK beta-barrel domain-like,Pyruvate kinase C-terminal domain-like",0,Cytoplasmic,,low,,230,no,2.831869774
ACCA_ECOLI,P30867,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2),18,741,18,1,9.00E+00,1.04E+03,0.007708666,35111,5.89,-0.24,9,0.53,E,,1.09,"01,06",01.06;01;06.10;06;01.06.01;01.06.01.05;,"METABOLISM; PROTEIN FATE (folding, modification, destination); ",,,,,0,Cytoplasmic,C,low,accA,231,no,3.017033339
RS9_ECOLI,P02363,30S ribosomal protein S9,18,739,7,2.57,3.72E+02,9.01E+03,0.091972355,14726,11.61,-0.71,4,,,,1.9,"05,40",05.01.01;05;40.03;05.01;40;,PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; ,d.14,d.14.1;,Alpha and beta proteins (a+b),Ribosomal protein S5 domain 2-like,0,Cytoplasmic,,-,rplM-rpsI,232,yes,3.954724791
SYK2_ECOLI,P0A8N5,"Lysyl-tRNA synthetase, heat inducible (EC 6.1.1.6) (Lysine--tRNA ligase) (LysRS)",17,699,24,0.71,4.11E+00,6.58E+02,0.016042781,57725,5.02,-0.41,17,,,,,"11,63,05",11.01;63.17;63;05;05.10;63.17.07;11;11.01.05;,"CELL RESCUE, DEFENSE AND VIRULENCE; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; ","b.40,d.104",b.40.4;d.104.1;,"Alpha and beta proteins (a+b),All beta proteins","Class II aaRS and biotin synthetases,OB-fold",0,Cytoplasmic,,low,lysU,233,no,2.818225894
ASNB_ECOLI,P22106,Asparagine synthetase B [glutamine-hydrolyzing] (EC 6.3.5.4),17,653,24,0.71,4.11E+00,6.58E+02,0.004784689,62529,5.74,-0.36,17,0.47,N,,,"63,01,40",01.01.01;01;63.19;01.01.01.01;63;01.01.10;01.01.01.01.02;01.01.10.01;40.03;01.01.01.07.02;63.19.03;01.01;01.01.01.07;40;01.01.10.01.05;01.01.01.01.01;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); METABOLISM; SUBCELLULAR LOCALISATION; ,"d.153,c.26",c.26.2;d.153.1;,"Alpha and beta proteins (a/b),Alpha and beta proteins (a+b)","Ntn hydrolase-like,Adenine nucleotide alpha hydrolase-like",0,Cytoplasmic,C,low,,234,no,2.818225894
GSHB_ECOLI,P04425,Glutathione synthetase (EC 6.3.2.3) (Glutathione synthase) (GSH synthetase) (GSH-S) (GSHas,17,611,15,1.13,1.26E+01,1.26E+03,0.006754855,35562,4.96,-0.26,14,,,,,"63,01,06",01;63.19;06.10;63;63.11;63.01;63.19.03;01.20;06;01.20.36;,"PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); METABOLISM; PROTEIN FATE (folding, modification, destination); ","d.142,c.30",d.142.1;c.30.1;,"Alpha and beta proteins (a/b),Alpha and beta proteins (a+b)","ATP-grasp,Biotin carboxylase N-terminal domain-like",0,Cytoplasmic,C,low,,235,no,3.100370545
TPX_ECOLI,P37901,Thiol peroxidase (EC 1.11.1.-) (Scavengase P20),17,1160,6,2.83,6.80E+02,1.28E+04,0.060793695,17705,4.59,0.25,3,,,,1.19,"11,01,63,40",11.07.07;01;63;63.21.07;40.28;63.01;01.02;11;40;63.21;11.07;11.07.07.05;,"CELL RESCUE, DEFENSE AND VIRULENCE; METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ",,,,,0,Unknown,C,high,,236,no,4.10720997
RL14_ECOLI,P02411,50S ribosomal protein L14,16,977,5,3.2,1.58E+03,2.09E+04,0.076854067,13542,11.18,-0.13,4,,,,1.32,"63,05,40",05.01.01;63;05;40.03;63.03.03;63.03;05.01;40;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; ,b.39,b.39.1;,All beta proteins,Ribosomal protein L14,0,Unknown,,-,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-prlA-rpmJ,237,yes,4.320146286
RL11_ECOLI,P02409,50S ribosomal protein L11,16,934,6,2.67,4.63E+02,1.02E+04,0.089712919,14745,10.43,-0.08,7,,,,1.82,"63,05,40",05.01.01;63;05;40.03;63.03.03;63.03;05.01;40;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; ,"d.47,a.4",d.47.1;a.4.7;,"Alpha and beta proteins (a+b),All alpha proteins","DNA/RNA-binding 3-helical bundle,Ribosomal protein L11, N-terminal domain",0,Unknown,,-,,238,yes,4.008600172
FLIY_ECOLI,P39174,Cystine-binding periplasmic protein precursor (CBP) (fliY protein) (Sulfate starvation-ind,17,839,18,0.94,7.80E+00,9.55E+02,0.006473403,29040,6.59,-0.3,13,0.43,?,,,"67,01,63,40",01.01;01;63;67.10;40.28;63.11;01.01.07;40;67;,TRANSPORT FACILITATION; METABOLISM; PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; ,c.94,c.94.1;,Alpha and beta proteins (a/b),Periplasmic binding protein-like II,0,Periplasmic,P,low,fliAZY,239,no,2.980003372
RL31_ECOLI,P02432,50S ribosomal protein L31,16,808,3,5.33,2.15E+05,3.63E+05,0.062799043,7872,9.96,-0.65,3,,,,,"63,05",05.01.01;63;05;05.04;63.01;05.01;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; ,,,,,0,Unknown,,-,,240,yes,5.559906625
YEAD_ECOLI,P39173,UPF0010 protein yeaD (Unknown protein from 2D-page spots T26/PR37),16,802,11,1.45,2.75E+01,1.98E+03,0.008672249,32667,6.32,-0.25,8,,N,,,99,99;,UNCLASSIFIED PROTEINS; ,,,,,0,Cytoplasmic,,low,,241,no,3.29666519
ENTC_ECOLI,P10377,Isochorismate synthase entC (EC 5.4.4.2) (Isochorismate mutase),16,786,17,0.94,7.73E+00,9.50E+02,0.008672249,42933,5.54,-0.22,10,0.33,N,,,1,01;01.05;01.05.01;01.05.01.03;,METABOLISM; ,d.161,d.161.1;,Alpha and beta proteins (a+b),ADC synthase,0,Unknown,,low,entCEBA-ybdB,242,no,2.977723605
UPP_ECOLI,P25532,Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase),17,812,10,1.7,4.91E+01,2.78E+03,0.029833943,22534,5.24,0.07,7,,,,,"63,01",01;63.19.05;01.03;63.19;63.17;01.04;63;63.17.07;01.04.99;01.03.04;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); METABOLISM; ,c.61,c.61.1;,Alpha and beta proteins (a/b),PRTase-like,0,Cytoplasmic,C,high,upp-uraA,243,no,3.444044796
OSTA_ECOLI,P31554,Organic solvent tolerance protein precursor,17,800,42,0.4,1.54E+00,3.72E+02,0.010132283,89672,4.79,-0.66,27,,,,,"11,40,30",11.05.01.03.01;11.05.01.03;40.31;30;11.05.01;30.31;11;40;11.05;,"CELL RESCUE, DEFENSE AND VIRULENCE; SUBCELLULAR LOCALISATION; CONTROL OF CELLULAR ORGANIZATION; ",,,,,0,OuterMembrane,OM,low,,244,no,2.57054294
RS20_ECOLI,P02378,30S ribosomal protein S20,17,766,3,5.67,4.64E+05,5.67E+05,0.077399381,9554,11.84,-0.73,2,,,,,"63,05,40",05.01.01;63;05;40.03;63.03.03;63.03;05.01;40;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); PROTEIN SYNTHESIS; SUBCELLULAR LOCALISATION; ,,,,,0,Unknown,,-,,245,yes,5.753583059
FABH_ECOLI,P24249,3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase II,14,693,12,1.17,1.37E+01,1.32E+03,0.026999316,33516,4.98,0.14,9,,,,,1,01.06;01;01.06.01;01.06.01.05;,METABOLISM; ,c.95,c.95.1;c.95.1;,Alpha and beta proteins (a/b),Thiolase-like,0,Cytoplasmic,C,low,fabHDG-acpP-fabF,246,no,3.120573931
ARTI_ECOLI,P30859,Arginine-binding periplasmic protein 1 precursor,15,679,11,1.36,2.21E+01,1.75E+03,0.008931419,26931,5.92,-0.33,12,0.54,N,,,"67,01,40",01.01;01;67.10;40.28;01.01.07;40;67;,TRANSPORT FACILITATION; METABOLISM; SUBCELLULAR LOCALISATION; ,c.94,c.94.1;,Alpha and beta proteins (a/b),Periplasmic binding protein-like II,0,Periplasmic,P,low,artPIQMJ,247,no,3.243038049
CRP_ECOLI,P03020,Catabolite gene activator (cAMP receptor protein) (cAMP-regulatory protein),16,694,11,1.45,2.75E+01,1.98E+03,0.019138756,23642,8.37,-0.21,10,0.49,X,,,"63,40,10,04",63.03.01;63.19;63;10.01.09.07;04.05;40.03;63.03;04.05.01.04;10;04;10.01.09;10.01;04.05.01;63.19.01;40;,PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic); SUBCELLULAR LOCALISATION; CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION MECHANISM; TRANSCRIPTION; ,"b.82,a.4",b.82.3;a.4.5;,"All beta proteins,All alpha proteins","Double-stranded beta-helix,DNA/RNA-binding 3-helical bundle",0,Cytoplasmic,,low,crp,248,no,3.29666519
